id,title,authors,journal_num,abs,pdf,bib,code,supplementary,website,blog,abstract,skills,data_skills
42,High-Order Langevin Diffusion Yields an Accelerated MCMC Algorithm,"Wenlong Mou, Yi-An Ma, Martin J. Wainwright, Peter L. Bartlett, Michael I. Jordan","(42):1−41, 2021.",https://jmlr.org/papers/v22/20-576.html,https://jmlr.org/papers/volume22/20-576/20-576.pdf,https://jmlr.org/papers/v22/20-576.bib,,,,,"We propose a Markov chain Monte Carlo (MCMC) algorithm based on third-order Langevin dynamics for sampling from distributions with smooth, log-concave densities.  The higher-order dynamics allow for more flexible discretization schemes, and we develop a specific method that combines splitting with more accurate integration.  For a broad class of $d$-dimensional distributions arising from generalized linear models, we prove that the resulting third-order algorithm produces samples from a distribution that is at most $\varepsilon > 0$ in Wasserstein distance from the target distribution in $O\left(\frac{d^{1/4}}{ \varepsilon^{1/2}} \right)$ steps. This result requires only Lipschitz conditions on the gradient.  For general strongly convex potentials with $\alpha$-th order smoothness, we prove that the mixing time scales as $O \left( \frac{d^{1/4}}{\varepsilon^{1/2}} + \frac{d^{1/2}}{ \varepsilon^{1/(\alpha - 1)}} \right)$.",Algorithm; Generalized Linear Model (GLM); Sales; Sampling; Scheme,
43,Banach Space Representer Theorems for Neural Networks and Ridge Splines,"Rahul Parhi, Robert D. Nowak","(43):1−40, 2021.",https://jmlr.org/papers/v22/20-583.html,https://jmlr.org/papers/volume22/20-583/20-583.pdf,https://jmlr.org/papers/v22/20-583.bib,,,,,"We develop a variational framework to understand the properties of the functions learned by neural networks fit to data. We propose and study a family of continuous-domain linear inverse problems with total variation-like regularization in the Radon domain subject to data fitting constraints. We derive a representer theorem showing that finite-width, single-hidden layer neural networks are solutions to these inverse problems. We draw on many techniques from variational spline theory and so we propose the notion of polynomial ridge splines, which correspond to single-hidden layer neural networks with truncated power functions as the activation function. The representer theorem is reminiscent of the classical reproducing kernel Hilbert space representer theorem, but we show that the neural network problem is posed over a non-Hilbertian Banach space. While the learning problems are posed in the continuous-domain, similar to kernel methods, the problems can be recast as finite-dimensional neural network training problems. These neural network training problems have regularizers which are related to the well-known weight decay and path-norm regularizers.  Thus, our result gives insight into functional characteristics of trained neural networks and also into the design neural network regularizers. We also show that these regularizers promote neural network solutions with desirable generalization properties.",Design; Neural Network; Training,
44,Wasserstein barycenters can be computed in polynomial time in fixed dimension,"Jason M Altschuler, Enric Boix-Adsera","(44):1−19, 2021.",https://jmlr.org/papers/v22/20-588.html,https://jmlr.org/papers/volume22/20-588/20-588.pdf,https://jmlr.org/papers/v22/20-588.bib,https://github.com/eboix/high_precision_barycenters,,,,"Computing Wasserstein barycenters is a fundamental geometric problem with widespread applications in machine learning, statistics, and computer graphics. However, it is unknown whether Wasserstein barycenters can be computed in polynomial time, either exactly or to high precision (i.e., with $\textrm{polylog}(1/\varepsilon)$ runtime dependence). This paper answers these questions in the affirmative for any fixed dimension. Our approach is to solve an exponential-size linear programming formulation by efficiently implementing the corresponding separation oracle using techniques from computational geometry.",2D Computer Graphics; 3D Computer Graphics; Computational Geometry; Computing; Linear Programming; Machine Learning; Oracle; R; Statistics,R programming; Statistics
45,RaSE: Random Subspace Ensemble Classification,"Ye Tian, Yang Feng","(45):1−93, 2021.",https://jmlr.org/papers/v22/20-600.html,https://jmlr.org/papers/volume22/20-600/20-600.pdf,https://jmlr.org/papers/v22/20-600.bib,https://cran.r-project.org/web/packages/RaSEn/index.html,,,,"We propose a flexible ensemble classification framework, Random Subspace Ensemble (RaSE), for sparse classification. In the RaSE algorithm, we aggregate many weak learners, where each weak learner is a base classifier trained in a subspace optimally selected from a collection of random subspaces. To conduct subspace selection, we propose a new criterion, ratio information criterion (RIC), based on weighted Kullback-Leibler divergence. The theoretical analysis includes the risk and Monte-Carlo variance of the RaSE classifier, establishing the screening consistency and weak consistency of RIC, and providing an upper bound for the misclassification rate of the RaSE classifier. In addition, we show that in a high-dimensional framework, the number of random subspaces needs to be very large to guarantee that a subspace covering signals is selected. Therefore, we propose an iterative version of the RaSE algorithm and prove that under some specific conditions, a smaller number of generated random subspaces are needed to find a desirable subspace through iteration. An array of simulations under various models and real-data applications demonstrate the effectiveness and robustness of the RaSE classifier and its iterative version in terms of low misclassification rate and accurate feature ranking. The RaSE algorithm is implemented in the R package RaSEn on CRAN.",Algorithm; Analysis; Array; Classification; Ensemble; R; Selection,R programming
46,Optimal Structured Principal Subspace Estimation: Metric Entropy and Minimax Rates,"Tony Cai, Hongzhe Li, Rong Ma","(46):1−45, 2021.",https://jmlr.org/papers/v22/20-610.html,https://jmlr.org/papers/volume22/20-610/20-610.pdf,https://jmlr.org/papers/v22/20-610.bib,,,,,"Driven by a wide range of applications, several principal subspace estimation problems have been studied individually under different structural constraints. This paper presents a unified framework for the statistical analysis of a general structured principal subspace estimation problem which includes as special cases sparse PCA/SVD, non-negative PCA/SVD, subspace constrained PCA/SVD, and spectral clustering. General minimax lower and upper bounds are established to characterize the interplay between the information-geometric complexity of the constraint set for the principal subspaces, the signal-to-noise ratio (SNR), and the dimensionality. The results yield interesting phase transition phenomena concerning the rates of convergence as a function of the SNRs and the fundamental limit for consistent estimation. Applying the general results to the specific settings yields the minimax rates of convergence for those problems, including the previous unknown optimal rates for sparse SVD, non-negative PCA/SVD and subspace constrained PCA/SVD.",Complexity; Principal Component Analysis (PCA); Spectral Clustering; Statistical Analysis,
47,Understanding Recurrent Neural Networks Using Nonequilibrium Response Theory,Soon Hoe Lim,"(47):1−48, 2021.",https://jmlr.org/papers/v22/20-620.html,https://jmlr.org/papers/volume22/20-620/20-620.pdf,https://jmlr.org/papers/v22/20-620.bib,,,,,"Recurrent neural networks (RNNs) are brain-inspired models widely used in machine learning for analyzing sequential data. The present work is a contribution towards a deeper understanding of how RNNs process input signals using the response theory from nonequilibrium statistical mechanics. For a class of continuous-time  stochastic RNNs (SRNNs) driven by an input signal,  we derive a Volterra type series representation for their output. This representation is interpretable and disentangles the input signal from the SRNN architecture. The kernels of the series are certain recursively defined correlation functions with respect to the unperturbed  dynamics that completely determine the output. Exploiting connections of this representation and its implications to rough paths theory, we identify a universal feature -- the response feature, which turns out to be the signature of tensor product of the input signal and a natural support basis. In particular, we show that SRNNs, with only the weights in the readout layer optimized and the weights in the hidden layer kept fixed and not optimized, can be viewed as kernel machines operating on a reproducing kernel Hilbert space associated with the response feature",Architecture; Correlation; Machine Learning; Mechanics; Presentation; Recurrent Neural Network (RNN); Statistical Mechanis,Presentation Skill
48,Optimal Feedback Law Recovery by Gradient-Augmented Sparse Polynomial Regression,"Behzad Azmi, Dante Kalise, Karl Kunisch","(48):1−32, 2021.",https://jmlr.org/papers/v22/20-755.html,https://jmlr.org/papers/volume22/20-755/20-755.pdf,https://jmlr.org/papers/v22/20-755.bib,,,,,"A sparse regression approach for the computation of high-dimensional optimal feedback laws arising in deterministic nonlinear control is proposed. The approach exploits the control-theoretical link between Hamilton-Jacobi-Bellman PDEs characterizing the value function of the optimal control problems, and first-order optimality conditions via Pontryagin's Maximum Principle. The latter is used as a representation formula to recover the value function and its gradient at arbitrary points in the space-time domain through the solution of a two-point boundary value problem. After generating a dataset consisting of different state-value pairs, a hyperbolic cross polynomial model for the value function is fitted using a LASSO regression. An extended set of low and high-dimensional numerical tests in nonlinear optimal control reveal that enriching the dataset with gradient information reduces the number of training samples, and that the sparse polynomial regression consistently yields a feedback law of lower complexity.",Complexity; Dataset; Exploit; LASSO Regression; Lasso; Law; Polynomial Regression; Presentation; Regression; Training,Presentation Skill; Regressions
49,From Low Probability to High Confidence in Stochastic Convex Optimization,"Damek Davis, Dmitriy Drusvyatskiy, Lin Xiao, Junyu Zhang","(49):1−38, 2021.",https://jmlr.org/papers/v22/20-821.html,https://jmlr.org/papers/volume22/20-821/20-821.pdf,https://jmlr.org/papers/v22/20-821.bib,,,,,"Standard results in stochastic convex optimization bound the number of samples that an algorithm needs to generate a point with small function value in expectation. More nuanced high probability guarantees are rare, and typically either rely on light-tail noise assumptions or exhibit worse sample complexity. In this work, we show that a wide class of stochastic optimization algorithms for strongly convex problems can be augmented with high confidence bounds at an overhead cost that is only logarithmic in the confidence level and polylogarithmic in the condition number. The procedure we propose, called proxBoost, is elementary and builds on two well-known ingredients: robust distance estimation and the proximal point method. We discuss consequences for both streaming (online) algorithms and offline algorithms based on empirical risk minimization.",Algorithm; Complexity; Probability; Streaming,
50,Structure Learning of Undirected Graphical Models for Count Data,"Nguyen Thi Kim Hue, Monica Chiogna","(50):1−53, 2021.",https://jmlr.org/papers/v22/18-401.html,https://jmlr.org/papers/volume22/18-401/18-401.pdf,https://jmlr.org/papers/v22/18-401.bib,,,,,"Mainly motivated by the problem of modelling biological processes underlying the basic functions of a cell -that typically involve complex  interactions between genes- we present a new algorithm, called PC-LPGM, for learning the structure of undirected graphical models over discrete variables. We prove theoretical consistency of PC-LPGM in the limit of infinite observations and discuss its robustness to model misspecification. To evaluate the performance of PC-LPGM in recovering the true structure of the graphs in situations where relatively moderate sample sizes are available, extensive simulation studies are conducted, that also allow  to compare our proposal with its main competitors. A biological validation of the algorithm is presented through the analysis of two real data sets.",Algorithm; Analysis; Graph; Graphical Model; Modelling; Variable,
51,Projection-free Decentralized Online Learning for Submodular Maximization over Time-Varying Networks,"Junlong Zhu, Qingtao Wu, Mingchuan Zhang, Ruijuan Zheng, Keqin Li","(51):1−42, 2021.",https://jmlr.org/papers/v22/18-407.html,https://jmlr.org/papers/volume22/18-407/18-407.pdf,https://jmlr.org/papers/v22/18-407.bib,,,,,"This paper considers a decentralized online submodular maximization problem over time-varying networks, where each agent only utilizes its own information and the received information from its neighbors. To address the problem, we propose a decentralized Meta-Frank-Wolfe online learning method in the adversarial online setting by using local communication and local computation. Moreover, we show that an expected regret bound of $O(\sqrt{T})$ is achieved with $(1-1/e)$ approximation guarantee, where $T$ is a time horizon. In addition, we also propose a decentralized one-shot Frank-Wolfe online learning method in the stochastic online setting. Furthermore, we also show that an expected regret bound $O(T^{2/3})$ is obtained with $(1-1/e)$ approximation guarantee. Finally, we confirm the theoretical results via various experiments on different datasets.",Approximation; Dataset; Network; Oral Communication,
52,Sparse and Smooth Signal Estimation: Convexification of L0-Formulations,"Alper Atamturk, Andres Gomez, Shaoning Han","(52):1−43, 2021.",https://jmlr.org/papers/v22/18-745.html,https://jmlr.org/papers/volume22/18-745/18-745.pdf,https://jmlr.org/papers/v22/18-745.bib,,,,,"Signal estimation problems with smoothness and sparsity priors can be naturally modeled as quadratic optimization with $\ell_0$-“norm” constraints. Since such problems are non-convex and hard-to-solve, the standard approach is, instead, to tackle their convex surrogates based on $\ell_1$-norm relaxations. In this paper, we propose new iterative (convex) conic quadratic relaxations that exploit not only the $\ell_0$-“norm” terms, but also the fitness and smoothness functions. The iterative convexification approach substantially closes the gap between the $\ell_0$-“norm” and its $\ell_1$ surrogate. These stronger relaxations lead to significantly better estimators than $\ell_1$-norm approaches and also allow one to utilize affine sparsity priors. In addition, the parameters of the model and the resulting estimators are easily interpretable. Experiments with a tailored Lagrangian decomposition method indicate that the proposed iterative convex relaxations yield solutions within 1\% of the exact $\ell_0$-approach, and can tackle instances with up to 100,000 variables under one minute.",Exploit; Variable,
53,Subspace Clustering through Sub-Clusters,"Weiwei Li, Jan Hannig, Sayan Mukherjee","(53):1−37, 2021.",https://jmlr.org/papers/v22/18-780.html,https://jmlr.org/papers/volume22/18-780/18-780.pdf,https://jmlr.org/papers/v22/18-780.bib,,,,,"The problem of dimension reduction is of increasing importance in modern data analysis. In this paper, we consider modeling the collection of points in a high dimensional space as a union of low dimensional subspaces. In particular we propose a  highly scalable sampling based algorithm that clusters the entire data via first spectral clustering of a small random sample followed by classifying or labeling the remaining out-of-sample points. The key idea is that this random subset borrows information across the entire dataset and that the problem of clustering points can be replaced with the more efficient problem of ""clustering sub-clusters"". We provide theoretical guarantees for our procedure. The numerical results indicate that for large datasets the proposed algorithm outperforms other state-of-the-art subspace clustering algorithms with respect to accuracy and speed.",Accuracy; Algorithm; Data Analysis; Dataset; Modelling; Sampling; Spectral Clustering,
54,GemBag: Group Estimation of Multiple Bayesian Graphical Models,"Xinming Yang, Lingrui Gan, Naveen N. Narisetty, Feng Liang","(54):1−48, 2021.",https://jmlr.org/papers/v22/19-1006.html,https://jmlr.org/papers/volume22/19-1006/19-1006.pdf,https://jmlr.org/papers/v22/19-1006.bib,,,,,"In this paper, we propose a novel hierarchical Bayesian model and an efficient estimation method for the problem of joint estimation of multiple graphical models, which have similar but different sparsity structures and signal strength. Our proposed hierarchical Bayesian model is well suited for sharing of sparsity structures, and our procedure, called as GemBag, is shown to enjoy optimal theoretical properties in terms of sup-norm estimation accuracy and correct recovery of the graphical structure even when some of the signals are weak. Although optimization of the posterior distribution required for obtaining our proposed estimator is a non-convex optimization problem, we show that it turns out to be convex in a large constrained space facilitating the use of computationally efficient algorithms. Through extensive simulation studies and an application to a bike sharing data set, we demonstrate that the proposed GemBag procedure has strong empirical performance in comparison with alternative methods.",Accuracy; Algorithm; Bayesian; Graphical Model; Point Estimation,
55,Integrative Generalized Convex Clustering Optimization and Feature Selection for Mixed Multi-View Data,"Minjie Wang, Genevera I. Allen","(55):1−73, 2021.",https://jmlr.org/papers/v22/19-1012.html,https://jmlr.org/papers/volume22/19-1012/19-1012.pdf,https://jmlr.org/papers/v22/19-1012.bib,,,,,"In mixed multi-view data, multiple sets of diverse features are measured on the same set of samples.  By integrating all available data sources, we seek to discover common group structure among the samples that may be hidden in individualistic cluster analyses of a single data view. While several techniques for such integrative clustering have been explored, we propose and develop a convex formalization that enjoys strong empirical performance and inherits the mathematical properties of increasingly popular convex clustering methods. Specifically, our Integrative Generalized Convex Clustering Optimization (iGecco) method employs different convex distances, losses, or divergences for each of the different data views with a joint convex fusion penalty that leads to common groups.  Additionally, integrating mixed multi-view data is often challenging when each data source is high-dimensional.  To perform feature selection in such scenarios, we develop an adaptive shifted group-lasso penalty that selects features by shrinking them towards their loss-specific centers.  Our so-called iGecco+ approach selects features from each data view that are best for determining the groups, often leading to improved integrative clustering.  To solve our problem, we develop a new type of generalized multi-block ADMM algorithm using sub-problem approximations that more efficiently fits our model for big data sets.  Through a series of numerical experiments and real data examples on text mining and genomics, we show that iGecco+ achieves superior empirical performance for high-dimensional mixed multi-view data.",Algorithm; Approximation; Big Data; Cluster Analysis; Clustering; Feature Selection; Genomics; Lasso; Text Mining,
56,Incorporating Unlabeled Data into Distributionally Robust Learning,"Charlie Frogner, Sebastian Claici, Edward Chien, Justin Solomon","(56):1−46, 2021.",https://jmlr.org/papers/v22/19-1023.html,https://jmlr.org/papers/volume22/19-1023/19-1023.pdf,https://jmlr.org/papers/v22/19-1023.bib,,,,,"We study a robust alternative to empirical risk minimization called distributionally robust learning (DRL), in which one learns to perform against an adversary who can choose the data distribution from a specified set of distributions. We illustrate a problem with current DRL formulations, which rely on an overly broad definition of allowed distributions for the adversary, leading to learned classifiers that are unable to predict with any confidence. We propose a solution that incorporates unlabeled data into the DRL problem to further constrain the adversary. We show that this new formulation is tractable for stochastic gradient-based optimization and yields a computable guarantee on the future performance of the learned classifier, analogous to -- but tighter than -- guarantees from conventional DRL. We examine the performance of this new formulation on 14 real data sets and find that it often yields effective classifiers with nontrivial performance guarantees in situations where conventional DRL produces neither. Inspired by these results, we extend our DRL formulation to active learning with a novel, distributionally-robust version of the standard model-change heuristic. Our active learning algorithm often achieves superior learning performance to the original heuristic on real data sets.",Machine Learning Algorithm,
57,Normalizing Flows for Probabilistic Modeling and Inference,"George Papamakarios, Eric Nalisnick, Danilo Jimenez Rezende, Shakir Mohamed, Balaji Lakshminarayanan","(57):1−64, 2021.",https://jmlr.org/papers/v22/19-1028.html,https://jmlr.org/papers/volume22/19-1028/19-1028.pdf,https://jmlr.org/papers/v22/19-1028.bib,,,,,"Normalizing flows provide a general mechanism for defining expressive probability distributions, only requiring the specification of a (usually simple) base distribution and a series of bijective transformations. There has been much recent work on normalizing flows, ranging from improving their expressive power to expanding their application. We believe the field has now matured and is in need of a unified perspective. In this review, we attempt to provide such a perspective by describing flows through the lens of probabilistic modeling and inference. We place special emphasis on the fundamental principles of flow design, and discuss foundational topics such as expressive power and computational trade-offs. We also broaden the conceptual framing of flows by relating them to more general probability transformations. Lastly, we summarize the use of flows for tasks such as generative modeling, approximate inference, and supervised learning.",Design; Inference; Modelling; Probability Distribution; Supervised Learning; Trade; Unsupervised Learning,
58,Estimation and Inference for High Dimensional Generalized Linear Models: A Splitting and Smoothing Approach,"Zhe Fei, Yi Li","(58):1−32, 2021.",https://jmlr.org/papers/v22/19-132.html,https://jmlr.org/papers/volume22/19-132/19-132.pdf,https://jmlr.org/papers/v22/19-132.bib,https://github.com/feizhe/SSHDI,,,,"The focus of modern biomedical studies has gradually shifted to explanation and estimation of joint effects of high dimensional predictors on disease risks. Quantifying uncertainty in these estimates may provide valuable insight into prevention strategies or treatment decisions for both patients and physicians. High dimensional inference, including confidence intervals and hypothesis testing, has sparked much interest. While much work has been done in the linear regression setting, there is lack of literature on inference for high dimensional generalized linear models. We propose a novel and computationally feasible method, which accommodates a variety of outcome types, including normal, binomial, and Poisson data. We use a “splitting and smoothing” approach, which splits samples into two parts, performs variable selection using one part and conducts partial regression with the other part. Averaging the estimates over multiple random splits, we obtain the smoothed estimates, which are numerically stable. We show that the estimates are consistent, asymptotically normal, and construct confidence intervals with proper coverage probabilities for all predictors.  We examine the finite sample performance of our method by comparing it with the existing methods and applying it to analyze a lung cancer cohort study.",Confidence Intervals; Generalized Linear Model (GLM); Hypothesis Testing; Inference; Linear Regression; Literature; Nonlinear Regression; Regression; Selection; Table; TestNG; Uncertainty; Variable,Regressions
59,Predictive Learning on Hidden Tree-Structured Ising Models,"Konstantinos E. Nikolakakis, Dionysios S. Kalogerias, Anand D. Sarwate","(59):1−82, 2021.",https://jmlr.org/papers/v22/19-149.html,https://jmlr.org/papers/volume22/19-149/19-149.pdf,https://jmlr.org/papers/v22/19-149.bib,https://github.com/KonstantinosNikolakakis,,,,"We provide high-probability sample complexity guarantees for exact structure recovery and accurate predictive learning using noise-corrupted samples from an acyclic (tree-shaped) graphical model. The hidden variables follow a tree-structured Ising model distribution, whereas the observable variables are generated by a binary symmetric channel taking the hidden variables as its input (flipping each bit independently with some constant probability $q\in [0,1/2)$). In the absence of noise, predictive learning on Ising models was recently studied by Bresler and Karzand (2020); this paper quantifies how noise in the hidden model impacts the tasks of structure recovery and marginal distribution estimation by proving upper and lower bounds on the sample complexity. Our results generalize state-of-the-art bounds reported in prior work, and they exactly recover the noiseless case ($q=0$). In fact, for any tree with $p$ vertices and probability of incorrect recovery $\delta>0$, the sufficient number of samples remains logarithmic as in the noiseless case, i.e., $\mathcal{O}(\log(p/\delta))$, while the dependence on $q$ is $\mathcal{O}\big( 1/(1-2q)^{4} \big)$, for both aforementioned tasks. We also present a new equivalent of Isserlis' Theorem for sign-valued tree-structured distributions, yielding a new low-complexity algorithm for higher-order moment estimation.",Algorithm; Complexity; Graphical Model; Probability; Tree; Variable,
60,A Distributed Method for Fitting Laplacian Regularized Stratified Models,"Jonathan Tuck, Shane Barratt, Stephen Boyd","(60):1−37, 2021.",https://jmlr.org/papers/v22/19-345.html,https://jmlr.org/papers/volume22/19-345/19-345.pdf,https://jmlr.org/papers/v22/19-345.bib,https://github.com/cvxgrp/strat_models,,,,"Stratified models are models that depend in an arbitrary way on a set of selected categorical features, and depend linearly on  the other features. In a basic and traditional formulation a separate model is fit for each value of the categorical feature, using only the data that has the specific categorical value. To this formulation we add Laplacian regularization, which encourages the model parameters for neighboring categorical values to be similar. Laplacian regularization allows us to specify one or more weighted graphs on the stratification feature values. For example, stratifying over the days of the week, we can specify that the Sunday model parameter should be close to the Saturday and Monday model parameters. The regularization improves the performance of the model over the traditional stratified model, since the model for each value of the categorical `borrows strength' from its neighbors. In particular, it produces a model even for categorical values that did not appear in the training data set. We propose an efficient distributed method for fitting stratified models, based on the alternating direction method of multipliers (ADMM).  When the fitting loss functions are convex, the stratified model  fitting problem is convex, and our method computes  the global minimizer of the loss plus regularization;  in other cases it computes a local minimizer. The method is very efficient, and naturally scales to large data sets or numbers of stratified feature values. We illustrate our method with a variety of examples.",Graph; Sales; Training,
61,Stochastic Proximal AUC Maximization,"Yunwen Lei, Yiming Ying","(61):1−45, 2021.",https://jmlr.org/papers/v22/19-418.html,https://jmlr.org/papers/volume22/19-418/19-418.pdf,https://jmlr.org/papers/v22/19-418.bib,,,,,"In this paper we consider the problem of maximizing the Area under the ROC curve (AUC) which is a widely used performance metric in imbalanced classification and anomaly detection. Due to the pairwise nonlinearity of the objective function, classical SGD algorithms do not apply to the task of AUC maximization. We propose a novel stochastic proximal algorithm for AUC maximization which is scalable to large scale streaming data. Our algorithm can accommodate general penalty terms and is easy to implement with favorable $O(d)$ space and per-iteration time complexities. We establish a high-probability convergence rate $O(1/\sqrt{T})$ for the general convex setting, and improve it to a fast convergence rate $O(1/T)$ for the cases of strongly convex regularizers and no regularization term (without strong convexity). Our proof does not need the uniform boundedness assumption on the loss function or the iterates which is more fidelity to the practice. Finally, we perform extensive experiments over various benchmark data sets from real-world application domains which show the superior performance of our algorithm over the existing AUC maximization algorithms.",Algorithm; Anomaly Detection; Classification; Convexity; Objective-C; Probability; Streaming,
62,How to Gain on Power: Novel  Conditional Independence Tests Based on Short Expansion of Conditional Mutual Information,"Mariusz Kubkowski, Jan Mielniczuk, Paweł Teisseyre","(62):1−57, 2021.",https://jmlr.org/papers/v22/19-600.html,https://jmlr.org/papers/volume22/19-600/19-600.pdf,https://jmlr.org/papers/v22/19-600.bib,,,,,"Conditional independence tests play a crucial role in many machine learning procedures such as feature selection, causal discovery, and  structure learning of dependence networks. They are used in   most of the  existing algorithms for Markov Blanket discovery such as Grow-Shrink or Incremental Association Markov Blanket. One of the most frequently used tests for categorical variables is based on the conditional mutual information ($CMI$) and its asymptotic distribution. However, it is known that the power of such test dramatically decreases when the size of the conditioning set grows, i.e. the test fails to detect true significant variables, when the set of already selected variables is large. To overcome this drawback for discrete data, we propose to replace the conditional mutual information by  Short Expansion of Conditional Mutual Information (called $SECMI$), obtained by truncating the Möbius representation of $CMI$. We prove that the distribution of $SECMI$ converges to  either a  normal distribution  or to a distribution of some quadratic form in  normal  random variables. This property is crucial for the construction of a novel  test of conditional independence which uses one of these distributions, chosen in a data dependent way, as a reference under the null hypothesis. The proposed methods have significantly larger power  for discrete data than the standard asymptotic tests of conditional independence based on  $CMI$ while retaining  control  of the probability of  type I error.",Algorithm; Construction; Feature Selection; Log-Normal Distribution; Machine Learning; Network; Play; Presentation; Probability; Property; Random Variable,Presentation Skill
63,Geometric structure of graph Laplacian embeddings,"Nicolás García Trillos, Franca Hoffmann, Bamdad Hosseini","(63):1−55, 2021.",https://jmlr.org/papers/v22/19-683.html,https://jmlr.org/papers/volume22/19-683/19-683.pdf,https://jmlr.org/papers/v22/19-683.bib,,,,,"We analyze the spectral clustering procedure for identifying coarse structure in a data set $\mathbf{x}_1, \dots, \mathbf{x}_n$, and in particular study the geometry of graph Laplacian embeddings which form the basis for spectral clustering algorithms. More precisely, we assume that the data are sampled from a mixture model supported on a manifold $\mathcal{M}$ embedded in $\mathbb{R}^d$, and pick a connectivity length-scale $\varepsilon>0$ to construct a kernelized graph Laplacian. We introduce a notion of a well-separated mixture model which only depends on the model itself, and prove that when the model is well separated, with high probability the embedded data set concentrates on cones that are centered around orthogonal vectors. Our results are meaningful in the regime where $\varepsilon = \varepsilon(n)$ is allowed to decay to zero at a slow enough rate as the number of data points grows. This rate depends on the intrinsic dimension of the manifold on which the data is supported.",Algorithm; Geometry; Graph; Probability Theory; Spectral Clustering,
64,Sparse Tensor Additive Regression,"Botao Hao, Boxiang Wang, Pengyuan Wang, Jingfei Zhang, Jian Yang, Will Wei Sun","(64):1−43, 2021.",https://jmlr.org/papers/v22/19-769.html,https://jmlr.org/papers/volume22/19-769/19-769.pdf,https://jmlr.org/papers/v22/19-769.bib,,,,,"Tensors are becoming prevalent in modern applications such as medical imaging and digital marketing. In this paper, we propose a sparse tensor additive regression (STAR) that models a scalar response as a flexible nonparametric function of tensor covariates. The proposed model effectively exploits the sparse and low-rank structures in the tensor additive regression. We formulate the parameter estimation as a non-convex optimization problem, and propose an efficient penalized alternating minimization algorithm. We establish a non-asymptotic error bound for the estimator obtained from each iteration of the proposed algorithm, which reveals an interplay between the optimization error and the statistical rate of convergence. We demonstrate the efficacy of STAR through extensive comparative simulation studies, and an application to the click-through-rate prediction in online advertising.",Advertising; Algorithm; Digital Marketing; Exploit; Regression; Scala; Scalr,Regressions
65,Dynamic Tensor Recommender Systems,"Yanqing Zhang, Xuan Bi, Niansheng Tang, Annie Qu","(65):1−35, 2021.",https://jmlr.org/papers/v22/19-792.html,https://jmlr.org/papers/volume22/19-792/19-792.pdf,https://jmlr.org/papers/v22/19-792.bib,,,,,"Recommender systems have been extensively used by the entertainment industry, business marketing and the biomedical industry. In addition to its capacity of providing preference based recommendations as an unsupervised learning methodology, it has been also proven useful in sales forecasting, product introduction and other production related businesses. Since some consumers and companies need a recommendation or prediction for future budget, labor and supply chain coordination, dynamic recommender systems for precise forecasting have become extremely necessary. In this article, we propose a new recommendation method, namely the dynamic tensor recommender system (DTRS), which aims particularly at forecasting future recommendation. The proposed method utilizes a tensor-valued function of time to integrate time and contextual information, and creates a time-varying coefficient model for temporal tensor factorization through a polynomial spline approximation. Major advantages of the proposed method include competitive future recommendation predictions and effective prediction interval estimations. In theory, we establish the convergence rate of the proposed tensor factorization and asymptotic normality of the spline coefficient estimator. The proposed method is applied to simulations, IRI marketing data and Last.fm data. Numerical studies demonstrate that the proposed method outperforms existing methods in terms of future time forecasting.",Approximation; Budget; Entertainment; Forecasting; Interval Estimation; Marketing; Methodology; Recommendations AI; Sales; Supervised Learning; Unsupervised Learning,
66,Approximate Newton Methods,"Haishan Ye, Luo Luo, Zhihua Zhang","(66):1−41, 2021.",https://jmlr.org/papers/v22/19-870.html,https://jmlr.org/papers/volume22/19-870/19-870.pdf,https://jmlr.org/papers/v22/19-870.bib,,,,,"Many machine learning models involve solving optimization problems. Thus, it is important to address  a large-scale optimization problem in big data applications.  Recently, subsampled Newton methods have emerged to attract much attention due to their efficiency at each iteration, rectified a weakness in the ordinary Newton method of suffering a high cost in each iteration while commanding a high convergence rate.   Other efficient stochastic second order methods have been also proposed.  However, the convergence properties of these methods are still not well understood. There are also several important gaps between the current convergence theory and the empirical performance in real applications. In this paper, we aim to fill these gaps. We propose a unifying framework to analyze both local and global convergence properties of second order methods. Accordingly, we present our theoretical results which match the empirical performance in real applications well.",Big Data; Machine Learning,
67,A General Framework for Empirical Bayes Estimation in Discrete Linear Exponential Family,"Trambak Banerjee, Qiang Liu, Gourab Mukherjee, Wengunag Sun","(67):1−46, 2021.",https://jmlr.org/papers/v22/19-873.html,https://jmlr.org/papers/volume22/19-873/19-873.pdf,https://jmlr.org/papers/v22/19-873.bib,,,,,"We develop a Nonparametric Empirical Bayes (NEB) framework for compound estimation in the discrete linear exponential family, which includes a wide class of discrete distributions frequently arising from modern big data applications. We propose to directly estimate the Bayes shrinkage factor in the generalized Robbins' formula via solving a convex program, which is carefully developed based on a RKHS representation of the Stein's discrepancy measure. The new NEB estimation framework is  flexible for incorporating various structural constraints into the data driven rule, and provides a unified approach to compound estimation with both regular and scaled squared error losses. We develop theory to show that the class of NEB estimators enjoys strong asymptotic properties. Comprehensive simulation studies as well as analyses of real data examples are carried out to demonstrate the superiority of the NEB estimator over competing methods.",Big Data; Presentation; Web Framework,Presentation Skill
