id,title,author,date,url,description,type,tags,skills,data_skills
122799,"Easy, Open-Source AutoML in Python with EvalML",Dylan Sherry,2021-02-16,https://www.kdnuggets.com/2021/02/open-source-automl-python-evalml.html,"We’re excited to announce that a new open-source project has joined the Alteryx open-source ecosystem. EvalML is a library for automated machine learning (AutoML) and model understanding, written in Python.",tutorials,"Automated Machine Learning, AutoML, Machine Learning, Open Source, Python",Alteryx; Automated Machine Learning; Python,Python Programming
122808,Hugging Face Transformers Package – What Is It and How To Use It,Nagesh Chauhan,2021-02-16,https://www.kdnuggets.com/2021/02/hugging-face-transformer-basics.html,"The rapid development of Transformers have brought a new wave of powerful tools to natural language processing. These models are large and very expensive to train, so pre-trained versions are shared and leveraged by researchers and practitioners. Hugging Face offers a wide variety of pre-trained transformers as open-source libraries, and you can incorporate these with only one line of code.",tutorials,"Deep Learning, Hugging Face, Natural Language Generation, NLP, PyTorch, TensorFlow, Transformer, Zero-shot Learning",Deep Learning; Natural Language Generation; Natural Language Processing (NLP); PyTorch; TensorFlow; Transformer,Deep Learning; NLP
122823,Data Observability: Building Data Quality Monitors Using SQL,Kearns & Moses,2021-02-16,https://www.kdnuggets.com/2021/02/data-observability-building-data-quality-monitors-using-sql.html,"To trigger an alert when data breaks, data teams can leverage a tried and true tactic from our friends in software engineering: monitoring and observability. In this article, we walk through how you can create your own data quality monitors for freshness and distribution from scratch using SQL.",tutorials,"Data Engineering, Data Quality, Data Science, Data Science Platform, SQL",Data Engineering; Data Science; Platform; Software Engineering; Structured Query Language (SQL),SQL
122669,Deep Learning-based Real-time Video Processing,Serhii Maksymenko,2021-02-17,https://www.kdnuggets.com/2021/02/deep-learning-based-real-time-video-processing.html,"In this article, we explore how to build a pipeline and process real-time video with Deep Learning to apply this approach to business use cases overviewed in our research.",tutorials,"Computer Vision, Deep Learning, Neural Networks, Video recognition",Computer Vision; Deep Learning; Neural Network; Processing; Research; Video,Computer Vision; Deep Learning
122863,GPT-2 vs GPT-3: The OpenAI Showdown,Kevin Vu,2021-02-17,https://www.kdnuggets.com/2021/02/gpt2-gpt3-openai-showdown.html,"Thanks to the diversity of the dataset used in the training process, we can obtain adequate text generation for text from a variety of domains. GPT-2 is 10x the parameters and 10x the data of its predecessor GPT.",tutorials,"GPT-2, GPT-3, Natural Language Generation, NLP, OpenAI, Transformer",Dataset; Natural Language Generation; Natural Language Processing (NLP); Training; Transformer,NLP
122874,10 resources for data science self-study,Benjamin Obi Tayo,2021-02-17,https://www.kdnuggets.com/2021/02/10-resources-data-science-self-study.html,"Many resources exist for the self-study of data science. In our modern age of information technology, an enormous amount of free learning resources are available to anyone, and with effort and dedication, you can master the fundamentals of data science.",tutorials,"Data Science, Data Science Certificate, Data Science Education, Kaggle, MOOC, Python, Youtube",Data Science; Information Technology (IT); Python; Youtube,Python Programming
122451,Approaching (Almost) Any Machine Learning Problem,Matthew Mayo,2021-02-18,https://www.kdnuggets.com/2021/02/approaching-almost-any-machine-learning-problem.html,This freely-available book is a fantastic walkthrough of practical approaches to machine learning problems.,tutorials,"Deep Learning, Free ebook, Machine Learning, Python",Deep Learning; Machine Learning; Python,Deep Learning; Python Programming
122909,Forecasting Stories 5: The story of the launch,Rajneet Kaur,2021-02-18,https://www.kdnuggets.com/2021/02/forecasting-stories-5-story-launch.html,"New products forecasting can be very difficult - there is no history to start with, and hence no base line. The number of assumptions can be huge. The best way to forecast then, is to try parallel approaches, build different views and triangulate on a common range.",tutorials,"Analytics, Business, Forecasting",Analytical; Forecasting; History,
122931,6 Data Science Certificates To Level Up Your Career,Sara Metwalli,2021-02-18,https://www.kdnuggets.com/2021/02/6-data-science-certificates.html,Anyone looking to obtain a data science certificate to prove their ability in the field will find a range of options exist. We review several valuable certificates to consider that will definitely pump up your resume and portfolio to get you closer to your dream job.,tutorials,"Career Advice, Certificate, Cloudera, Data Science Certificate, Google, IBM, Microsoft Azure, SAS, TensorFlow",Cloudera; Data Science; Microsoft Azure; SAS; TensorFlow,
122967,Multidimensional multi-sensor time-series data analysis framework,Ajay Arunachalam,2021-02-19,https://www.kdnuggets.com/2021/02/multidimensional-multi-sensor-time-series-data-analysis-framework.html,This blog post provides an overview of the package “msda” useful for time-series sensor data analysis. A quick introduction about time-series data is also provided.,tutorials,"Data Analysis, Python, Sensors, Time Series",Blogging; Data Analysis; Python; Time Series,Python Programming
122977,Feature Store as a Foundation for Machine Learning,German Osin,2021-02-19,https://www.kdnuggets.com/2021/02/feature-store-foundation-machine-learning.html,"With so many organizations now taking the leap into building production-level machine learning models, many lessons learned are coming to light about the supporting infrastructure. For a variety of important types of use cases, maintaining a centralized feature store is essential for higher ROI and faster delivery to market. In this review, the current feature store landscape is described, and you can learn how to architect one into your MLOps pipeline.",tutorials,"Data Engineering, Data Infrastructure, Data Lake, Feature Engineering, Feature Store, Machine Learning, Metadata, MLOps, Pipeline",Data Engineering; Feature Engineering; MLOps; Machine Learning; Market,
122995,"Evaluating Deep Learning Models: The Confusion Matrix, Accuracy, Precision, and Recall",Ahmed Gad,2021-02-19,https://www.kdnuggets.com/2021/02/evaluating-deep-learning-models-confusion-matrix-accuracy-precision-recall.html,"This tutorial discusses the confusion matrix, and how the precision, recall and accuracy are calculated, and how they relate to evaluating deep learning models.",tutorials,"Accuracy, Confusion Matrix, Deep Learning, Metrics, Precision, Recall",Accuracy; Deep Learning,Deep Learning
123027,Cartoon: Data Scientist vs Data Engineer,Gregory Piatetsky,2021-02-20,https://www.kdnuggets.com/2021/02/cartoon-data-scientist-vs-data-engineer.html,New KDnuggets Cartoon examines the problems of Data Scientists vs Data Engineers.,opinions,"Cartoon, Data Engineer, Data Scientist, Humor",,
123037,Inside the Architecture Powering Data Quality Management at Uber,Jesus Rodriguez,2021-02-22,https://www.kdnuggets.com/2021/02/inside-architecture-powering-data-quality-management-uber.html,Data Quality Monitor implements novel statistical methods for anomaly detection and quality management in large data infrastructures.,tutorials,"Architecture, Data Quality, Uber",Anomaly Detection; Architecture; Quality Management,
123059,An overview of synthetic data types and generation methods,Devaux & Wehmeyer,2021-02-22,https://www.kdnuggets.com/2021/02/overview-synthetic-data-types-generation-methods.html,"Synthetic data can be used to test new products and services, validate models, or test performances because it mimics the statistical property of production data. Today you'll find different types of structured and unstructured synthetic data.",tutorials,"Autoencoder, GANs, Generative Adversarial Network, Synthetic Data",Autoencoder; Dual Generative Adversarial Network (DualGAN); Generative Adversarial Network (GAN); Property,
123069,Powerful Exploratory Data Analysis in just two lines of code,Francois Bertrand,2021-02-22,https://www.kdnuggets.com/2021/02/powerful-exploratory-data-analysis-sweetviz.html,"EDA is a fundamental early process for any Data Science investigation. Typical approaches for visualization and exploration are powerful, but can be cumbersome for getting to the heart of your data. Now, you can get to know your data much faster with only a few lines of code... and it might even be fun!",tutorials,"Data Analysis, Data Exploration, Data Visualization, Python",Data Science; Data Visualization; Exploratory Data Analysis; Python; Visualization,Python Programming; Visualizations
123096,"Data Observability, Part II: How to Build Your Own Data Quality Monitors Using SQL",Moses & Kearns,2021-02-23,https://www.kdnuggets.com/2021/02/data-observability-part-2-build-data-quality-monitors-sql.html,Using schema and lineage to understand the root cause of your data anomalies.,tutorials,"Data Engineering, Data Quality, Data Science, Data Science Platform, SQL",Data Engineering; Data Science; Platform; Structured Query Language (SQL),SQL
123115,10 Statistical Concepts You Should Know For Data Science Interviews,Terence Shin,2021-02-23,https://www.kdnuggets.com/2021/02/10-statistical-concepts-data-science-interviews.html,"Data Science is founded on time-honored concepts from statistics and probability theory. Having a strong understanding of the ten ideas and techniques highlighted here is key to your career in the field, and also a favorite topic for concept checks during interviews.",tutorials,"Bayes Theorem, Interview Questions, Linear Regression, Logistic Regression, P-value, Sampling, Statistics",Data Science; Linear Regression; Logistic Regression; Logistics; Nonlinear Regression; Probability Theory; Regression; Sampling; Statistics,Regressions; Statistics
123124,Using NLP to improve your Resume,David Moore,2021-02-23,https://www.kdnuggets.com/2021/02/nlp-improve-resume.html,This article discusses performing keyword matching and text analysis on job descriptions.,tutorials,"Career Advice, NLP, Resume, Text Analysis",Natural Language Processing (NLP); Text Analysis,NLP
123162,Pandas Profiling: One-Line Magical Code for EDA,Juhi Sharma,2021-02-24,https://www.kdnuggets.com/2021/02/pandas-profiling-one-line-magical-code-eda.html,EDA can be automated using a Python library called Pandas Profiling. Let’s explore Pandas profiling to do EDA in a very short time and with just a single line code.,tutorials,"Data Analysis, Data Exploration, Data Science, Pandas, Python",Data Analysis; Data Science; Pandas; Profiling; Python,Python Programming
123193,Why Do Machine Learning Projects Fail?,Rahul Agarwal,2021-02-24,https://www.kdnuggets.com/2021/02/why-machine-learning-projects-fail.html,"At the beginning of any data science project, many challenges could arise that lead to its eventual collapse. Making sure you look ahead -- early in the planning -- toward putting your resulting model into production can help increase the chance of delivering long-term value with your developed machine learning system.",opinions,"A/B Testing, Failure, Machine Learning, Model Drift, Production, Project Fail",A/B Testing; Azure Machine Learning; Data Science; TestNG,
123218, How Reading Papers Helps You Be a More Effective Data Scientist,Eugene Yan,2021-02-24,https://www.kdnuggets.com/2021/02/reading-papers-effective-data-scientist.html,"By reading papers, we were able to learn what others (e.g., LinkedIn) have found to work (and not work). We can then adapt their approach and not have to reinvent the rocket. This helps us deliver a working solution with lesser time and effort.",tutorials,"Career Advice, Data Science, Data Scientist, Research",Data Science; LinkedIn; Research,
123238,The Difficulty of Graph Anonymisation,Timothy Lin,2021-02-25,https://www.kdnuggets.com/2021/02/difficulty-graph-anonymisation.html,Lessons from network science and the difficulty of graph anonymization. A data scientist's take on the difficultly of striking a balance between privacy and utility in anonymizing connected data.,tutorials,"Anonymized, Data Science, Graph Analytics, Graphs, Privacy, Singapore",Analytical; Data Science; Graph; Network; Privacy; Utility,
123266,6 Web Scraping Tools That Make Collecting Data A Breeze,Sara Metwalli,2021-02-25,https://www.kdnuggets.com/2021/02/6-web-scraping-tools.html,"The first step of any data science project is data collection. While it can be the most tedious and time-consuming step during your workflow, there will be no project without that data. If you are scraping information from the web, then several great tools exist that can save you a lot of time, money, and effort.",tutorials,"Data Curation, Data Preparation, Data Workflow, Web Scraping",Data Preparation; Data Science; Web Scraping,Data Cleansing / Preparation
123280,5 Supporting Skills That Can Help You Get a Data Science Job,Devin Partida,2021-02-25,https://www.kdnuggets.com/2021/02/5-supporting-skills-data-science-job.html,"If you want to stand out among your fellow applicants, here are some supporting skills you should develop.",opinions,"Career Advice, Data Science, Data Science Skills, Skills",Data Science,
123299,Machine Learning Systems Design: A Free Stanford Course,Matthew Mayo,2021-02-26,https://www.kdnuggets.com/2021/02/machine-learning-systems-design-free-stanford-course.html,This freely-available course from Stanford should give you a toolkit for designing machine learning systems.,tutorials,"Courses, Deployment, Design, Machine Learning, Maintenance, Stanford",Design; Machine Learning,
123346,Data Science Learning Roadmap for 2021,Harshit Tyagi,2021-02-26,https://www.kdnuggets.com/2021/02/data-science-learning-roadmap-2021.html,"Venturing into the world of Data Science is an exciting, interesting, and rewarding path to consider. There is a great deal to master, and this self-learning recommendation plan will guide you toward establishing a solid understanding of all that is foundational to data science as well as a solid portfolio to showcase your developed expertise.",tutorials,"Data Engineering, Data Preparation, Data Science, Data Science Education, Python, Roadmap, SQL",Data Engineering; Data Preparation; Data Science; Python; Structured Query Language (SQL),Data Cleansing / Preparation; Python Programming; SQL
123363,"Graph Databases, Explained",Alex Williams,2021-02-26,https://www.kdnuggets.com/2021/02/understanding-nosql-database-types-graph.html,"Between the four main NoSQL database types, graph databases are widely appreciated for their application in handling large sets of unstructured data coming from various sources. Let’s talk about how graph databases work and what are their practical uses.",tutorials,"Beginners, Databases, Graph Databases, NoSQL",Graph Database; NoSQL,NoSQL
123152,Top YouTube Channels for Data Science,Matthew Mayo,2021-03-01,https://www.kdnuggets.com/2021/03/top-youtube-channels-data-science.html,"Have a look at the top 15 YouTube channels for data science by number of subscribers, along with some additional data on the channels to help you decide if they may have some content useful for you.",tutorials,"Data Science, Youtube",Data Science; Youtube,
123386,Google’s Model Search is a New Open Source Framework that Uses Neural Networks to Build Neural Networks,Jesus Rodriguez,2021-03-01,https://www.kdnuggets.com/2021/03/google-model-search-open-source-framework.html,The new framework brings state-of-the-art neural architecture search methods to TensorFlow.,tutorials,"Automated Machine Learning, AutoML, Google, Neural Networks, Open Source",Architecture; Automated Machine Learning; Neural Network; TensorFlow,
123423,Are You Still Using Pandas to Process Big Data in 2021? Here are two better options,Roman Orac,2021-03-01,https://www.kdnuggets.com/2021/03/pandas-big-data-better-options.html,"When its time to handle a lot of data -- so much that you are in the realm of Big Data -- what tools can you use to wrangle the data, especially in a notebook environment? Pandas doesn’t handle really Big Data very well, but two other libraries do. So, which one is better and faster?",opinions,"Big Data, Dask, Data Preparation, Pandas, Python, Vaex",Big Data; Data Preparation; Pandas; Python; Rally,Data Cleansing / Preparation; Python Programming
123412,The Ultimate Guide to Acing Coding Interviews for Data Scientists,Emma Ding & Rob Wang,2021-03-02,https://www.kdnuggets.com/2021/03/ultimate-guide-acing-coding-interviews-data-scientists.html,This article covers understanding the 4 types of coding interview questions and preparing for them effectively.,opinions,"Data Science, Data Scientist, Interview Questions, Programming",Coding; Data Science; Programming,
123479,Speech to Text with Wav2Vec 2.0,Dhilip Subramanian,2021-03-02,https://www.kdnuggets.com/2021/03/speech-text-wav2vec.html,Facebook recently introduced and open-sourced their new framework for self-supervised learning of representations from raw audio data called Wav2Vec 2.0. Learn more about it and how to use it here.,tutorials,"Hugging Face, NLP, Python, PyTorch, Transformer",Audio; Facebook; Natural Language Processing (NLP); PyTorch; Python; Supervised Learning; Transformer; Unsupervised Learning,NLP; Python Programming
123492,3 Mathematical Laws Data Scientists Need To Know,Cornellius Yudha Wijaya,2021-03-02,https://www.kdnuggets.com/2021/03/3-mathematical-laws.html,"Machine learning and data science are founded on important mathematics in statistics and probability. A few interesting mathematical laws you should understand will especially help you perform better as a Data Scientist, including Benford's Law, the Law of Large Numbers, and Zipf's Law.",tutorials,"Benford's Law, Data Science, Mathematics, Zipf's Law",Data Science; Law; Machine Learning; Mathematics; Probability; Statistics,Statistics
123521,Getting Started with Distributed Machine Learning with PyTorch and Ray,"Galarnyk, Liaw & Nishihara",2021-03-03,https://www.kdnuggets.com/2021/03/getting-started-distributed-machine-learning-pytorch-ray.html,Ray is a popular framework for distributed Python that can be paired with PyTorch to rapidly scale machine learning applications.,tutorials,"Distributed Systems, Machine Learning, Python, PyTorch",Distributed System; Machine Learning; PyTorch; Python,Python Programming
123554,Evaluating Object Detection Models Using Mean Average Precision,Ahmed Gad,2021-03-03,https://www.kdnuggets.com/2021/03/evaluating-object-detection-models-using-mean-average-precision.html,In this article we will see see how precision and recall are used to calculate the Mean Average Precision (mAP).,tutorials,"Computer Vision, Metrics, Modeling, Object Detection",Computer Vision; Modelling; Object Detection,Computer Vision
123581,15 common mistakes data scientists make in Python (and how to fix  them),Gerold Csendes,2021-03-03,https://www.kdnuggets.com/2021/03/15-common-mistakes-python.html,"Writing Python code that works for your data science project and performs the task you expect is one thing. Ensuring your code is readable by others (including your future self), reproducible, and efficient are entirely different challenges that can be addressed by minimizing common bad practices in your development.",tutorials,"Best Practices, Data Scientist, Jupyter, Mistakes, Programming, Python",Data Science; Jupyter; Programming; Python; Writing,Python Programming
123607,9 Skills You Need to Become a Data Engineer,Dorian Martin,2021-03-04,https://www.kdnuggets.com/2021/03/9-skills-become-data-engineer.html,"A data engineer is a fast-growing profession with amazing challenges and rewards. Which skills do you need to become a data engineer? In this post, we’ll take a look at both hard and soft skills.",opinions,"AWS, Career Advice, Data Engineer, Data Engineering, Data Science Skills, Hadoop, NoSQL, Python, SQL",Amazon Web Service (AWS); Apache Hadoop; Data Engineering; Data Science; NoSQL; Python; Structured Query Language (SQL),Hadoop; NoSQL; Python Programming; SQL
123618,Dask and Pandas: No Such Thing as Too Much Data,Stephanie Kirmer,2021-03-04,https://www.kdnuggets.com/2021/03/dask-pandas-data.html,"Do you love pandas, but don't love it when you reach the limits of your memory or compute resources? Dask provides you with the option to use the pandas API with distributed data and computing. Learn how it works, how to use it, and why it’s worth the switch when you need it most.",opinions,"Dask, Distributed Computing, Pandas",Application Programming Interface (API); Distributed Computing; Pandas,
123623,Reducing the High Cost of Training NLP Models With SRU++,"Tao Lei, PhD",2021-03-04,https://www.kdnuggets.com/2021/03/reducing-high-cost-training-nlp-models-sru.html,"The increasing computation time and costs of training natural language models (NLP) highlight the importance of inventing computationally efficient models that retain top modeling power with reduced or accelerated computation. A single experiment training a top-performing language model on the 'Billion Word' benchmark would take 384 GPU days and as much as $36,000 using AWS on-demand instances.",tutorials,"Deep Learning, Machine Learning, Neural Networks, NLP",Amazon Web Service (AWS); Deep Learning; Graphics Processing Unit (GPU); Machine Learning; Modelling; Natural Language Processing (NLP); Neural Network; Training,Deep Learning; NLP
123656,Bayesian Hyperparameter Optimization with tune-sklearn in PyCaret,Antoni Baum,2021-03-05,https://www.kdnuggets.com/2021/03/bayesian-hyperparameter-optimization-tune-sklearn-pycaret.html,"PyCaret, a low code Python ML library, offers several ways to tune the hyper-parameters of a created model. In this post, I'd like to show how Ray Tune is integrated with PyCaret, and how easy it is to leverage its algorithms and distributed computing to achieve results superior to default random search method.",tutorials,"Bayesian, Hyperparameter, Machine Learning, Optimization, PyCaret, Python, scikit-learn",Algorithm; Bayesian; Distributed Computing; Hyperparameter Optimization; Machine Learning; Python; Scikit-learn,Python Programming
123670,11 Essential Code Blocks for Complete EDA (Exploratory Data Analysis),Susan Maina,2021-03-05,https://www.kdnuggets.com/2021/03/11-essential-code-blocks-exploratory-data-analysis.html,This article is a practical guide to exploring any data science project and gain valuable insights.,tutorials,"Data Analysis, Data Exploration, Data Visualization, Pandas, Python",Data Science; Data Visualization; Exploratory Data Analysis; Pandas; Python; Visualization,Python Programming; Visualizations
123706,Speeding up Scikit-Learn Model Training,Michael Galarnyk,2021-03-05,https://www.kdnuggets.com/2021/03/speed-up-scikit-learn-model-training.html,"If your scikit-learn models are taking a bit of time to train, then there are several techniques you can use to make the processing more efficient. From optimizing your model configuration to leveraging libraries to speed up training through parallelization, you can build the best scikit-learn model possible in the least amount of time.",tutorials,"Distributed Computing, Machine Learning, Optimization, scikit-learn",Configuration; Distributed Computing; Machine Learning; Processing; Scikit-learn; Training,
123695,8 Women in AI Who Are Striving to Humanize the World,Liudmyla Taranenko,2021-03-08,https://www.kdnuggets.com/2021/03/8-women-ai-striving-humanize-world.html,"Some exceptional female researchers and engineers are working on projects to make the world a better place with the help of AI, data science, and machine learning.",opinions,"AI, Data Science, Machine Learning, Women",Artificial Intelligence (AI); Data Science; Machine Learning,AI
123729,Beautiful decision tree visualizations with dtreeviz,Eryk Lewinson,2021-03-08,https://www.kdnuggets.com/2021/03/beautiful-decision-tree-visualizations-dtreeviz.html,Improve the old way of plotting the decision trees and never go back!,tutorials,"Algorithms, Data Visualization, Decision Trees, Python",Algorithm; Data Visualization; Decision Tree; Golang; Python; Visualization,Python Programming; Visualizations
123748,"More Resources for Women in AI, Data Science, and Machine Learning",Gregory Piatetsky,2021-03-08,https://www.kdnuggets.com/2021/03/women-ai-data-science-machine-learning.html,"Useful resources to help more women enter and succeed in AI, Data Science, and Machine Learning fields.",opinions,"Advice, AI, Data Science, Diversity, Machine Learning, Women",Artificial Intelligence (AI); Data Science; Machine Learning,AI
123773,Is It Too Late to Learn AI?,Frederik Bussler,2021-03-09,https://www.kdnuggets.com/2021/03/too-late-learn-ai.html,Have you missed the train on learning AI?,opinions,"AI, Career Advice, Learning",Artificial Intelligence (AI),AI
123789,4 Machine Learning Concepts I Wish I Knew When I Built My First Model,Terence Shin,2021-03-09,https://www.kdnuggets.com/2021/03/4-machine-learning-concepts.html,"Diving into building your first machine learning model will be an adventure -- one in which you will learn many important lessons the hard way. However, by following these four tips, your first and subsequent models will be put on a path toward excellence.",opinions,"Feature Selection, Gradio, Hyperparameter, Machine Learning, Metrics, Python",Feature Selection; Machine Learning; Python; Radio,Python Programming
123804,"Document Databases, Explained",Alex Williams,2021-03-09,https://www.kdnuggets.com/2021/03/understanding-nosql-database-types-document.html,"Out of all the NoSQL database types, document-stores are considered the most sophisticated ones. They store data in a JSON format which as opposed to a classic rows and columns structure.",tutorials,"Beginners, Databases, NoSQL",Database; JavaScript Object Notation (JSON); NoSQL,NoSQL
123823,DeepMind’s AlphaFold & the Protein Folding Problem,Kevin Vu,2021-03-10,https://www.kdnuggets.com/2021/03/deepmind-alphafold-protein-folding-problem.html,"Recently, DeepMind's AlphaFold made impressive headway in the protein structure prediction problem. Read this for an overview and explanation.",tutorials,"AI, Biology, DeepMind, Protein",Artificial Intelligence (AI); Biology; Structured Prediction,AI
123851,How To Overcome The  Fear of Math and Learn Math For Data Science,Arnuld On Data,2021-03-10,https://www.kdnuggets.com/2021/03/overcome-fear-learn-math-data-science.html,"Many aspiring Data Scientists, especially when self-learning, fail to learn the necessary math foundations. These recommendations for learning approaches along with references to valuable resources can help you overcome a personal sense of not being ""the math type"" or belief that you ""always failed in math.""",tutorials,"Advice, Career, Data Science Education, Mathematics, Statistics",Data Science; Mathematics; Statistics,Statistics
123865,How to Speed Up Pandas with Modin,Michael Galarnyk,2021-03-10,https://www.kdnuggets.com/2021/03/speed-up-pandas-modin.html,The Modin library has the ability to scale your pandas workflows by changing one line of code and integration with the Python ecosystem and Ray clusters. This tutorial goes over how to get started with Modin and how it can speed up your pandas workflows.,tutorials,"Data Science, Distributed Systems, Modin, Pandas, Python, Workflow",Data Science; Distributed System; Pandas; Python,Python Programming
123905,A Machine Learning Model Monitoring Checklist: 7 Things to Track,Emeli Dral & Elena Samuylova,2021-03-11,https://www.kdnuggets.com/2021/03/machine-learning-model-monitoring-checklist.html,"Once you deploy a machine learning model in production, you need to make sure it performs. In the article, we suggest how to monitor your models and open-source tools to use.",tutorials,"Checklist, Data Science, Deployment, Machine Learning, MLOps, Monitoring",Azure Machine Learning; Data Science; MLOps,
123919,The Inferential Statistics Data Scientists Should Know,Nagesh Chauhan,2021-03-11,https://www.kdnuggets.com/2021/03/statistics-data-scientists-should-know.html,"The foundations of Data Science and machine learning algorithms are in mathematics and statistics. To be the best Data Scientists you can be, your skills in statistical understanding should be well-established. The more you appreciate statistics, the better you will understand how machine learning performs its apparent magic.",tutorials,"Data Science Education, Statistics",Data Science; Inferential Statistics; Machine Learning Algorithm; Mathematics,
123936,A Beginner’s Guide to the CLIP Model,Matthew Brems,2021-03-11,https://www.kdnuggets.com/2021/03/beginners-guide-clip-model.html,"CLIP is a bridge between computer vision and natural language processing. I'm here to break CLIP down for you in an accessible and fun read! In this post, I'll cover what CLIP is, how CLIP works, and why CLIP is cool.",tutorials,"CLIP, Computer Vision, Machine Learning, NLP",Computer Vision; Machine Learning; Natural Language Processing (NLP),Computer Vision; NLP
123964,Know your data much faster with the new Sweetviz Python library,Francois Bertrand,2021-03-12,https://www.kdnuggets.com/2021/03/know-your-data-much-faster-sweetviz-python-library.html,"One of the latest exploratory data analysis libraries is a new open-source Python library called Sweetviz, for just the purposes of finding out data types, missing information, distribution of values, correlations, etc. Find out more about the library and how to use it here.",tutorials,"Data Analysis, Data Exploration, Data Visualization, Python",Correlation; Data Visualization; Exploratory Data Analysis; Python; Visualization,Python Programming; Visualizations
124039,Must Know for Data Scientists and Data Analysts: Causal Design Patterns,Emily Riederer,2021-03-12,https://www.kdnuggets.com/2021/03/causal-design-patterns.html,"Industry is a prime setting for observational causal inference, but many companies are blind to causal measurement beyond A/B tests. This formula-free primer illustrates analysis design patterns for measuring causal effects from observational data.",tutorials,"Causality, Data Science, Design, Design of Experiments, Statistics",Data Analysis; Data Science; Design; Inference; Statistics,Statistics
124080,Kedro-Airflow: Orchestrating Kedro Pipelines with Airflow,Jo Stitchbury,2021-03-12,https://www.kdnuggets.com/2021/03/kedro-airflow-orchestrating-pipelines.html,"The Kedro team and Astronomer have released Kedro-Airflow 0.4.0 to help you develop modular, maintainable & reproducible code with orchestration superpowers!",tutorials,"Data Science, Interview, Pipeline, Python, Workflow",Data Science; Python,Python Programming
124114,Forget Telling Stories; Help People Navigate,Stan Pugsley,2021-03-15,https://www.kdnuggets.com/2021/03/forget-telling-stories-help-people-navigate.html,"When designing reporting & visualizations, think of them as part of a navigation framework rather than stand-alone information.",tutorials,"Data Analysis, Data Science, Infographic, KPI, Storytelling",Data Analysis; Data Science; Infographics; Reporting; Storytelling; Visualization,Visualizations
124135,10 Amazing Machine Learning Projects of 2020,Anupam Chugh,2021-03-15,https://www.kdnuggets.com/2021/03/10-amazing-machine-learning-projects-2020.html,"So much progress in AI and machine learning happened in 2020, especially in the areas of AI-generating creativity and low-to-no-code frameworks. Check out these trending and popular machine learning projects released last year, and let them inspire your work throughout 2021.",tutorials,"Chatbot, Deep Learning, Image Processing, Machine Learning, Project, Trends",Artificial Intelligence (AI); Chatbot; Creativity; Deep Learning; Image Processing; Machine Learning,AI; Deep Learning
124152,Are you satisfied in your job? Take our Data Community Job Satisfaction Survey,Matthew Mayo,2021-03-15,https://www.kdnuggets.com/2021/03/kdnuggets-survey-data-community-job-satisfaction.html,The latest KDnuggets survey is looking to determine the job satisfaction levels of the data community. Take a few moments to contribute your answer and help paint a picture of the current situation.,opinions,"Careers, Data Science, Data Scientist, Poll, Survey",Data Science,
124187,"Natural Language Processing Pipelines, Explained",Ram Tavva,2021-03-16,https://www.kdnuggets.com/2021/03/natural-language-processing-pipelines-explained.html,"This article presents a beginner's view of NLP, as well as an explanation of how a typical NLP pipeline might look.",tutorials,"Explained, NLP, NLTK, Python, Text Analytics",Analytical; Natural Language Processing (NLP); Natural Language Processing Toolkit (NLTK); Python,NLP; Python Programming
124193,Data Validation and Data Verification – From Dictionary to Machine Learning,Aggarwal & Bose,2021-03-16,https://www.kdnuggets.com/2021/03/data-validation-data-verification-dictionary-machine-learning.html,"In this article, we will understand the difference between data verification and data validation, two terms which are often used interchangeably when we talk about data quality. However, these two terms are distinct.",tutorials,"Data Quality, Machine Learning, Validation",Dictionary; Machine Learning,
124206,"Metric Matters, Part 1: Evaluating Classification Models",Susan Sivek,2021-03-16,https://www.kdnuggets.com/2021/03/metrics-evaluating-classification-models-part1.html,You have many options when choosing metrics for evaluating your machine learning models. Select the right one for your situation with this guide that considers metrics for classification models.,tutorials,"Accuracy, Classification, Metrics, Precision, Recall, ROC-AUC",Accuracy; Classification; Machine Learning,
124241,How to Begin Your NLP Journey,Diego Lopez Yse,2021-03-17,https://www.kdnuggets.com/2021/03/begin-nlp-journey.html,"In this blog post, learn how to process text using Python.",tutorials,"NLP, Python, Text Analytics",Analytical; Blogging; Natural Language Processing (NLP); Python,NLP; Python Programming
124301,Automating Machine Learning Model Optimization,Himanshu Sharma,2021-03-17,https://www.kdnuggets.com/2021/03/automating-machine-learning-model-optimization.html,This articles presents an overview of using Bayesian Tuning and Bandits for machine learning.,tutorials,"Bayesian, Hyperparameter, Machine Learning, Optimization",Automated Machine Learning; Automation; Bayesian,
124313,"Introducing dbt, the ETL and ELT Disrupter",Terence Shin,2021-03-17,https://www.kdnuggets.com/2021/03/dbt-etl-elt-disrupter.html,"Moving and processing data is happening 24/7/365 world-wide at massive scales that only get larger by the hour. Tools exist to introduce efficiencies in how data can be extracted from sources, transformed through calculations, and loaded into target data repositories. However, on their own, these tools can introduce some restrictions in the processing, especially for the needs of data analytics and data science.",opinions,"Data Engineering, Data Preparation, dbt, ELT, ETL",Data Analytics; Data Engineering; Data Preparation; Data Science; Extract Transform Load (ETL); Processing; Sales; Transformer,Data Cleansing / Preparation; ETL
