id,title,url,published_date,updated_date,content,author,skills
1.66e+19,Kangaroo Court: Developing Competitive Strategies Alongside AI - JD Supra,https://www.jdsupra.com/legalnews/kangaroo-court-developing-competitive-7454595/,2021-09-09 23:26:15+00:00,2021-09-09 23:26:15+00:00,"The recent developments in AI and <b>machine learning</b> across industries have convinced many that this innovation is on par with the great,&nbsp;...",,Accuracy; Advertising; Analysis; Analytical; Array; Artificial Intelligence (AI); Azure Machine Learning; Banking; Blogging; Business Continuity Planning; Business Intelligence (BI); Business Intelligence Testing; Coding; Competition; Competitive Strategy; Construction; Cookies; Differentiation; Economic History; Economics; Electronics; Email; Facebook; Facial Recognition; Finance; Golang; Healthcare; Innovation; Insurance; Intellectual Property (IP); Internet; Law Practice; LeSS; Leadership; LinkedIn; Market; Microsoft Access; Microsoft Publisher; Network; News; Objective-C; Plastics; Privacy; Rally; Real Estate; Reporting; Research and Development (R&D); Sales; Securities; Sentry; Social Media; Supervised Learning; Transformer; Twitter; Uncertainty; Unsupervised Learning; User Experience (UX)
4.06e+18,Clinical <b>Data Science</b> and AI: Current research and future directions - Helmholtz Zentrum München,https://www.helmholtz-muenchen.de/aih/hauptmenue/seminars/clinical-data-science-and-ai/index.html,2021-09-09 23:34:21+00:00,2021-09-09 23:34:21+00:00,"With presenting successful projects, we want to strengthen and initialize collaborations between clinics and <b>data science</b> in Munich. Everyone who is&nbsp;...",,.NET Framework; Analytical; Artificial Intelligence (AI); Collaboration; Cookies; Data Science; Internet; Management; Methodology; Pathology; Privacy; R; Research; Selection; Twitter; Video; Zoom
7.73e+18,Microsoft explores <b>machine learning</b> in space with AIML - Manufacturers&#39; Monthly,https://www.manmonthly.com.au/news/microsoft-explores-machine-learning-space-aiml/,2021-09-10 00:04:34+00:00,2021-09-10 00:04:34+00:00,Microsoft has signed a MoU with the University of Adelaide&#39;s Australian Institute for <b>Machine Learning</b> (AIML) to explore how advanced cloud&nbsp;...,,Agricultural Law; Algorithm; Analysis; Artificial Intelligence (AI); Automation; Brand Management; Cloud Computing; Cognitive; Collaboration; Computer Vision; Design; Economics; Image; Innovation; Investment; Machine Learning; Manufacturing; Media; Microsoft Access; Microsoft Azure; Mining; Modelling; News; Newsletters; Platform; Privacy; Processing; Security; Sustainability; Trade; Video
9.44e+18,"The Edge Is Just A Massive, Geographically Distributed Cluster - The Next Platform",https://www.nextplatform.com/2021/09/09/the-edge-is-just-a-massive-geographically-distributed-cluster/,2021-09-10 01:30:00+00:00,2021-09-10 01:30:00+00:00,Sponsored If you have a hundred or a thousand machines that you want to work in concert to run a simulation or a model or a <b>machine learning</b>&nbsp;...,,Amazon Web Service (AWS); Analysis; Analytical; Architecture; Artificial Intelligence (AI); Azure Machine Learning; Cloud Computing; Command Language; Complexity; Configuration; Content Management; Cookies; Dataset; Design; Digital Image; Distributed Computing; Distributed System; Editor; Email; Facebook; Google Cloud Platform (GCP); Hardware; Inference; LeSS; LinkedIn; Metals; Microsoft; Modelling; Networking; Newsletters; Platform; Privacy; Processing; Processor; Publishing; Rally; Rent; Sales; Socket; Topology; Training; Twitter; Virtual Reality (VR); Virtualization; Vmware; Web Server; Wireless Network
1.61e+19,What do new Israeli data say about effect of vaccines &amp; boosters vs. death/critical/severe disease?,https://www.covid-datascience.com/post/what-do-new-israeli-data-say-about-effect-of-vaccines-boosters-vs-death-critical-severe-disease,2021-09-10 02:03:04+00:00,2021-09-10 02:03:04+00:00,Covid-19 <b>Data Science</b> &middot; Home &middot; Forum &middot; About &middot; Members. More. Use tab to navigate through the menu items. Facebook &middot; Twitter. Log In.,,Accounting; Algebra; Analysis; Blogging; Boosting; Computing; Dashboard; Data Science; Dataset; Decimal; Documentation; Golang; Interpreter; LeSS; Links; Microsoft Access; Modelling; Polymerase chain reaction (PCR); Population; Rally; Research; Sentry; Sprite; Subtraction; Table; Uncertainty; Variable
2.85e+18,Six factors to consider when undertaking <b>data science</b> in the cloud - iTWire,https://itwire.com/guest-articles/guest-opinion/six-factors-to-consider-when-undertaking-data-science-in-the-cloud.html,2021-09-10 02:15:00+00:00,2021-09-10 02:15:00+00:00,"One of the exciting things in <b>data science</b> is that frameworks and tools are evolving at an incredible pace. However, it&#39;s critical not to get&nbsp;...",,Accounting Software; Accuracy; Advertising; Analytical; Application Programming Interface (API); Architecture; Artificial Intelligence (AI); Automotive; Biology; Blockchain; Blogging; Business Intelligence (BI); C; Cloud Computing; Cloud Platform; Cloud Service; Cloud Storage; Cloud Technology; Collaboration; Communication; Complexity; Construction; Consulting; Consumer Behaviour; Customer Experience; Customer Relationship Management (CRM); Cybercrime; Cybersecurity; Data Science; Dataset; Deep Learning; Development Tools; Distributed Denial-of-service (DDoS); Editor; Email; Engineering; Entertainment; Epic; Facebook; Fuzzy Logic; Golang; Hardware; Healthcare; History; Indonesian; Information Technology (IT); Information and Communications Technology (ICT); Innovation; Internet of Things (IoT); Investment; Jelastic; Lead Generation; Linux; Logistics; Machine Learning; Manufacturing; Market; Marketing; Microsoft; Microsoft Access; Microsoft Outlook; Network; Networking; News; Newsletters; Nonlinear Regression; Peripheral; Play; Privacy; Property; Protocol; Ransomware; Regression; Research; Sales; Security; Simple Linear Regression; Social Media Platform; Statistics; Sustainability; Telecommunication; Training; Twitter; Uncertainty; VOIP; Video; Virtualization; Vmware; Windows; Workday; Youtube; Zoom; eCommerce
4.94e+18,Ed Vasicek: Not all of us are on board with robots taking over the world | Opinion - Kokomo Tribune,https://www.kokomotribune.com/opinion/ed-vasicek-not-all-of-us-are-on-board-with-robots-taking-over-the-world/article_3ab97cc4-11e4-11ec-99a6-1334e6414847.html,2021-09-10 03:22:30+00:00,2021-09-10 03:22:30+00:00,"In our times, however, <b>Artificial Intelligence</b> means something else. If computers and cell phones were the technological legacy of the latter 20th&nbsp;...",,Algorithm; Artificial Intelligence (AI); Artificial Neural Network (ANN); Cognitive; Computer Science; Content Management System (CMS); Division; Editor; Email; Empathy; Facebook; Forth; Image; Instagram; Internet; Law; LeSS; Machine Learning; Networking; News; Newsletters; Newspapers; Play; Privacy; Problem Solving; React; Recommendation System; Robot; Robotics; Soft Computing; Sports; Twitter; Video
1.28e+19,Data scientist: Will there be enough of them? - Dataquest,https://www.dqindia.com/data-scientist-will-enough/,2021-09-10 03:58:30+00:00,2021-09-10 03:58:30+00:00,"Businesses will need <b>data science</b> personnel with specialised abilities to collect and analyse this massive amount of data. At the same time,&nbsp;...",,Android; Array; Artificial Intelligence (AI); Aviation; Big Data; Communication; Computer Science; Computing; Consulting; Customer Experience; Customer Relationship Management (CRM); Data Analytics; Data Science; Data Visualization; Dataset; Delphi; Design; Digital Image; Email; Enterprise Resource Planning (ERP); Entertainment; Facebook; German; Hardware; Information Technology (IT); Insurance; Internet; Investment; Keras; Leadership; LinkedIn; Links; Market; Mathematics; Medium; Networking; News; Newsletters; Outsourcing; Physics; Platform; Predictive Analytics; Privacy; R; RStudio; Research; Sales; Security; Shortage; Social Media; Software Engineering; Statistics; Syntax; Table; TensorFlow; Virtualization
1.66e+19,Harnessing <b>artificial intelligence</b> to help prevent epidemics before they spread - Croakey,https://www.croakey.org/harnessing-artificial-intelligence-to-help-prevent-epidemics-before-they-spread/,2021-09-10 04:07:30+00:00,2021-09-10 04:07:30+00:00,They write below on the potential for harnessing <b>artificial intelligence</b> and the proliferation of the internet and social media for early&nbsp;...,,A/B Testing; Artificial Intelligence (AI); Audit; Budget; Calendar; Closing; Collaboration; Communication; Development Tools; Digital Image; Ethics; Facebook; Gambling; Healthcare; Imagine; Innovation; Instagram; Insurance; Internet; Investment; Journalism; LeSS; Leadership; LinkedIn; Mapping; Marketing; Medicine; Microsoft Soluitions Framework (MSF); Network; News; Nursing; Nutrition; Pathology; Pharmacy; Platform; Play; Population; Public Health; QA Testing; Reporting; Research; Scheme; Selection; Social Media; Sports; Translation; Twitter; Youtube; iland
1.44e+19,"53 Schools in Madhya Pradesh to Teach <b>Artificial Intelligence</b> to Class 8, 9 Students - News18",https://www.news18.com/news/education-career/53-schools-in-madhya-pradesh-to-teach-artificial-intelligence-to-class-8-9-students-4186631.html,2021-09-10 05:03:45+00:00,2021-09-10 05:03:45+00:00,At least 53 schools in Madhya Pradesh will teach students <b>Artificial Intelligence</b> (AI) to provide knowledge of new technologies.,,Artificial Intelligence (AI); Data Science; English; Entertainment; Facebook; Instagram; MLOps; Machine Learning; Microsoft; Natural Language Processing (NLP); News; Politics; Speech Recognition; Sports; Telegram; Twitter; Video
1.19e+19,How Do We Use <b>Artificial Intelligence</b> Ethically? - Forbes,https://www.forbes.com/sites/bernardmarr/2021/09/10/how-do-we-use-artificial-intelligence-ethically/,2021-09-10 05:48:45+00:00,2021-09-10 05:48:45+00:00,How Do We Use <b>Artificial Intelligence</b> Ethically? AdobeStock. 1. Start with education and awareness about AI. Communicate clearly with people (&nbsp;...,,Aerospace; Algorithm; Amazon Web Service (AWS); Analytical; Artificial Intelligence (AI); Arts; Banking; Big Data; Blockchain; Business Strategy; Communication; Cybersecurity; Database; Decision Making; Deep Learning; Economic Cost; Economic Development; Economics; Electronics; Emotional Intelligence (EQ); Entertainment; Ethics; Facebook Ads; Finance; Golang; Google Ads; Google Cloud Platform (GCP); Healthcare; Image; Innovation; Instagram; Insurance; Internet of Things (IoT); Keynote; LeSS; Leadership; LinkedIn; Management; Manufacturing; Market; Microsoft Azure; Network; Newsletters; Politics; Privacy; Private Equity; Rally; Real Estate; Retail; SAP; Security; Selection; Social Media; Sports; Sustainability; Sustainable Development; Tableau; Temporal Difference (TD) Learning; Transportation; Twitter; Venture Capiral; Venture Capital (VC); Video; Virtual Reality (VR); Youtube
1.04e+19,<b>Data Science</b> Renee on Twitter: &quot;                  … &quot;,https://twitter.com/becomingdatasci/status/1436811557418196996,2021-09-12 07:27:28+00:00,2021-09-12 07:27:28+00:00,<b>Data Science</b> Renee &middot; @BecomingDataSci. Director of DS at @HelioCampus || Author of SQL for Data Scientists (Wiley) || @DataSciGuide&nbsp;...,,Cookies; JavaScript; Privacy; Twitter
7.35e+18,Understanding the Importance of Data Cleaning and Normalization - Analytics India Magazine,https://analyticsindiamag.com/understanding-the-importance-of-data-cleaning-and-normalization/,2021-09-12 07:30:00+00:00,2021-09-12 07:30:00+00:00,"Data cleaning is considered a foundational step for <b>data science</b> basics, as it plays an important role in an analytical process that helps uncover&nbsp;...",,Accuracy; Algorithm; Analytical; Anomaly Detection; Artificial Intelligence (AI); Azure Machine Learning; Big Data Analysis; Big Data Analytics; Business Intelligence (BI); Cybersecurity; Data Cleansing; Data Gathering; Data Management; Data Science; Database; Dataset; Decimal; Deep Learning; Email; Encoding; Facebook; Image; Information Threat; Instagram; Leadership; Linear Regression; LinkedIn; MLOps; Mapping; Matplotlib; Media; Medium; Methodology; Microsoft Access; Missing Data; Naïve Bayes; News; Newsletters; Nonlinear Regression; NumPy; Outliers; Pandas; Privacy; Processing; Python; Regression; Research; SciPy; Seaborn; State-Action-Reward-State-Action (SARSA); Storytelling; Supervised Learning; Table; Tampering; Telegram; Time Series; Transaction Cost; Twitter; Unsupervised Learning; Variable; Video; Youtube
1.84e+19,"Race + <b>Data Science</b>: Jasmine McNealy, University of Florida",https://datascience.columbia.edu/event/race-data-science-jasmine-mcnealy-university-of-florida/,2021-09-12 08:02:17+00:00,2021-09-12 08:02:17+00:00,Abstract &amp; Biography. Coming Soon. The Race + <b>Data Science</b> Lecture Series is supported by funding from the MacArthur Foundation and New America.,,Administration; Big Data; Blockchain; Business Analysis; Business Analytics; Communication; Computational Science; Computational Social Science; Computing; Cybersecurity; Data Engineering; Data Science; Email; Entrepreneurship; Equity; Finance; Innovation; Journalism; Leadership; Lexis; Links; Management; Media; News; Newsletters; Outreach; Poster; Privacy; Research; Social Work
1.03e+19,Yinqiu He - The <b>Data Science</b> Institute at Columbia University,https://datascience.columbia.edu/people/yinqiu-he/,2021-09-12 08:46:44+00:00,2021-09-12 08:46:44+00:00,Yinqiu He. <b>Data Science</b> Institute: Postdoctoral Research Scientist. yinqiu.he@columbia.edu. Newsletter. Stay informed. Sign up for our newsletter.,,Administration; Big Data; Blockchain; Business Analysis; Business Analytics; Communication; Computational Social Science; Computing; Cybersecurity; Data Science; Email; Entrepreneurship; Equity; Finance; Innovation; Leadership; Management; Media; News; Newsletters; Outreach; Poster; Privacy; Research
6.12e+17,Cell Feng Shui: Unity of Physical and Biochemical Cues Creates Healthy Organisms - SciTechDaily,https://scitechdaily.com/cell-feng-shui-unity-of-physical-and-biochemical-cues-creates-healthy-organisms/,2021-09-12 10:52:30+00:00,2021-09-12 10:52:30+00:00,"... and use <b>data science</b> and computation to integrate and gain insight from a wide range of experimental data sets,” Dr. Doyle adds.",,Astronomy; Basic Science; Biochemistry; Bioengineering; Biology; Biomedical Engineering; Biotechnology; Chemical; Chemistry; Collaboration; Computer Science; Cosmology; Data Science; Design; Ecology; Email; Facebook; Gastronomy; Geology; History; Image; JavaScript; Life Science; Materials Science; Mechanical Engineering; Medicine; Nanotechnology; Network; News; Newsletters; Oceanography; Optics; Physical Science; Physics; Privacy; Public Health; React; Research; Social Media; Therapy; Training; Transformer; Twitter; Unity; Youtube
1.63e+19,Valuations Not Sustainable But Too Early To Call The Rally Off | Seeking Alpha,https://seekingalpha.com/article/4454768-stock-market-valuations-not-sustainable-too-early-to-call-rally-off,2021-09-12 11:58:32+00:00,2021-09-12 11:58:32+00:00,The chart from Arbor <b>Data Science</b> below puts the rally into perspective. It has been the longest rally in risky assets for the past three decades.,,Configuration; JavaScript
9.53e+18,Clinical <b>Data Science</b> Institute | Harvard Medical School Department of Ophthalmology,https://eye.hms.harvard.edu/clinical-data-science-institute,2021-09-12 11:58:44+00:00,2021-09-12 11:58:44+00:00,Clinical <b>Data Science</b> Institute. Leveraging Big Data to Improve Patient Care. Exciting advances in artificial intelligence and big&nbsp;...,,Artificial Intelligence (AI); Big Data Tool; Data Science; Patient Care
3.86e+18,Cordel &amp; D/Gauge partnership delivers breakthrough automated intelligent gauging to UK railways,https://premierconstructionnews.com/2021/09/12/cordel-d-gauge-partnership-delivers-breakthrough-automated-intelligent-gauging-to-uk-railways/,2021-09-12 12:22:30+00:00,2021-09-12 12:22:30+00:00,"... powerful, and accurate gauging algorithms, applicable to any gauging challenge, created from decades of research and <b>data science</b>.",,.NET Framework; Advertising; Algorithm; Analysis; Artificial Intelligence (AI); Automation; Business Development; Collaboration; Construction; Data Pipeline; Data Science; Data Sharing; Email; Engineering; Facebook; Hospitality; Innovation; LinkedIn; Machine Learning; Management; Market; Media; Network; News; Processing; Reporting; Research; Retail; Software Tool; Twitter; Windows
7.11e+18,The explosive rise of Confluent and Databricks proves that open source is a strong enough ...,https://markets.businessinsider.com/news/stocks/confluent-databricks-mongodb-success-open-source-strategy-amazon-cloud-2021-9,2021-09-12 12:45:00+00:00,2021-09-12 12:45:00+00:00,"Hugely valuable companies are being born from open source. Databricks&#39; business is based on the fast-growing Apache Spark <b>data science</b> project, which&nbsp;...",,.NET Framework; Agile Software Development; Amazon Web Service (AWS); Apache Kafka; Apache Spark; Business Intelligence (BI); Business Model; C; Calendar; Cloudera; Currency; Data Science; Database; Databricks; Docker; Economics; Email; Facebook; Github; Golang; Google Cloud Platform (GCP); Information Technology (IT); Lean Software Development; LinkedIn; Market; Microsoft; Microsoft Access; MongoDB; News; Privacy; R; Rally; Red Hat; Retail; Router; Twitter; eCommerce
9.62e+18,Holz Clause: UMN Crookston sees initial enrollment decrease,https://www.crookstontimes.com/story/news/education/campus/2021/09/12/holz-clause-umn-crookston-sees-initial-enrollment-decrease/8275047002/,2021-09-12 12:45:00+00:00,2021-09-12 12:45:00+00:00,University of Minnesota Crookston Chancellor Mary Holz-Clause announced there was a decrease in enrollment on the university&#39;s first day of the&nbsp;...,,Advertising; Calendar; Cookies; Data Science; Entertainment; Facebook; Golang; News; Newsletters; Privacy; Public Health; Sports; Spring; Testing; Twitter
1.51e+19,"Space cowboys: Traditional owners track feral herds using AI, satellites - The Age",https://www.theage.com.au/politics/federal/space-cowboys-traditional-owners-track-feral-herds-using-ai-satellites-20210912-p58qwq.html,2021-09-12 13:52:30+00:00,2021-09-12 13:52:30+00:00,"Combined with Microsoft&#39;s Azure <b>Artificial Intelligence</b> platform. Animals aren&#39;t just tracked across the landscape, traditional owners will be&nbsp;...",,Analysis; Analytical; Artificial Intelligence (AI); Banking; Brand Management; Budget; Dance; Design; Economics; Email; Entrepreneurship; Facebook; Finance; Golang; Healthcare; Instagram; Insurance; Links; Market; Media; Microsoft; Microsoft Azure; Music; Network; Newsletters; Opera; Platform; Politics; Predictive Analytics; Privacy; Property; Radio; Real Estate; Research; Sales; Saving; Sports; Sustainability; Theatre; Training; Twitter; Video; Virtual Intelligence
1.31e+19,The psychological concept that may change how you process your emotions - Inverse,https://www.inverse.com/mind-body/mental-life-psychology-emotions,2021-09-12 14:01:21+00:00,2021-09-12 14:01:21+00:00,"... whether to fear or embrace <b>artificial intelligence</b>, and how to interact with any supernatural beings we believe to exist.”.",,Anthropology; Artificial Intelligence (AI); Cognitive; Collaboration; Entertainment; Ethics; Experimental Psychology; Innovation; Insurance; Media; Microsoft Access; Newsletters; Philosophy; Privacy; Public Health; Rally; React; Research; Robot; Sports; Transportation; Video; iland
7.22e+18,Warangal: Workshop held for EEE students at KITSW - Telangana Today,https://telanganatoday.com/warangal-workshop-held-for-eee-students-at-kitsw,2021-09-12 14:03:45+00:00,2021-09-12 14:03:45+00:00,"... <b>Data Science</b> and Blockchain technology, urged the students to master these areas through project work for the needs of the common man.",,Artificial Intelligence (AI); Blockchain; C; Chemistry; Computing; Data Science; Electrical Engineering; Electronic Engineering; Electronics; Email; English; Entertainment; Facebook; Image; Internet of Things (IoT); Machine Learning; News; Password; Property; Sports; Telegram; Twitter; Video; Youtube
4.03e+18,2021 IASC-LARS Webinars on Computational Statistics and Data Science: <b>Machine</b> ...,https://iasc-isi.org/events/2021-iasc-lars-webinars-on-computational-statistics-and-data-science-machine-learning-for-data-science/,2021-09-12 14:04:21+00:00,2021-09-12 14:04:21+00:00,“<b>Machine Learning</b> for Data Science”. The course will be taught by Professor Rodrigo Salas and Collaborators Marvin Querales and Ayleen Bertini from&nbsp;...,,Box; Classification; Collaboration; Competition; Computing; Data Analysis; Data Science; Data Visualization; Dataset; Economic Methodology; Economics; English; Innovation; Links; Machine Learning; News; Research; Spanish; Statistics; Video; Visualization; WordPress
1.27e+19,New Study Finds a Single Neuron Is a Surprisingly Complex Little Computer - Singularity Hub,https://singularityhub.com/2021/09/12/new-study-finds-a-single-neuron-is-a-surprisingly-complex-little-computer/,2021-09-12 14:04:35+00:00,2021-09-12 14:04:35+00:00,"Deep learning, a powerful form of <b>artificial intelligence</b>, for example, is loosely modeled on the brain&#39;s vast, layered networks of neurons.",,Ad Design; Algorithm; Architecture; Artificial Intelligence (AI); Artificial Neural Network (ANN); Biology; Chemical; Complexity; Computer Science; Computing; Deep Learning; Economics; Editor; Email; Finance; Fraction; History; Image; LeSS; Medicine; News; Newsletters; Node.js; Password; Population; Privacy; Research; Robotics; Transformer; Uncertainty; Video
1.54e+19,2021 IASC-LARS Webinars on Computational Statistics and <b>Data Science</b>,https://iasc-isi.org/events/2021-iasc-lars-webinars-on-computational-statistics-and-data-science-data-visualization-theory-and-applications/,2021-09-12 14:07:23+00:00,2021-09-12 14:07:23+00:00,“Machine Learning for <b>Data Science</b>”. The course will be taught by Professor Rodrigo Salas and Collaborators Marvin Querales and Ayleen Bertini from&nbsp;...,,Box; Classification; Collaboration; Competition; Computing; Data Analysis; Data Science; Data Visualization; Dataset; Economic Methodology; Economics; English; Innovation; Links; Machine Learning; News; Research; Spanish; Statistics; Video; Visualization; WordPress
8.39e+18,Why the Gaming Industry Needs Continuous Intelligence - RTInsights,https://www.rtinsights.com/why-the-gaming-industry-needs-continuous-intelligence/,2021-09-12 14:48:45+00:00,2021-09-12 14:48:45+00:00,"Algorithms for advanced analytics, i.e., <b>machine learning</b> models. Out of the box integrations for fast implementation; Security first integrations for&nbsp;...",,Algorithm; Amazon Web Service (AWS); Anaconda; Apache Hadoop; Apache Kafka; Apache Spark; Artificial Intelligence (AI); Automation; Autonomous Vehicle; Aviation; Azure Machine Learning; Big Data Analysis; Big Data Tool; Bioinformatics; Blockchain; Box; Closing; Cloud Computing; Cloud Technology; Cognitive; Complexity; Continuous Integration (CI); Customer Experience; Cybersecurity; Data Architecture; Data Management; Data Privacy; Data Science; Data Security; Data Visualization; Database; Deep Learning; Design; DevOps; Email; Emotional Intelligence (EQ); Financial Services; Healthcare; Innovation; Internet of Things (IoT); Kubernetes; Linguistics; Logistics; Manufacturing; Mapping; Market; Marketing; Microsoft; Microsoft Access; Natural Language Processing (NLP); Network; Newsletters; Operating System; Platform; Predictive Analytics; Retail; Robotics; Sales; Software as a Service (SaaS); Stream Processing; Streaming; Telecommunication; Transformer; Transportation; User Experience (UX); Video; Visualization; eCommerce
4.08e+18,"Engg. fee in varsity colleges doubled to ₹ 35,000 - The Hindu",https://www.thehindu.com/news/cities/Hyderabad/engg-fee-in-varsity-colleges-doubled-to-35000/article36418050.ece,2021-09-12 15:11:15+00:00,2021-09-12 15:11:15+00:00,... introduced course Computer Science Engineering (Artificial Intelligence and <b>Machine Learning</b>) in OUCE will have to pay ₹ 1.20 lakh per annum.,,.NET Framework; Agriculture; Artificial Intelligence (AI); Assembly; Aviation; Banking; Bengali; Budget; Calendar; Chart; Computer Science; Construction; Dance; Delphi; Editor; Email; Entertainment; Exploit; Finance; French; Gujarati; History; Image; Inflation; Internet; Machine Learning; Market; Mining Engineering; Music; News; Newsletters; Pharmacy; Politics; Polymerase chain reaction (PCR); Privacy; Publishing; Real Estate; Recruiting; Research; Retail; Scheme; Sports; Tamil; Theatre; Training; Video
8.49e+18,Postdoctoral Researcher - Department of Statistics and <b>Data Science</b>,https://statistics.wharton.upenn.edu/recruiting/postdoctoral-researcher/,2021-09-12 15:25:42+00:00,2021-09-12 15:25:42+00:00,"Successful candidates will have opportunities to submit papers to top statistics, <b>data science</b>, numerical analysis, optimization, and machine learning&nbsp;...",,Administration; Business Analysis; Business Analytics; Computer Science; Data Analysis; Data Science; Electrical Engineering; Electronic Engineering; Entrepreneurship; Facebook; Inference; Innovation; Instagram; LinkedIn; Links; Machine Learning; Mathematics; News; Numerical Analysis; Privacy; Probability; Recruiting; Statistics; Twitter; UX Research; Youtube
1.8e+19,The UK&#39;s risky rush to cut Brussels rules | Financial Times,https://www.ft.com/content/9764b4ff-c72e-4ae8-ad53-95166ca1846c,2021-09-12 15:56:15+00:00,2021-09-12 15:56:15+00:00,"The government wants to create a “data dividend” to boost innovation, with <b>artificial intelligence</b> among the sectors to be nurtured.",,Algorithm; Apache Pig; Artificial Intelligence (AI); Arts; Banking; Box; Cookies; Currency; Decision Making; Economics; Entrepreneurship; Facebook; Finance; Financial Services; German; Golang; Innovation; Insurance; Interest Rate; Internet; Investment; Journalism; LeSS; LinkedIn; Links; Management; Market; Microsoft Access; News; Newsletters; Newspapers; Outliers; Politics; Privacy; Property; Publishing; Retail; Saving; Selection; Social Media; Trade; Twitter; Video; Windows
1.82e+18,Changing customer behaviour in the next &#39;new normal&#39; - The Hindu BusinessLine,https://www.thehindubusinessline.com/money-and-banking/changing-customer-behaviour-in-the-next-new-normal/article36419896.ece,2021-09-12 16:18:45+00:00,2021-09-12 16:18:45+00:00,"Artificial Intelligence, <b>Machine Learning</b>, along with intelligent automation, will be the key source of better customer insights and, thereby,&nbsp;...",,Aerospace; Android; Artificial Intelligence (AI); Automation; Aviation; Banking; Blink; Budget; C; Chatbot; Clustering; Customer Experience; Customer Service; Delphi; Derivative; Editor; Email; Facebook; Finance; Financial Services; Genomics; German; Golang; Gujarati; Image; Innovation; Instagram; Insurance; Interest Rate; Italian; LeSS; LinkedIn; Links; Logistics; Machine Learning; Market; Marketing; Microsoft Access; Needs Analysis; News; Platform; Play; Privacy; Publishing; R; Real Estate; Research; Social Media; Sports; Sustainability; Tamil; Telegram; Translation; Twitter; Underwriting; Youtube; eCommerce Platforms; iOS
2.79e+18,ECHO Stock: Why It Significantly Increased - Pulse 2.0,https://pulse2.com/echo-global-logistics-nasdaq-echo-stock-why-it-significantly-increased/,2021-09-12 16:50:34+00:00,2021-09-12 16:50:34+00:00,... and flexibility to continue to build its technology and <b>data science</b> platform and enhance its value proposition to shippers and carriers.,,Analysis; Automation; Change Management; Closing; Data Science; Forth; Investment; Leadership; Logistics; Market; Mergers and Acquisitions (M&A); News; Platform; Privacy; Private Equity; Supply Chain Management; Supply Chain Risk Management; Translation; Transportation; Venture Capiral; Venture Capital (VC)
3.14e+17,What went wrong with Big Tech | Business Standard News,https://www.business-standard.com/article/beyond-business/what-went-wrong-with-big-tech-121091200923_1.html,2021-09-12 17:03:45+00:00,2021-09-12 17:03:45+00:00,"These include, among other things: <b>artificial intelligence</b>, algorithms, facial recognition, self-driving cars, privacy, hate speech and the&nbsp;...",,Algorithm; Anatomy; Android; Artificial Intelligence (AI); Blink; Box; Budget; C; Commodity; Communication; Computer Engineering; Computer Science; Cookies; Derivative; Economics; Editor; Email; Entertainment; Ethics; Facebook; Facial Recognition; Finance; Hindi; Humanities; Image; Imagine; Information Technology (IT); Information Threat; Innovation; Insurance; Investment; Journalism; Law; LinkedIn; Links; Literature; Macroeconomics; Management; Medium; Microeconomics; Microsoft Access; Microsoft Publisher; News; Newsletters; Password; Politics; Privacy; Public Policy; R; Sports; Stock Market; Subject Matter Expert (SME); Table; Telegram; Twitter; Venture Capital (VC); Video; Youtube
1.48e+19,"TMC Updates VMRS Licenses, Moves to Annual Subscription | Transport Topics",https://www.ttnews.com/articles/tmc-updates-vmrs-licenses-moves-annual-subscription-0,2021-09-12 17:52:56+00:00,2021-09-12 17:52:56+00:00,... was introduced for companies and entrepreneurs that are working in areas such as <b>artificial intelligence</b> and using VMRS to gather the data.,,Advertising; Artificial Intelligence (AI); Coding; Customer Service; Editor; Electronics; Email; Facebook; Golang; LinkedIn; Logistics; Manufacturing; Media; News; Newsletters; Poster; Privacy; Radio; Rally; Reporting; Research; Sales; Software Management; Spring; Transportation; Twitter; Video; Youtube
1.48e+19,Raspberry Pi Stops Pests from Ravaging Fruit Orchards | Tom&#39;s Hardware,https://www.tomshardware.com/news/raspberry-pi-pest-control-university-of-trento,2021-09-12 17:58:55+00:00,2021-09-12 17:58:55+00:00,The team is relying on the Raspberry Pi to implement a custom <b>machine learning</b> (ML) platform capable of detecting dangerous pests for farmers&nbsp;...,,Box; Coding; Cookies; Creatio; Email; Hardware; Image; Links; Machine Learning; Media; Microsoft Access; Microsoft Publisher; News; Platform; Population; Privacy; Processing; Radio; Research; Virtual Reality (VR); Windows
1.4e+19,The race to understand the exhilarating but alarming world of language AI - The Economic Times,https://economictimes.indiatimes.com/prime/technology-and-startups/the-race-to-understand-the-exhilarating-but-alarming-world-of-language-ai/primearticleshow/86135824.cms,2021-09-12 18:22:30+00:00,2021-09-12 18:22:30+00:00,<b>Artificial intelligence</b>. The race to understand the exhilarating but alarming world of language AI. The race to understand the exhilarating but&nbsp;...,,Advertising; Analysis; Android; Artificial Intelligence (AI); Aviation; Bond; C; Creatio; Cryptocurrency; Delphi; Economics; Email; English; Ethics; Golang; Image; Inflation; Information Technology (IT); Internet; Leadership; Links; Market Research; Marketing Research; Medium; Microsoft Access; Network; News; Newsletters; Newspapers; Politics; Privacy; R; Real Estate; Reporting; Retail; Router; Saving; Scheme; Security; Tamil; Telugu; Twitter
