name,market_value_21,world_rank_21,market_value_20,world_rank_20,country,ceo,website,sector,employee_count,annual_revenue,annual_net_income,stock_exchange,stock_category,description
HAW PAR CORPORATION,1.791 Billion USD,5827,1.791 Billion USD,5827,Singapore,,https://www.hawpar.com/,Healthcare; Pharmaceutical,,,,Singapore,,Haw Par Group is an enterprise with a strong consumer healthcare business that promotes healthy lifestyles through its healthcare products. Headquarters is in Singapore.
PT PAKUWON JATI TBK,1.786 Billion USD,5836,1.786 Billion USD,5836,Indonesia,,https://www.pakuwonjati.com/,Real Estate,2901,,,Jakarta,,
SPH REIT,1.774 Billion USD,5861,1.774 Billion USD,5861,Singapore,,http://www.sphreit.com.sg/,Real Estate; Retail,,,,Singapore,,
PARKWAY LIFE REAL ESTATE INVESTMENT TRUST,1.771 Billion USD,5862,1.771 Billion USD,5862,Singapore,,http://plifereit.com/,Real Estate,,,,Singapore,,
SHENG SIONG GROUP LTD,1.763 Billion USD,5872,1.763 Billion USD,5872,Singapore,,http://www.shengsiong.com.sg/,Consumer Defensive; Retail,,,,Singapore,,
STARHUB LTD,1.716 Billion USD,5957,1.716 Billion USD,5957,Singapore,,https://www.starhub.com/,Communication Services; Telecom; Internet Providers,2016,,,Singapore,,"StarHub is Telecom services company with headquarters in Singapore. It offers Mobile Services, Internet Services, Fixed Line Services, Television Services.
StarHub delivers FY2020 net profit of 157.9 Million SGD and 2,028.8 Million SGD total revenue.
As on 2019, it has 2,016 Permanent employees.
 "
PT INDUSTRI JAMU DAN FARMASI SIDO MUNCUL TBK,1.704 Billion USD,5979,1.704 Billion USD,5979,Indonesia,,https://www.sidomuncul.co.id/,Healthcare; Pharmaceutical,4088,,,Jakarta,,
AEON THANA SINSAP (THAILAND) PUBLIC COMPANY,1.692 Billion USD,6005,1.692 Billion USD,6005,Thailand,,https://www.aeon.co.th/,Financial Services,,,,Thailand,,
STARK CORPORATION PUBLIC COMPANY,1.691 Billion USD,6006,1.691 Billion USD,6006,Thailand,,http://www.starkcorporation.com/,Communication Services,,,,Thailand,,
GOLDEN AGRI-RESOURCES LTD,1.680 Billion USD,6032,1.680 Billion USD,6032,Singapore,,https://goldenagri.com.sg/,Consumer Defensive; Agriculture Products,,,,Singapore,,"Golden Agri-Resources’ (GAR) is a vertically-integrated palm oil plantation company with a commitment to responsible palm oil. In Indonesia, their primary activities include cultivating and harvesting oil palm trees; extracting fresh fruit bunches (FFB) into crude palm oil (CPO) and palm kernel; to processing it into value-added products such as cooking oil, margarine, shortening, biodiesel and oleochemicals; as well as merchandising palm products throughout the world."
SIA ENGINEERING COMPANY,1.650 Billion USD,6087,1.650 Billion USD,6087,Singapore,,https://www.siaec.com.sg/,Industries; Engineering Products; Engineering Services,,,,,,
TTW PUBLIC COMPANY,1.649 Billion USD,6088,1.649 Billion USD,6088,Thailand,,https://www.ttwplc.com/en,Utilities; Water Utilities,,,,Frankfurt,,
PT WASKITA KARYA (PERSERO) TBK,1.632 Billion USD,6123,1.632 Billion USD,6123,Indonesia,,https://www.waskita.co.id/?lang=id,Industries; Construction,1986,,,Jakarta,,
KCE ELECTRONICS PUBLIC COMPANY,1.630 Billion USD,6127,1.630 Billion USD,6127,Thailand,,https://www.kce.co.th/,Technology; Electronics; Capital Goods,,,,Frankfurt,,
KENON HOLDINGS,1.623 Billion USD,6145,1.623 Billion USD,6145,Singapore,,http://www.kenon-holdings.com,Utilities; Electric Utilities,,,,NYSE; Tel Aviv,,
FRASER AND NEAVE,1.613 Billion USD,6172,1.613 Billion USD,6172,Singapore,,https://www.fraserandneave.com/,Consumer Defensive; FMCG; Package Foods,,,,Singapore,,
YANLORD LAND GROUP,1.601 Billion USD,6200,1.601 Billion USD,6200,Singapore,,http://www.yanlordland.com/,Real Estate; Construction,,,,,,YANLORD LAND GROUP is real estate and construction company with headquarters in Singapore.
CAPITALAND RETAIL CHINA TRUST,1.584 Billion USD,6235,1.584 Billion USD,6235,Singapore,,https://www.crct.com.sg/,Real Estate; Retail,,,,Singapore,,
OUE COMMERCIAL REAL ESTATE INVESTMENT TRUST,1.579 Billion USD,6242,1.579 Billion USD,6242,Singapore,,https://ouect.com/,Real Estate; Retail,,,,Singapore,,
COM7 PUBLIC COMPANY,1.560 Billion USD,6286,1.560 Billion USD,6286,Thailand,,https://www.comseven.com/,Technology,,,,Thailand,,
BANPU POWER PUBLIC COMPANY,1.534 Billion USD,6340,1.534 Billion USD,6340,Thailand,,https://www.banpupower.com/,Utilities,,,,Thailand,,
FIRST RESOURCES,1.533 Billion USD,6344,1.533 Billion USD,6344,Singapore,,http://www.first-resources.com/,Consumer Defensive; Cooking Oil; Food Products,,,,Singapore,,
WHA CORPORATION PUBLIC COMPANY,1.515 Billion USD,6372,1.515 Billion USD,6372,Thailand,,https://www.wha-logistics.com/,Real Estate,,,,Thailand,,
MK RESTAURANT GROUP PUBLIC COMPANY,1.512 Billion USD,6382,1.512 Billion USD,6382,Thailand,,https://www.mkrestaurant.com/,Consumer Cyclical; Restaurants,,,,Frankfurt,,
PT CAPITAL FINANCIAL INDONESIA TBK,1.467 Billion USD,6483,1.467 Billion USD,6483,Indonesia,,http://www.capitalfinancial.co.id/,Financial Services,154,,,Jakarta,,
KIATNAKIN BANK PUBLIC COMPANY,1.461 Billion USD,6505,1.461 Billion USD,6505,Thailand,,https://www.kiatnakin.co.th/,Financial Services; Banking Services,,,,Thailand,,
PT MULTI BINTANG INDONESIA TBK,1.441 Billion USD,6545,1.441 Billion USD,6545,Indonesia,,https://www.multibintang.co.id/,Consumer Defensive; Alcoholic Beverages; Beverages,468,,,Jakarta,,Beer and alcoholic beverages company with headquarters in Indonesia.
TRAX,,6619,,6619,Singapore,,https://traxretail.com/,Artificial Intelligence; Technology; Software and IT,,,,,,
CPN RETAIL GROWTH LEASEHOLD REIT,1.401 Billion USD,6635,1.401 Billion USD,6635,Thailand,,http://www.cpnreit.com/en,Real Estate; Retail,,,,Thailand,,
PT BANK OCBC NISP TBK,1.396 Billion USD,6646,1.396 Billion USD,6646,Indonesia,,https://www.ocbcnisp.com/id/home,Financial Services; Banking Services,5784,,,Jakarta,,"OCBC Bank key markets are Singapore, Malaysia, Indonesia and Greater China. It has more than 540 branches and representative offices in 19 countries and regions. These include over 280 branches and offices in Indonesia under subsidiary Bank OCBC NISP, and over 80 branches and offices in Mainland China, Hong Kong SAR and Macau SAR under OCBC Wing Hang. Headquarters is in Indonesia."
PT WIJAYA KARYA (PERSERO),1.388 Billion USD,6669,1.388 Billion USD,6669,Indonesia,,https://www.wika.co.id/,Industries; Construction,2767,,,Jakarta,,
PT BANK TABUNGAN NEGARA (PERSERO) TBK,1.380 Billion USD,6690,1.380 Billion USD,6690,Indonesia,,https://www.btn.co.id/,Financial Services; Banking Services,11647,,,Jakarta,,
PT ULTRAJAYA MILK INDUSTRY & TRADING COMPANY,1.377 Billion USD,6695,1.377 Billion USD,6695,Indonesia,,https://www.ultrajaya.co.id/,Consumer Defensive; FMCG; Package Foods,1099,,,Jakarta,,
RAFFLES MEDICAL GROUP LTD,1.377 Billion USD,6696,1.377 Billion USD,6696,Singapore,,https://www.rafflesmedicalgroup.com/,Healthcare,,,,Singapore,,
SINGAPORE PRESS HOLDINGS,1.374 Billion USD,6710,1.374 Billion USD,6710,Singapore,,https://sph.com.sg/,Communication Services; Publishing,,,,Singapore,,
GUOCOLAND,1.370 Billion USD,6720,1.370 Billion USD,6720,Singapore,,https://www.guocoland.com.sg/,Real Estate,,,,Singapore,,
SRI TRANG AGRO-INDUSTRY PUBLIC COMPANY,1.357 Billion USD,6744,1.357 Billion USD,6744,Thailand,,https://www.sritranggroup.com/,Consumer Cyclical; Automobile; Automobile Parts,,,,Thailand,,
SAHA PATHANA INTER-HOLDING PUBLIC COMPANY,1.353 Billion USD,6755,1.353 Billion USD,6755,Thailand,,https://www.supalai.com/,Real Estate,,,,Thailand,,
SIAM CITY CEMENT PUBLIC COMPANY,1.346 Billion USD,6773,1.346 Billion USD,6773,Thailand,,https://www.siamcitycement.com/,Basic Materials; Cement; Construction Materials,,,,Thailand,,
TQM CORPORATION PUBLIC COMPANY,1.345 Billion USD,6774,1.345 Billion USD,6774,Thailand,,https://www.tqm.co.th/,Financial Services; Insurance,,,,Thailand,,
SAMITIVEJ PUBLIC COMPANY,1.333 Billion USD,6810,1.333 Billion USD,6810,Thailand,,https://www.samitivejhospitals.com/,Healthcare,,,,Thailand,,
SUPALAI PUBLIC COMPANY,1.323 Billion USD,6833,1.323 Billion USD,6833,Thailand,,https://www.supalai.com/,Real Estate,,,,Thailand,,
TESCO LOTUS RET GROWTH F&L PRP,1.309 Billion USD,6866,1.309 Billion USD,6866,Thailand,,,Financial Services; Asset Management,,,,Thailand,,
PT CIPUTRA DEVELOPMENT TBK,1.282 Billion USD,6956,1.282 Billion USD,6956,Indonesia,,https://ciputradevelopment.com/,Real Estate,,,,Frankfurt,,
P.T. FAJAR SURYA WISESA TBK,1.278 Billion USD,6968,1.278 Billion USD,6968,Indonesia,,http://www.fajarpaper.com/,Consumer Cyclical; Packaging,,,,Jakarta,,
BANGCHAK CORPORATION PUBLIC COMPANY,1.267 Billion USD,7000,1.267 Billion USD,7000,Thailand,,https://www.bangchak.co.th/,Energy; Oil and Gas,,,,Frankfurt,,
VINYTHAI PUBLIC COMPANY,1.264 Billion USD,7009,1.264 Billion USD,7009,Thailand,,http://www.vinythai.co.th/,Basic Materials; Chemicals,,,,Thailand,,
IGG,1.253 Billion USD,7049,1.253 Billion USD,7049,Singapore,,https://www.igg.com/,Communication Services; Gaming,,,,HKeX,,
BCPG PUBLIC COMPANY,1.250 Billion USD,7055,1.250 Billion USD,7055,Thailand,,https://www.bcpggroup.com/en,Utilities; Electric Utilities,,,,Thailand,,
PT MAHA PROPERTI INDONESIA TBK,1.246 Billion USD,7067,1.246 Billion USD,7067,Indonesia,,https://thekahyangansolo.com/,Real Estate; Construction,,,,Jakarta,,
THANACHART CAPITAL PUBLIC COMPANY,1.238 Billion USD,7083,1.238 Billion USD,7083,Thailand,,https://www.thanachart.co.th/,Financial Services,,,,Thailand,,
ABSOLUTE CLEAN ENERGY PUBLIC COMPANY,1.235 Billion USD,7100,1.235 Billion USD,7100,Thailand,,https://www.ace-energy.co.th/,Utilities; Electric Utilities,,,,Thailand,,
WHA PREMIUM GROWTH FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,1.231 Billion USD,7111,1.231 Billion USD,7111,Thailand,,https://www.whareit.com/,Real Estate,,,,Thailand,,
XP POWER,1.217 Billion USD,7162,1.217 Billion USD,7162,Singapore,,https://www.xppower.com/,Industries,,,,LSE,,
PT SMARTFREN TELECOM TBK,1.216 Billion USD,7164,1.216 Billion USD,7164,Indonesia,,https://www.techinasia.com/companies/pt-smartfren-telecom-tbk,Communication Services,,,,Jakarta,,
CK POWER PUBLIC COMPANY,1.209 Billion USD,7187,1.209 Billion USD,7187,Thailand,,http://www.ckpower.co.th/,Utilities; Electric Utilities,,,,Thailand,,
HI-P INTERNATIONAL,1.207 Billion USD,7190,1.207 Billion USD,7190,Singapore,,http://www.hi-p.com/,Industries; Industry Machinery,,,,Frankfurt,,
ASCENDAS INDIA TRUST,1.203 Billion USD,7210,1.203 Billion USD,7210,Singapore,,https://www.a-itrust.com/,Real Estate,,,,,,
HOTEL PROPERTIES,1.202 Billion USD,7217,1.202 Billion USD,7217,Singapore,,https://www.hotelprop.com.sg/,Consumer Cyclical,,,,Singapore,,
TPI POLENE POWER PUBLIC COMPANY,1.198 Billion USD,7230,1.198 Billion USD,7230,Thailand,,http://www.tpipolenepower.co.th/,Utilities; Electric Utilities,,,,Thailand,,
BANGKOK LIFE ASSURANCE PUBLIC COMPANY,1.195 Billion USD,7249,1.195 Billion USD,7249,Thailand,,https://www.bangkoklife.com/,Financial Services; Insurance,,,,Thailand,,
HO BEE LAND,1.188 Billion USD,7273,1.188 Billion USD,7273,Singapore,,https://hobee.com/,Real Estate,,,,,,
JMT NETWORK SERVICES PUBLIC COMPANY,1.171 Billion USD,7318,1.171 Billion USD,7318,Thailand,,,Financial Services,,,,Thailand,,
CDL HOSPITALITY TRUSTS,1.166 Billion USD,7332,1.166 Billion USD,7332,Singapore,,http://www.cdlht.com/,Real Estate,,,,Singapore,,
STAR PETROLEUM REFINING PUBLIC COMPANY,1.163 Billion USD,7340,1.163 Billion USD,7340,Thailand,,https://www.sprc.co.th/,Energy; Oil and Gas,,,,Thailand,,
PT. MEDIA NUSANTARA CITRA TBK,1.160 Billion USD,7353,1.160 Billion USD,7353,Indonesia,,https://www.mnc.co.id/en,Communication Services; Entertainment,,,,Jakarta,,
BANGKOK CHAIN HOSPITAL PUBLIC COMPANY,1.131 Billion USD,7458,1.131 Billion USD,7458,Thailand,,http://www.bangkokchainhospital.com/,Healthcare,,,,Thailand,,
WING TAI HOLDINGS,1.117 Billion USD,7518,1.117 Billion USD,7518,Singapore,,http://www.wingtaiasia.com.sg/,Real Estate,,,,,,
RAMKHAMHAENG HOSPITAL PUBLIC COMPANY,1.116 Billion USD,7519,1.116 Billion USD,7519,Thailand,,https://www.ram-hosp.co.th/,Healthcare,,,,Thailand,,
TICON FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,1.101 Billion USD,7570,1.101 Billion USD,7570,Thailand,,,Real Estate,,,,Thailand,,
ESR-REIT,1.069 Billion USD,7674,1.069 Billion USD,7674,Singapore,,https://www.esr-reit.com.sg/,Real Estate,,,,Singapore,,
PT INDO TAMBANGRAYA MEGAH TBK,1.067 Billion USD,7682,1.067 Billion USD,7682,Indonesia,,,Energy; Coal Mining,,,,Frankfurt,,
CENTRAL PLAZA HOTEL PUBLIC COMPANY,1.067 Billion USD,7684,1.067 Billion USD,7684,Thailand,,http://www.centarahotelsresorts.com/,Consumer Cyclical,,,,Thailand,,
HANA MICROELECTRONICS PUBLIC COMPANY,1.066 Billion USD,7687,1.066 Billion USD,7687,Thailand,,https://www.hanagroup.com/,Technology; Electronics; Capital Goods,,,,Thailand,,
REVOLUTION PRECRAFTED,,7693,,7693,Philippines,,https://revolutionprecrafted.com/,,,,,,,
PRESIDENT BAKERY PUBLIC COMPANY,1.050 Billion USD,7744,1.050 Billion USD,7744,Thailand,,http://www.farmhouse.co.th/,Consumer Defensive; FMCG; Package Foods,,,,Thailand,,
MEGA LIFESCIENCES PUBLIC COMPANY,1.039 Billion USD,7788,1.039 Billion USD,7788,Thailand,,https://www.megawecare.com/,Healthcare; Pharmaceutical,,,,Thailand,,
PT JAPFA COMFEED INDONESIA TBK,1.010 Billion USD,7912,1.010 Billion USD,7912,Indonesia,,https://www.japfacomfeed.co.id/,Consumer Defensive; Meat / Poultry / Fish / Chicken; Animal Feed,,,,Jakarta,,
THOMSON MEDICAL GROUP,1.000 Billion USD,7950,1.000 Billion USD,7950,Singapore,,https://www.thomsonmedicalgroup.com/,Hospitals; Healthcare Service,,,,Singapore,,
BANGKOK INSURANCE PUBLIC COMPANY,0.980 Billion USD,8028,0.980 Billion USD,8028,Thailand,,https://www.bangkokinsurance.com/,Financial Services; Insurance,,,,Thailand,,
PT. MITRA ADIPERKASA TBK,0.971 Billion USD,8062,0.971 Billion USD,8062,Indonesia,,https://www.map.co.id/,Consumer Cyclical; Retail; Department Stores,,,,Jakarta,,
IMPACT GROWTH REAL ESTATE INVESTMENT TRUST,0.969 Billion USD,8074,0.969 Billion USD,8074,Thailand,,http://www.impactgrowthreit.com/,Real Estate,,,,Thailand,,
FRASERS PROPERTY (THAILAND) PUBLIC COMPANY,0.951 Billion USD,8159,0.951 Billion USD,8159,Thailand,,https://www.frasersproperty.co.th/,Real Estate,,,,Thailand,,
MAXEON SOLAR TECHNOLOGIES,0.950 Billion USD,8164,0.950 Billion USD,8164,Singapore,,https://www.maxeon.com/,Technology; Solar Power Devices,,,,Nasdaq,Singapore ADRs,
BW LPG,0.937 Billion USD,8213,0.937 Billion USD,8213,Singapore,,https://www.bwlpg.com/,Industries; Shipping,,,,Frankfurt,,
CROMWELL EUROPEAN REAL ESTATE INVESTMENT TRUST,0.928 Billion USD,8250,0.928 Billion USD,8250,Singapore,,https://www.cromwelleuropeanreit.com.sg/,Real Estate,,,,Singapore,,
TIPCO ASPHALT PUBLIC COMPANY,0.921 Billion USD,8283,0.921 Billion USD,8283,Thailand,,http://www.tipcoasphalt.com/,Basic Materials; Construction Materials,,,,Thailand,,
CH. KARNCHANG PUBLIC COMPANY,0.917 Billion USD,8306,0.917 Billion USD,8306,Thailand,,http://www.ch-karnchang.co.th/,Industries; Construction,,,,Thailand,,
FAR EAST HOSPITALITY TRUST,0.917 Billion USD,8307,0.917 Billion USD,8307,Singapore,,http://www.fareasthospitalitytrust.com/,Real Estate,,,,Singapore,,
JASMINE INTERNATIONAL PUBLIC COMPANY,0.911 Billion USD,8337,0.911 Billion USD,8337,Thailand,,https://www.jasmine.com/,Communication Services,,,,Thailand,,
THAI VEGETABLE OIL PUBLIC COMPANY,0.910 Billion USD,8340,0.910 Billion USD,8340,Thailand,,https://www.tvothai.com/en/,Consumer Defensive; FMCG; Package Foods,,,,Thailand,,
THAIFOODS GROUP PUBLIC COMPANY,0.909 Billion USD,8341,0.909 Billion USD,8341,Thailand,,https://www.tfg.co.th/en/,Consumer Defensive; Food Products; Meat / Poultry / Fish / Chicken,,,,Thailand,,
CHULARAT HOSPITAL PUBLIC COMPANY,0.902 Billion USD,8374,0.902 Billion USD,8374,Thailand,,https://www.chularat.com/,Healthcare,,,,Thailand,,
UOB-KAY HIAN HOLDINGS,0.899 Billion USD,8386,0.899 Billion USD,8386,Singapore,,https://www.uobkayhian.com/,"Financial Services; Stock Markets, Trading, Capital Markets",,,,Singapore,,
MANULIFE US REAL ESTATE INVESTMENT TRUST,0.892 Billion USD,8416,0.892 Billion USD,8416,Singapore,,http://investor.manulifeusreit.sg/,Real Estate,,,,Singapore,,
PTG ENERGY PUBLIC COMPANY,0.885 Billion USD,8446,0.885 Billion USD,8446,Thailand,,https://www.ptgenergy.co.th/,Consumer Cyclical; Retail,,,,Thailand,,
SIAM FUTURE DEVELOPMENT PUBLIC COMPANY,0.884 Billion USD,8452,0.884 Billion USD,8452,Thailand,,https://www.siamfuture.com/en/,Real Estate,,,,Thailand,,
SUPER ENERGY CORPORATION PUBLIC COMPANY,0.875 Billion USD,8509,0.875 Billion USD,8509,Thailand,,http://www.supercorp.co.th/,Utilities; Electric Utilities,,,,Thailand,,
PT CIKARANG LISTRINDO TBK,0.856 Billion USD,8604,0.856 Billion USD,8604,Indonesia,,https://www.listrindo.com/,Utilities; Electric Utilities,,,,Jakarta,,
ESSO (THAILAND) PUBLIC COMPANY,0.854 Billion USD,8617,0.854 Billion USD,8617,Thailand,,https://www.esso.co.th/,Energy; Oil and Gas,,,,Frankfurt,,
STARHILL GLOBAL REAL ESTATE INVESTMENT TRUST,0.841 Billion USD,8686,0.841 Billion USD,8686,Singapore,,http://www.starhillglobalreit.com/,Real Estate; Retail,,,,Singapore,,
PT CITA MINERAL INVESTINDO TBK,0.839 Billion USD,8703,0.839 Billion USD,8703,Indonesia,,https://www.citamineral.com/,Basic Materials,,,,Jakarta,,
QUALITY HOUSES PUBLIC COMPANY,0.829 Billion USD,8745,0.829 Billion USD,8745,Thailand,,https://www.qh.co.th/,Real Estate,,,,Thailand,,
PT SUMMARECON AGUNG TBK,0.816 Billion USD,8814,0.816 Billion USD,8814,Indonesia,,https://www.summarecon.com/,Real Estate,,,,Frankfurt,,
THAI GROUP HOLDINGS PUBLIC COMPANY,0.815 Billion USD,8818,0.815 Billion USD,8818,Thailand,,http://www.segroup.co.th/,Financial Services; Insurance,,,,Thailand,,
OUE,0.814 Billion USD,8829,0.814 Billion USD,8829,Singapore,,https://oue.com.sg/,Real Estate,,,,Frankfurt,,
PT MNC VISION NETWORKS TBK,0.811 Billion USD,8854,0.811 Billion USD,8854,Indonesia,,https://www.mncvisionnetworks.com/,Communication Services; Entertainment,,,,Jakarta,,
HONG LEONG FINANCE,0.810 Billion USD,8857,0.810 Billion USD,8857,Singapore,,https://www.hlf.com.sg/,Financial Services,,,,Singapore,,
PLAN B MEDIA PUBLIC COMPANY,0.809 Billion USD,8868,0.809 Billion USD,8868,Thailand,,https://www.planbmedia.co.th/,Communication Services; Advertising,,,,Thailand,,
PT TIMAH TBK,0.786 Billion USD,8996,0.786 Billion USD,8996,Indonesia,,https://timah.com/,Basic Materials,,,,Jakarta,,
RATCHTHANI LEASING PUBLIC COMPANY,0.785 Billion USD,9002,0.785 Billion USD,9002,Thailand,,https://www.ratchthani.com/,Financial Services,,,,Thailand,,
PT SOLUSI BANGUN INDONESIA TBK,0.785 Billion USD,9008,0.785 Billion USD,9008,Indonesia,,https://solusibangunindonesia.com/,Basic Materials; Construction Materials,,,,Jakarta,,
BUKIT SEMBAWANG ESTATES,0.766 Billion USD,9134,0.766 Billion USD,9134,Singapore,,https://www.bukitsembawang.sg/,Real Estate,,,,Frankfurt,,
FRASERS HOSPITALITY TRUST,0.765 Billion USD,9137,0.765 Billion USD,9137,Singapore,,https://www.frasersproperty.com/reits/fht,Real Estate,,,,Singapore,,
AP (THAILAND) PUBLIC COMPANY,0.760 Billion USD,9162,0.760 Billion USD,9162,Thailand,,https://www.apthai.com/en/,Real Estate,,,,Thailand,,
PT SEMEN BATURAJA (PERSERO) TBK,0.752 Billion USD,9205,0.752 Billion USD,9205,Indonesia,,https://semenbaturaja.co.id/,Basic Materials; Construction Materials,,,,Jakarta,,
SASSEUR REAL ESTATE INVESTMENT TRUST,0.749 Billion USD,9221,0.749 Billion USD,9221,Singapore,,https://www.sasseurreit.com/,Real Estate; Retail,,,,Singapore,,
GUNKUL ENGINEERING PUBLIC COMPANY,0.738 Billion USD,9294,0.738 Billion USD,9294,Thailand,,https://www.gunkul.com/en,Industries; Engineering Products; Engineering Services,,,,Thailand,,
LH FINANCIAL GROUP PUBLIC COMPANY,0.732 Billion USD,9328,0.732 Billion USD,9328,Thailand,,https://lhfg.listedcompany.com/,Financial Services; Banking Services,,,,Thailand,,
THONBURI HEALTHCARE GROUP PUBLIC COMPANY,0.724 Billion USD,9382,0.724 Billion USD,9382,Thailand,,https://www.thg.co.th/en,Healthcare,,,,Thailand,,
SBS TRANSIT LTD,0.720 Billion USD,9407,0.720 Billion USD,9407,Singapore,,https://www.sbstransit.com.sg/,Industries; Railway,,,,Singapore,,
AEM HOLDINGS LTD,0.719 Billion USD,9413,0.719 Billion USD,9413,Singapore,,https://www.aem.com.sg/,Technology; Semi Conductors,,,,Singapore,,
PT BANK PEMBANGUNAN DAERAH JAWA TIMUR TBK,0.717 Billion USD,9425,0.717 Billion USD,9425,Indonesia,,,Financial Services; Banking Services,,,,Frankfurt,,
SAHA PATHANAPIBUL PUBLIC COMPANY,0.706 Billion USD,9493,0.706 Billion USD,9493,Thailand,,https://www.sahapat.co.th/en/,Consumer Defensive; Food Chains / Distributor,,,,Thailand,,
CIMB THAI BANK PUBLIC COMPANY,0.696 Billion USD,9560,0.696 Billion USD,9560,Thailand,,https://www.cimb.com/en/,Financial Services; Banking Services,,,,Thailand,,
CHINA AVIATION OIL (SINGAPORE) CORPORATION LTD,0.681 Billion USD,9677,0.681 Billion USD,9677,Singapore,,http://www.caosco.com/,Energy; Oil and Gas,,,,Frankfurt,,
AIMS APAC REIT,0.680 Billion USD,9679,0.680 Billion USD,9679,Singapore,,https://www.aimsapacreit.com/,Real Estate,,,,Singapore,,
OXLEY HOLDINGS,0.678 Billion USD,9698,0.678 Billion USD,9698,Singapore,,https://www.oxley.com.sg/,Real Estate,,,,,,
POLYPLEX (THAILAND) PUBLIC COMPANY,0.678 Billion USD,9700,0.678 Billion USD,9700,Thailand,,https://www.polyplexthailand.com/,Basic Materials; Chemicals,,,,Thailand,,
BANGKOK LAND PUBLIC COMPANY,0.677 Billion USD,9705,0.677 Billion USD,9705,Thailand,,http://www.bangkokland.co.th/,Real Estate,,,,Thailand,,
CHINA YUCHAI INTERNATIONAL,0.668 Billion USD,9774,0.668 Billion USD,9774,Singapore,,http://www.cyilimited.com/,Industries; Energy; Machinery Manufacturing,,,,NYSE,Singapore ADRs,
VIBHAVADI MEDICAL CENTER PUBLIC COMPANY,0.665 Billion USD,9794,0.665 Billion USD,9794,Thailand,,,Healthcare,,,,Thailand,,
EASTERN POLYMER GROUP PUBLIC COMPANY,0.663 Billion USD,9814,0.663 Billion USD,9814,Thailand,,http://www.epg.co.th/,Basic Materials; Chemicals,,,,Thailand,,
PRIMA MARINE PUBLIC COMPANY,0.663 Billion USD,9816,0.663 Billion USD,9816,Thailand,,https://www.primamarine.co.th/en,Energy; Oil and Gas,,,,Thailand,,
PT ANEKA TAMBANG TBK,0.661 Billion USD,9826,0.661 Billion USD,9826,Indonesia,,https://www.antam.com/en,Basic Materials,,,,Jakarta,,
SINARMAS LAND,0.660 Billion USD,9833,0.660 Billion USD,9833,Singapore,,https://sinarmasland.com/,Real Estate,,,,Singapore,,
PACIFIC CENTURY REGIONAL DEVELOPMENTS,0.653 Billion USD,9873,0.653 Billion USD,9873,Singapore,,https://www.pcrd.com/,Financial Services; Asset Management,,,,Frankfurt,,
SPCG PUBLIC COMPANY,0.653 Billion USD,9879,0.653 Billion USD,9879,Thailand,,https://www.spcg.co.th/en,Utilities; Electric Utilities,,,,Thailand,,
LENDLEASE GLOBAL COMMERCIAL REIT,0.650 Billion USD,9895,0.650 Billion USD,9895,Singapore,,https://www.lendleaseglobalcommercialreit.com/,Real Estate,,,,Singapore,,
CEBU AIR,0.647 Billion USD,9926,0.647 Billion USD,9926,Philippines,,https://www.cebupacificair.com/,Industries; Airlines; Aviation,,,,PSE,Philippines ADRs,Cebu Pacific Air is low cost airlines sector company with headquarters in Philippines.
SINO-THAI ENGINEERING AND CONSTRUCTION PUBLIC COMPANY,0.633 Billion USD,10012,0.633 Billion USD,10012,Thailand,,http://www.stecon.co.th/,Industries; Engineering Products; Engineering Services,,,,Thailand,,
PRIME US REIT,0.632 Billion USD,10017,0.632 Billion USD,10017,Singapore,,https://www.primeusreit.com/,Real Estate; Commercial Properties,,,,Singapore,,
AMATA CORPORATION PUBLIC COMPANY,0.625 Billion USD,10091,0.625 Billion USD,10091,Thailand,,https://www.amata.com/,Real Estate,,,,Thailand,,
R&B FOOD SUPPLY PUBLIC COMPANY,0.620 Billion USD,10127,0.620 Billion USD,10127,Thailand,,https://www.rbfoodsupply.co.th/,Consumer Defensive; FMCG; Package Foods,,,,Thailand,,
PT BANK SINARMAS TBK,0.619 Billion USD,10139,0.619 Billion USD,10139,Indonesia,,https://www.banksinarmas.com/,Financial Services; Banking Services,,,,Frankfurt,,
ORIGIN PROPERTY PUBLIC COMPANY,0.617 Billion USD,10156,0.617 Billion USD,10156,Thailand,,https://en.origin.co.th/,Real Estate,,,,Thailand,,
IFAST CORPORATION,0.617 Billion USD,10157,0.617 Billion USD,10157,Singapore,,https://www.ifastcorp.com/,Technology; Software and IT,,,,Singapore,,
JAY MART PUBLIC COMPANY,0.614 Billion USD,10182,0.614 Billion USD,10182,Thailand,,https://www.jaymart.co.th/,Consumer Cyclical; Retail,,,,Thailand,,
SIAMGAS AND PETROCHEMICALS PUBLIC COMPANY,0.613 Billion USD,10197,0.613 Billion USD,10197,Thailand,,,Energy; Petrochemicals; Oil and Gas,,,,Thailand,,
DYNASTY CERAMIC PUBLIC COMPANY,0.601 Billion USD,10293,0.601 Billion USD,10293,Thailand,,https://www.dynastyceramic.com/,Industries,,,,Thailand,,
GFPT PUBLIC COMPANY,0.593 Billion USD,10355,0.593 Billion USD,10355,Thailand,,https://www.gfpt.co.th/,Consumer Defensive; FMCG; Package Foods,,,,Thailand,,
