id,title,channel,url,published_date,description,relevance,data_skills,skills
D2vZmz-JsLw,Introduction to Machine Learning with MATLAB!,Joseph Delgadillo,https://youtube.com/watch?v=D2vZmz-JsLw,2017-09-18T00:03:07Z,Get The Complete MATLAB Course Bundle for 1 on 1 help! https://josephdelgadillo.com/product/matlab-course-bundle/ Enroll in the FREE course!,15.0,Matlab,MATLAB; Machine Learning
D6gtZrsYi6c,Unsupervised Learning | Unsupervised Learning Algorithms | Machine Learning Tutorial | Simplilearn,Simplilearn,https://youtube.com/watch?v=D6gtZrsYi6c,2020-05-22T04:30:04Z,Unsupervised learning is a machine learning technique to build models from unlabeled data. This video covers all the basics of unsupervised learning ...,2.0,Unsupervised Machine Learning,Artificial Intelligence (AI); Artificial Neural Network (ANN); Azure Machine Learning; Decision Making; Decision Tree; Deep Learning; Design; Facebook; Hierarchical Clustering; LinkedIn; Logistic Regression; Logistics; Machine Learning Algorithm; Naïve Bayes; Predictive Analytics; Programming Language; Python; Random Forest; Recommendation System; Regression; Shortage; Supervised Learning; Support Vector Machine (SVM); TensorFlow; Training; Twitter; Unsupervised Learning; Video; k-means Clustering
D9-UGlvWbaA,Machine Learning in Telugu | Supervised Unsupervised Reinforced in Telugu | Artificial Intelligence,Vamsi Bhavani,https://youtube.com/watch?v=D9-UGlvWbaA,2020-03-10T18:21:50Z,Download Vamsi Bhavani App https://play.google.com/store/apps/details?id=com.blogspot.vamsibhavani.vamsibhavani Machine learning (ML) is the scientific ...,34.0,Supervised Machine Learning,Artificial Intelligence (AI); Computer Vision; Data Mining; Email Filtering; Exploratory Data Analysis; Inference; Machine Learning Algorithm; Mathematical Modelling; Mathematical Optimization; Play; Predictive Analytics; Statistical Model; Statistics; Supervised Learning; Telugu; Training; Unsupervised Learning
D93bR6qInT8,Why do we need to learn C++ in 2020?,Stefan Mischook,https://youtube.com/watch?v=D93bR6qInT8,2020-10-01T20:04:02Z,Web hosting company pays for your code training: https://www.killersites.com/blog/2020/web-hosting-company-pays-for-your-web-design-training/ Learn all ...,50.0,C++,Blogging; C++; Factoring; Instagram; Links; Meta Language; Newsletters; Python; Regular Expressions; Training; Twitter; Web Design; Youtube
D9sU1hLT0QY,Reinforcement Learning for Trading Tutorial | $GME RL Python Trading,Nicholas Renotte,https://youtube.com/watch?v=D9sU1hLT0QY,2021-03-15T10:35:07Z,"Heard about RL? What about $GME? Well, they're both in the news a helluva lot right now. So why not bring them together. In this video you'll learn how to build ...",47.0,Reinforcement,Coding; Facebook; Finance; Github; Golang; LinkedIn; News; Pandas; Python; Reinforcement Learning; Securities; Table; Testing; Training; Video
DAU0qqh_I-A,Excel Charts &amp; Graphs: Learn the Basics for a Quick Start,Leila Gharani,https://youtube.com/watch?v=DAU0qqh_I-A,2017-11-23T13:13:21Z,"Learn the basics of Excel charts to be able to quickly create graphs for your Excel reports. The type of Excel charts covered are column, bar, line and a ...",29.0,Excel,E Charts; Graph; Instagram; Line Chart; LinkedIn; Links; Microsoft Excel; Spring; Twitter; Variable; Video; Youtube
DC5wtYGQ7XE,How to plan your Java learning path - Brain Bytes,Java Brains,https://youtube.com/watch?v=DC5wtYGQ7XE,2018-10-07T05:40:03Z,Are you are looking for a new job as a Java backend developer? Or are you just trying to improve your skills and cover the gaps in your knowledge? How do you ...,12.0,Java,Github; Golang; Java; Video
DCaiZq3aBSc,Hadoop Tutorial For Beginners | Hadoop Ecosystem Explained in 20 min! - Frank Kane,Udemy Tech,https://youtube.com/watch?v=DCaiZq3aBSc,2018-03-23T16:03:19Z,Explore the full course on Udemy (special discount included in the link): https://www.udemy.com/the-ultimate-hands-on-hadoop-tame-your-big-data/?,7.0,Hadoop,Apache Hadoop; Big Data
DDwKxoPf0Jo,Java Complete Tutorial In Nepali,Technology Channel,https://youtube.com/watch?v=DDwKxoPf0Jo,2018-04-07T13:40:30Z,Welcome to the Complete Java Programming tutorial in Nepali Language. In this video you will learn about practical concepts of Java Programming.,30.0,Java,Java; Programming; Video
DFkhUhrh_XE,Learn Power BI in One Video --2 hour Beginner Course,Absent Data,https://youtube.com/watch?v=DFkhUhrh_XE,2020-08-23T16:23:11Z,"Go from zero to practitioner in 2 hours. This comprehensive overview course will show you the fundamentals of building DAX measures, visualizations, and ...",16.0,Power BI,Business Intelligence (BI); Dashboard; Data Analysis; Github; Golang; LinkedIn; Market; Microsoft Power BI; Video; Visualization
DFs-du7Uc2w,Learn JavaScript in 60 Minutes | JavaScript Crash Course | JavaScript Tutorial | Edureka,edureka!,https://youtube.com/watch?v=DFs-du7Uc2w,2019-06-19T05:52:03Z,"Edureka Javascript Training: https://www.edureka.co/masters-program/full-stack-developer-training This Edureka video on ""JavaScript"" will help you learn ...",30.0,JavaScript,Angular; Array; Django; Facebook; Front End; Instagram; Investigational New Drug (IND); JavaScript; LinkedIn; MongoDB; Node.js; Python; React; Research; Technical Support; Training; Twitter; Variable; Video; Web Development; Youtube; jQuery
DKSZHN7jftI,Tutorial 1- Introduction to Neural Network and Deep Learning,Krish Naik,https://youtube.com/watch?v=DKSZHN7jftI,2019-07-17T11:25:57Z,"Hello All, Welcome to the Deep Learning playlist. In this video we will learn about the basic architecture of a neural network. ⭐ Kite is a free AI-powered coding ...",50.0,Deep Learning,Architecture; Artificial Intelligence (AI); Coding; Computer Vision; Data Science; Deep Learning; Documentation; Editor; Feature Engineering; Finance; Machine Learning; Natural Language Processing (NLP); Neural Network; Python; Statistics; Video; Youtube
DLRF-eeFj1g,How To Read And Understand Financial Statements As A Small Business,Bench Accounting,https://youtube.com/watch?v=DLRF-eeFj1g,2021-04-13T17:00:04Z,"In this video, we explain how to read and understand financial statements for small businesses. Learn more about how to read and understand financial ...",8.0,Financial Statements,Accounting; Balance Sheet; Bookkeeping; Facebook; Financial Statement; Income Statement; Instagram; LinkedIn; Template; Twitter; Video
DRjvbtsdbdM,UiPath AI Computer Vision - #Training,UiPath,https://youtube.com/watch?v=DRjvbtsdbdM,2019-02-19T13:47:49Z,Take a look at the UiPath AI Computer Vision capability built on deep learning. Computer Vision is a feature that allows for the real-time identification of each ...,34.0,Computer Vision,Artificial Intelligence (AI); Blogging; Computer Vision; Deep Learning; Facebook; LinkedIn; Training; Twitter
DTAc-uJj0BM,Top 10 books To Learn Hadoop In 2021 | Best Books For Hadoop Beginners | Hadoop Training | Edureka,edureka!,https://youtube.com/watch?v=DTAc-uJj0BM,2020-02-24T14:00:10Z,"Edureka Big Data Hadoop Certification Training - https://www.edureka.co/big-data-hadoop-training-certification This Edureka video on ""Top 10 books To Learn ...",18.0,Hadoop,.NET Framework; Apache Hive; Apache Oozie; Apache Pig; Apache Solr; Apache Spark; Apache Sqoop; Architecture; Aviation; Big Data Analysis; Big Data Analytics; Blogging; Computing; Database; Extract Transform Load (ETL); Facebook; Finance; HBase; Hadoop Distributed File System (HDFS); Image; Instagram; Investigational New Drug (IND); LinkedIn; MapReduce; NoSQL; Publishing; Resource Management; Retail; Social Media; Training; Twitter; Video
DTFD912ZJQg,Consolidated financial statements,The Finance Storyteller,https://youtube.com/watch?v=DTFD912ZJQg,2020-04-03T13:56:51Z,"What are consolidated financial statements, and how are consolidated financial statements prepared? When reviewing an annual report, you come across the ...",38.0,Financial Statements,.NET Framework; Annual Report; Balance Sheet; Documentation; Economics; Equity; Finance; Financial Statement; Generally Accepeted Accounting Principles (GAAP); Golang; International Financial Reporting Standards (IFRS); Investment; LeSS; Presentation; Sales; Variable; Video; Youtube
DToa6Zn7IEU,Apache Spark Machine Learning | Apache Spark Tutorial For Beginners | Simplilearn,Simplilearn,https://youtube.com/watch?v=DToa6Zn7IEU,2017-10-27T14:30:00Z,This informative tutorial walks us through using Spark's machine learning capabilities and Scala to train a logistic regression classifier on a larger-than-memory ...,20.0,SPARK,Algorithm; Android; Apache Hive; Apache Impala; Apache Pig; Apache Spark; Apache Sqoop; Architecture; Banking; Big Data Analysis; Big Data Analytics; Business Intelligence (BI); Cloudera; Configuration; Data Management; Database; Dataset; Facebook; File Format; HBase; Hadoop Distributed File System (HDFS); Human Resource Management; Information Technology (IT); Insurance; Logistic Regression; Logistics; Machine Learning; MapReduce; Processing; Programming; Regression; Scala; Social Media; Structured Query Language (SQL); Table; Telecommunication; Testing; Training; Twitter; eCommerce; iOS
DWsJc1xnOZo,Machine Learning Tutorial Part - 1 | Machine Learning Tutorial For Beginners  Part - 1 | Simplilearn,Simplilearn,https://youtube.com/watch?v=DWsJc1xnOZo,2018-09-27T15:00:04Z,Enroll for FREE Machine Learning Course & Get your Completion Certificate: ...,36.0,Unsupervised Machine Learning; Supervised Machine Learning,Analytical; Android; Artificial Intelligence (AI); Big Data; Data Science; Dataset; Decision Tree; Facebook; Facial Recognition; Golang; Linear Regression; LinkedIn; Machine Learning Algorithm; Market; Modelling; Nonlinear Regression; Recommendation Engine; Regression; Reinforcement Learning; Soft Computing; Support Vector Machine (SVM); Training; Twitter; Video; Youtube; iOS
DWv-4rVY_L8,Statistics for Psychology,SWARTWOODPREP,https://youtube.com/watch?v=DWv-4rVY_L8,2018-05-13T22:22:49Z,"John does a quick review of the normal distribution for students who have already seen it as prep for the videos on Sampling Distribution of the Mean, ...",39.0,Statistics,Analysis of Variance (ANOVA); Correlation; Hypothesis Testing; Log-Normal Distribution; Psychology; Sampling Distribution; Statistics; Video
DXBIWdm1V7I,Apache Spark Tutorial | Spark Tutorial For Beginners | Apache Spark Training | Simplilearn,Simplilearn,https://youtube.com/watch?v=DXBIWdm1V7I,2020-09-16T06:30:00Z,"This video on Spark Tutorial covers all the concepts you need to know in Spark. You will learn what apache spark is, the features of Apache Spark, and the ...",15.0,SPARK,Android; Apache Ant; Apache Hadoop; Apache Spark; Architecture; Big Data Analysis; Big Data Analytics; Business Intelligence (BI); Dataset; Distributed Database; Facebook; Graph; Information Technology (IT); Linear Regression; LinkedIn; Logistic Regression; Logistics; Machine Learning; MapReduce; Nonlinear Regression; Processing; Programming Language; PySpark; Regression; Reporting; Research; Scala; Scripting; Shell; Spark Streaming; Structured Query Language (SQL); Training; Twitter; Video; iOS; jQuery
DY3Hf5zbJA0,Data Cleansing with Data Cubes,"Dundas Data Visualization, Inc.",https://youtube.com/watch?v=DY3Hf5zbJA0,2014-11-10T12:05:41Z,This video goes into more detail about the functions available in a data cube for performing cleansing stepwise operations. You will learn how to transform your ...,30.0,Data Cleansing,Dashboard; Data Cleansing; Transformer; Video
DcawN2FEP-w,Javascript Tutorial | Javascript Tutorial for Beginners | Learn Javascript in 2021 | Great Learning,Great Learning,https://youtube.com/watch?v=DcawN2FEP-w,2021-04-09T12:00:05Z,Skip Intro: 00:01:45 Looking for a career upgrade and a better salary? We can help! Choose from our no. 1 ranked top programs which led to 25k+ career ...,39.0,JavaScript,Array; Artificial Intelligence (AI); Big Data Analysis; Big Data Analytics; Cybersecurity; Data Science; Dataset; Decision Making; HyperText Markup Language (HTML); Interpreter; Java; JavaScript; Machine Learning; Management; Microsoft Access; Network; Platform; Programming Language; Scripting Language; Variable; Web Browser; Web Development; Web Server
Dfw1zrDVTi8,"How To Use Trend Line Tools (Channels, Rays, Lines, and Regressions)",TradingView,https://youtube.com/watch?v=Dfw1zrDVTi8,2021-01-14T21:00:47Z,In this video we walk you through all of our Trend Line tools and how they can be used on your chart. Trend Line tools are essential for analyzing price action ...,31.0,Regressions,Chart; Facebook; R; Regression; Statistics; Twitter; Video
Di58YOzzkCs,Why learn Apache Spark in 2020 | What is new in Apache Spark | Apache Spark Training | Edureka,edureka!,https://youtube.com/watch?v=Di58YOzzkCs,2020-02-07T14:00:02Z,"Edureka Apache Spark and Scala Certification Training-https://www.edureka.co/apache-spark-scala-certification-training This Edureka video on ""Apache Spark ...",22.0,SPARK,.NET Framework; Apache Kafka; Apache Spark; Apache Sqoop; Application Programming Interface (API); Big Data Analysis; Big Data Analytics; Blogging; Business Intelligence (BI); Canonical-Correlation Analysis (CCA); Clustering; Data Engineering; Dataframe; Extract Transform Load (ETL); Facebook; Golang; Hadoop Distributed File System (HDFS); Hadoop MapReduce; Information Technology (IT); Instagram; Investigational New Drug (IND); LinkedIn; Lumen Data; Machine Learning Algorithm; Market; Network; Processing; PySpark; Scala; Shell; Software Architecture; Spark Streaming; Structured Query Language (SQL); Testing; Training; Twitter; Video
DiKwYKmQzJc,Preparing and curating your data for machine learning,Google Cloud Tech,https://youtube.com/watch?v=DiKwYKmQzJc,2019-11-23T18:00:00Z,Want to harness the power of machine learning for your business? One of the problems you will need to solve is what data you will be using to teach your ...,4.0,Data Preparation,Google Cloud Platform (GCP); Machine Learning
DlBIhpDjhbY,Tableau Expert Full Course | Tableau Training | Tableau Tutorial | Tableau Full Course | Simplilearn,Simplilearn,https://youtube.com/watch?v=DlBIhpDjhbY,2021-08-11T16:07:10Z,"This video on ""Tableau Expert Full Course"" will help beginners to learn the Tableau Fundamentals with a detailed theoretical explanation. The Tableau training ...",17.0,Tableau,Ad Design; Authentication; Big Data; Box Plot; Business Intelligence (BI); Business Intelligence Tool; Chart; Dashboard; Data Analytics; Data Mapping; Data Visualization; Database; Extensible Markup Language (XML); Facebook; Forecasting; Formatting; Instagram; JavaScript Object Notation (JSON); Kerberos; LinkedIn; Microsoft Access; Microsoft Excel; Platform; Reporting; Sorting; Statistics; Structured Query Language (SQL); Table; Tableau; Telegram; Training; Twitter; Video; Visualization; Youtube
DmUv0dh4adM,Learn to AB test like a professional,Acquitain Digital Marketing,https://youtube.com/watch?v=DmUv0dh4adM,2020-06-26T23:00:01Z,"Find out how to run effective A/B tests that increase a website's profitability with my online training course, 'Learn to A/B test like a professional'. From planning ...",24.0,AB Testing,A/B Testing; Training
DooxDIRAkPA,Deep Learning Full Course - Learn Deep Learning in 6 Hours | Deep Learning Tutorial | Edureka,edureka!,https://youtube.com/watch?v=DooxDIRAkPA,2019-09-08T08:38:47Z,AI & Deep Learning with TensorFlow (Use Code: YOUTUBE20): https://www.edureka.co/ai-deep-learning-with-tensorflow ** This Edureka Deep Learning Full ...,1.0,Deep Learning,Algorithm; Architecture; Artificial Intelligence (AI); Artificial Neural Network (ANN); Autoencoder; Caffe; Chatbot; Convolutional Neural Network (CNN); Convolutional Neural Network (ConvNet); Data Science; Dataset; Deep Learning; Facebook; Gradient Descent; Graph; Image; Instagram; Investigational New Drug (IND); Keras; LinkedIn; Machine Learning; Microsoft Cognitive Toolkit (CNTK); Multilayer Perceptron; Natural Language Processing (NLP); Object Detection; Principal Component Analysis (PCA); PyTorch; Recurrent Neural Network (RNN); Reinforcement Learning; Restricted Boltzmann Machine (RBM); Supervised Learning; TensorFlow; Training; Twitter; Unsupervised Learning; Variable; Video; Visualization
DsZ7lsTaAYo,Excel Basic Formulas and Functions,Excel Functions,https://youtube.com/watch?v=DsZ7lsTaAYo,2010-05-04T05:47:19Z,"Learn to create simple formulas and functions in an Excel worksheet To download the course materials, sample Excel files used in the videos and the handouts ...",23.0,Excel,.NET Framework; Microsoft Excel; Video
DtCPLDuzk8M,Time Series Analysis Overview | Basics of Time Series Forecasting| Understanding Time Series Data,Unfold Data Science,https://youtube.com/watch?v=DtCPLDuzk8M,2020-10-14T12:46:42Z,"Time Series Analysis Overview | Basics of Time Series Forecasting| Understanding Time Series Data #TimeSeriesAnalysis #UnfoldDataScience Hello All, My ...",7.0,Time Series Analysis,Artificial Intelligence (AI); Artificial Neural Network (ANN); Bagging; Boosting; Computer Programming; Data Science; Deep Learning; Ensemble; Facebook; Instagram; LinkedIn; Machine Learning; Mathematics; Medium; Microsoft Access; Music; Natural Language Processing (NLP); Python; R; Recommendation System; Statistics; Time Series Analysis; Time Series Forecasting; Twitter; Video; Youtube
DtOYBxi4AIE,Regression Analysis | Data Science Tutorial | Simplilearn,Simplilearn,https://youtube.com/watch?v=DtOYBxi4AIE,2017-08-11T06:24:58Z,"In statistical modeling, regression analysis is a statistical process for estimating the relationships among variables. It includes many techniques for modeling and ...",7.0,Regressions,Algorithm; Android; Big Data; Business Analysis; Business Analytics; Classification; Data Analysis; Data Science; Data Structure; Data Visualization; Density-Based Spatial Clustering of Applications with Noise (DBSCAN); Facebook; Hierarchical Clustering; Hypothesis Testing; Information Technology (IT); Linear Regression; Microsoft Excel; Nonlinear Regression; Python; R; RStudio; Regression; Regression Analysis; SAS; Statistical Model; Statistical Modelling; Training; Twitter; Variable; Visualization; iOS
DuY7TurBOhA,MCQ in Graph Theory,Nikita Maths Tutoring,https://youtube.com/watch?v=DuY7TurBOhA,2021-03-02T09:12:53Z,Fybsc MTH-103 (B) Graph Theory.,38.0,Graph Theory,Graph Theory
DvUYbUn9uQ4,Let&#39;s Learn C++ ~ Basics: 5 of 14  ~ References &amp; Pointers,Trevor Payne,https://youtube.com/watch?v=DvUYbUn9uQ4,2016-09-09T15:17:24Z,"Learn the basics of programming in C++ (Cpp) in this series of tutorials! This fifth lesson focuses on Pointers, References, dereference and 'address of' operators ...",36.0,C++,Array; C++; Debugging; Facebook; Github; Instagram; Music; Object-Oriented Programming (OOP); Python; RStudio; Scripting; Twitter; Variable; Visual Studio; Youtube; macOS
DvssthWjhbY,Statistics with Professor B:  How to Study Statistics,Michelle Benson,https://youtube.com/watch?v=DvssthWjhbY,2015-08-30T02:42:33Z,Some basic tips for my class and suggestions for general success in studying statistics. Music: Kevin MacLeod at www.imcompetech.com.,10.0,Statistics,Music; Statistics
Dy4KEXJsVIY,Video 7: Graph Theory (online class),MIT OpenCourseWare,https://youtube.com/watch?v=Dy4KEXJsVIY,2020-11-03T22:21:40Z,"MIT RES.21G-001 The User-Friendly Classroom, Spring 2016 View the complete course: https://ocw.mit.edu/RES-21G-001S16 Instructor: A. C. Kemp. YouTube ...",7.0,Graph Theory,Graph Theory; Social Media; Spring; Video; Youtube
DygD_W09FLg,How to Do a Presentation (or Panel Interview),Linda Raynier,https://youtube.com/watch?v=DygD_W09FLg,2019-06-05T13:00:02Z,HOW TO DO A PRESENTATION (OR PANEL INTERVIEW) ➡️ Watch my FREE Interview Strategy Workshop here: http://www.lindaraynier.com/signup ...,18.0,Presentation,Coaching; Data Presentation; Facebook; Instagram; LinkedIn; Video; Youtube
E-1xI85Zog8,MongoDB with Python Crash Course - Tutorial for Beginners,freeCodeCamp.org,https://youtube.com/watch?v=E-1xI85Zog8,2019-02-21T15:53:46Z,"Learn the most popular NoSQL / document database: MongoDB. In this quickstart tutorial, you'll be up and running with MongoDB and Python. Code: ...",7.5,MongoDB; NOSQL,Data Modelling; Database; Free Hand; Github; Medium; MongoDB; NoSQL; Programming; Python; Training; Video; Youtube; jQuery
E1K9SZCm0fQ,"C++ Machine Learning Tutorial Part 1 - Extract, Transform, Load (ETL)",Gerard Taylor,https://youtube.com/watch?v=E1K9SZCm0fQ,2018-10-31T20:15:11Z,C++ Machine Learning Tutorial Part 1 includes implementation of necessary data containers and structures that will be used in future videos. We build a data ...,5.0,Extract Transform Load (ETL),Algorithm; C++; Database; Extract Transform Load (ETL); Machine Learning; Transformer; Video
E3DujJ2PuEk,Presentation Skill - How to Present with Confidence,Victor Antonio,https://youtube.com/watch?v=E3DujJ2PuEk,2015-02-11T15:41:01Z,Presentation Skill - How to Present with Confidence. Know your material and know your audience is the key to a killer sales presentation. For more sales tips on ...,38.0,Presentation,Golang; Sales Presentation
E3xq6TVL3ME,How to Give a Basic Presentation in English,Learn English with EnglishClass101.com,https://youtube.com/watch?v=E3xq6TVL3ME,2021-08-05T02:42:07Z,Download TONS of FREE PDF lessons to learn English twice as fast: https://bit.ly/3CdK5pa You are an English beginner and want to get started with the English ...,22.0,Presentation,English; Facebook; Instagram; Links; Presentation; Rally; Twitter; Video; Youtube
E4BGGpsQrOM,stock returns regression in excel,Codible,https://youtube.com/watch?v=E4BGGpsQrOM,2015-02-23T15:19:50Z,"Download excel file to go with video: http://www.codible.com/pages/84 Analyze stock price data using Microsoft Excel to plot returns, and plot a regression line ...",24.0,Regressions,Finance; Financial Modelling; Golang; Microsoft Excel; Regression; Video
E5RjzSK0fvY,Linear Regression Algorithm | Linear Regression in Python | Machine Learning Algorithm | Edureka,edureka!,https://youtube.com/watch?v=E5RjzSK0fvY,2018-06-26T14:28:24Z,Machine Learning Training with Python: https://www.edureka.co/data-science-python-certification-course ** This Linear Regression Algorithm video is designed ...,13.5,Unsupervised Machine Learning; Regressions,Artificial Intelligence (AI); Azure Machine Learning; Clustering; Coding; Computer Science; Data Analysis; Data Science; Decision Tree; Dimensionality Reduction; Facebook; Gradle; Information Science; Instagram; Investigational New Drug (IND); LinkedIn; Logistic Regression; Logistics; Machine Learning Algorithm; Mathematics; Model Evaluation; Naïve Bayes; Nonlinear Regression; Predictive Model; Predictive Modelling; Processing; Programming Language Theory; Python; R; Random Forest; Regression; Reinforcement Learning; Scikit-learn; Simple Linear Regression; Statistics; Technical Support; Time Series; Training; Twitter; Video
EE8ZTQxa0AM,MongoDB in 5 Minutes with Eliot Horowitz,MongoDB,https://youtube.com/watch?v=EE8ZTQxa0AM,2018-02-13T18:59:03Z,"MongoDB's CTO and Co-Founder (2007-2020), Eliot Horowitz, provides a comprehensive introduction to MongoDB and walks through how the document model ...",8.0,MongoDB,Facebook; Instagram; LinkedIn; MongoDB; Relational Database; TikTok; Twitter
EHAOtwuaBmo,SQL VS NOSQL Explained In Nepali,Technology Channel,https://youtube.com/watch?v=EHAOtwuaBmo,2019-10-26T12:17:46Z,"In this video, you will learn difference about SQL and NOSQL. This video is only available in the Nepali language. Bishworaj Poudel Facebook: ...",37.0,NOSQL,Email; Facebook; Instagram; NoSQL; Structured Query Language (SQL); Video
EItlUEPCIzM,Machine Learning Tutorial Python - 13:  K Means Clustering Algorithm,codebasics,https://youtube.com/watch?v=EItlUEPCIzM,2019-02-04T12:03:39Z,K Means clustering algorithm is unsupervised machine learning technique used to cluster data points. In this tutorial we will go over some theory behind how k ...,20.0,Unsupervised Machine Learning,Algorithm; Coding; Creatio; Data Science; Facebook; Github; Golang; Jupyter Notebook; Matplotlib; Microsoft Access; Naïve Bayes; Pandas; Python; Scikit-learn; Supervised Learning; Supervised Machine Learning; Training; Tree; Twitter; Unsupervised Learning; Unsupervised Machine Learning; Video; Youtube; k-means Clustering
ELE2_Mftqoc,Reinforcement Learning Course - Full Machine Learning Tutorial,freeCodeCamp.org,https://youtube.com/watch?v=ELE2_Mftqoc,2019-05-14T12:19:37Z,"Reinforcement learning is an area of machine learning that involves taking right action to maximize reward in a particular situation. In this full tutorial course, you ...",4.0,Reinforcement,Algorithm; Artificial Intelligence (AI); Coding; Decision Process; Deep Learning; Exploit; Free Hand; Github; Machine Learning; Medium; Network; Programming; PyTorch; Reinforcement Learning; State-Action-Reward-State-Action (SARSA); TensorFlow; Tree; Video; Youtube
EMNlkhwWHn4,Udemy course: Learn Computer Vision with OpenCV and Python,Görüntü İşleme,https://youtube.com/watch?v=EMNlkhwWHn4,2019-04-18T10:42:17Z,A few examples from my Computer Vision Udemy Course Learn Computer Vision with OpenCV and Python - smiling detection - play dino runner - track ...,44.0,Computer Vision,Computer Vision; OpenCV; Play; Python
EN4fEbcFZ_E,Cloud Computing Full Course | Cloud Computing Tutorial For Beginners | Cloud Computing | Simplilearn,Simplilearn,https://youtube.com/watch?v=EN4fEbcFZ_E,2019-11-25T05:30:01Z,Enroll for Free on the Simplilearn Cloud Computing Courses and get a course completion certificate: ...,1.0,Cloud Technologies,Amazon Web Service (AWS); Android; Cloud Service; Computing Platform; Design; Facebook; Google Cloud Platform (GCP); History; IBM Cloud Computing; Information Technology (IT); LinkedIn; Market; Media; Microsoft Azure; Security; Transformer; Twitter; Youtube; iOS
EQZaSuK-PHs,Unsupervised Machine Learning - Hierarchical Clustering with Mean Shift Scikit-learn and Python,sentdex,https://youtube.com/watch?v=EQZaSuK-PHs,2015-02-02T15:40:56Z,This machine learning tutorial covers unsupervised learning with Hierarchical clustering. This is clustering where we allow the machine to determine how many ...,6.0,Unsupervised Machine Learning,.NET Framework; Hierarchical Clustering; Mean Shift; Python; Scikit-learn; Supervised Learning; Supervised Machine Learning; Twitter; Unsupervised Learning; Unsupervised Machine Learning
ETvvwTuiIps,"R vs Python for Data Science, Data Analytics, Machine Learning Building Apps, Moving to Production",Jonathan Ng,https://youtube.com/watch?v=ETvvwTuiIps,2018-10-23T20:04:07Z,R and Python each have their strengths. Learn when it's best to use each tool. www.DataStrategyWithJonathan.com.,50.0,R,Data Analytics; Data Science; Machine Learning; Python; R
EU_usIGh-Pk,Learn Apache Pig Latin in Under 2 Hours,Thomas Henson,https://youtube.com/watch?v=EU_usIGh-Pk,2015-05-27T00:14:36Z,What if I told you could write MapReduce jobs without having to write them in Java? Pig Latin is a powerful language that allows developers to write MapReduce ...,32.0,APACHE,Apache Hadoop; Apache Pig; MapReduce; Structured Query Language (SQL); Writing
E_hpyO-0NoM,Creating Stream processing application using Spark and Kafka in Scala | Spark Streaming Course,Learning Journal,https://youtube.com/watch?v=E_hpyO-0NoM,2020-11-26T11:18:23Z,Kite is a free AI-powered coding assistant that will help you code faster and smarter. Check out the below link.,50.0,SPARK,Apache Kafka; Artificial Intelligence (AI); Coding; Scala; Spark Streaming; Stream Processing
EcJERV3IiLM,"MongoDB Basics, CRUD and Node.js Integration",LearnWebCode,https://youtube.com/watch?v=EcJERV3IiLM,2020-11-16T17:11:56Z,Let's learn how to setup a MongoDB database in the cloud and then connect to it from within our Node.js application code. My Udemy Full-Stack Course: ...,22.0,MongoDB,Blogging; Cascading Style Sheet (CSS); Coding; Database; Documentation; Facebook; Git; Github; HyperText Markup Language (HTML); Instagram; JavaScript; MongoDB; Node.js; PHP; React; Twitter; Variable; Web Design; WordPress; Youtube
EjJ6bbXa7Cg,"Learn what is Machine learning, supervised &amp; unsupervised algorithms in less than 10 minutes!",Up data science,https://youtube.com/watch?v=EjJ6bbXa7Cg,2020-06-24T19:08:27Z,"Do you know what is Machine learning(ML) & what are main algorithms types in ML? Find it out here using Examples & different datasets, just in less than 10 ...",32.0,Supervised Machine Learning,Algorithm; Artificial Intelligence (AI); Classification; Clustering; Dataset; LeSS; Machine Learning; Microsoft; Predictive Model; Regression; Reinforcement Learning
EpXPemL8qeU,Introduction to Tableau Public | Tableau Public Tutorial | Edureka,edureka!,https://youtube.com/watch?v=EpXPemL8qeU,2019-02-07T15:06:55Z,"Tableau Certification Training: https://www.edureka.co/tableau-training-for-data-visualization ** This Edureka Live on ""Tableau Public"" talks all the features and ...",42.0,Tableau,Apache Hadoop; Big Data; Blogging; Business Analysis; Business Intelligence (BI); Business Intelligence Testing; Dashboard; Data Analytics; Data Visualization; Facebook; Golang; Gradle; Instagram; Investigational New Drug (IND); LinkedIn; Marketing; R; Scripting; Tableau; Technical Support; Training; Twitter; Video; Visualization
Ep_lDN2hmC0,Customer Market Segmentation using Unsupervised Machine Learning,Goeduhub Technologies,https://youtube.com/watch?v=Ep_lDN2hmC0,2020-10-11T09:17:04Z,"In this project based workshop, we will train unsupervised machine learning algorithms to perform customer market segmentation. Market Segmentation enables ...",37.0,Unsupervised Machine Learning,Artificial Intelligence (AI); Clustering; Machine Learning Algorithm; Market Segmentation; Marketing; Python; Supervised Machine Learning; Unsupervised Machine Learning
F0mpcRISFOU,Exponential Smoothing Forecast|Practical Time Series analysis (Machine Learning) in sktime (Python),datageekrj,https://youtube.com/watch?v=F0mpcRISFOU,2020-07-28T16:52:10Z,"Hello Guys, Welcome to this new tutorial on Statistical Forecasting Models (Exponential Forecasting) in a series on Practical Time series analysis in Python ...",40.0,Time Series Analysis,Exponential Smoothing; Github; Machine Learning; Python; Regression; Time Series Analysis; Time Series Forecasting; Video; Youtube
