name,market_value_21,world_rank_21,market_value_20,world_rank_20,country,ceo,website,sector,employee_count,annual_revenue,annual_net_income,stock_exchange,stock_category,description
SOILBUILD BUSINESS SPACE REIT,0.515 Billion USD,11006,0.515 Billion USD,11006,Singapore,,https://www.soilbuildreit.com/,Real Estate,,,,Singapore,,
LIPPO MALLS INDONESIA RETAIL TRUST,0.154 Billion USD,16503,0.154 Billion USD,16503,Singapore,,,Real Estate,,,,,,
DELFI,0.324 Billion USD,13325,0.324 Billion USD,13325,Singapore,,https://www.delfilimited.com/,Consumer Defensive; Chocolate & Confectionery,,,,Singapore,,
EC WORLD REAL ESTATE INVESTMENT TRUST,0.436 Billion USD,11821,0.436 Billion USD,11821,Singapore,,http://www.ecwreit.com/,Real Estate,,,,Singapore,,
UMS HOLDINGS,0.436 Billion USD,11824,0.436 Billion USD,11824,Singapore,,http://www.umsgroup.com.sg/,Technology; Semi Conductors,,,,Singapore,,
AEM HOLDINGS LTD,0.719 Billion USD,9413,0.719 Billion USD,9413,Singapore,,https://www.aem.com.sg/,Technology; Semi Conductors,,,,Singapore,,
DASIN RETAIL TRUST,0.462 Billion USD,11554,0.462 Billion USD,11554,Singapore,,http://dasintrust.com/,Real Estate,,,,Singapore,,
IREIT GLOBAL,0.459 Billion USD,11579,0.459 Billion USD,11579,Singapore,,http://www.ireitglobal.com/,Real Estate,,,,Singapore,,
FAR EAST ORCHARD,0.354 Billion USD,12890,0.354 Billion USD,12890,Singapore,,https://www.fareastorchard.com.sg/,Real Estate,,,,Frankfurt,,
ROXY-PACIFIC HOLDINGS,0.345 Billion USD,13017,0.345 Billion USD,13017,Singapore,,https://www.roxypacific.com.sg/,Real Estate,,,,Singapore,,
SABANA SHARI'AH COMPLIANT INDUSTRIAL REAL ESTATE INVESTMENT TRUST,0.283 Billion USD,13963,0.283 Billion USD,13963,Singapore,,,Real Estate,,,,Singapore,,
CHIP ENG SENG CORPORATION LTD,0.252 Billion USD,14470,0.252 Billion USD,14470,Singapore,,http://www.chipengseng.com.sg/,Real Estate,,,,,,
ARA US HOSPITALITY TRUST,0.188 Billion USD,15742,0.188 Billion USD,15742,Singapore,,https://www.araushotels.com/,Real Estate,,,,Singapore,,
EAGLE HOSPITALITY TRUST,,,,,Singapore,,,Real Estate,,,,Singapore,,
BONVESTS HOLDINGS,0.275 Billion USD,14091,0.275 Billion USD,14091,Singapore,,http://www.bonvests.com.sg/,Consumer Cyclical,,,,Singapore,,
ELEC & ELTEK INTERNATIONAL COMPANY,,,,,Singapore,,,Technology,,,,HKeX,,
BUND CENTER INVESTMENT LTD,0.299 Billion USD,13714,0.299 Billion USD,13714,Singapore,,http://www.bundcenter.com/en/,Real Estate,,,,Singapore,,
UNITED OVERSEAS INSURANCE,0.311 Billion USD,13502,0.311 Billion USD,13502,Singapore,,https://www.uoi.com.sg/,Financial Services; Insurance,,,,Singapore,,
TUAN SING HOLDINGS,0.283 Billion USD,13962,0.283 Billion USD,13962,Singapore,,https://www.tuansing.com/,Real Estate,,,,Singapore,,
FRENCKEN GROUP,0.426 Billion USD,11933,0.426 Billion USD,11933,Singapore,,https://www.frenckengroup.com/,Technology; Electronics; Capital Goods,,,,Singapore,,
SINGHAIYI GROUP,0.223 Billion USD,15048,0.223 Billion USD,15048,Singapore,,https://www.singhaiyi.com/,Real Estate,,,,Frankfurt,,
GOLDEN ENERGY AND RESOURCES,0.281 Billion USD,13993,0.281 Billion USD,13993,Singapore,,https://gear.com.sg/,Energy; Coal Mining,,,,,,
JINHAI INTERNATIONAL GROUP HOLDINGS,0.219 Billion USD,15120,0.219 Billion USD,15120,Singapore,,http://kttgroup.com.sg/,Industries,,,,HKeX,,
HIAP HOE,0.228 Billion USD,14943,0.228 Billion USD,14943,Singapore,,https://www.hiaphoe.com/,Real Estate,,,,Singapore,,
CENTURION CORPORATION,0.222 Billion USD,15067,0.222 Billion USD,15067,Singapore,,https://www.centurioncorp.com.sg/,Consumer Cyclical,,,,HKeX,,
WAVE LIFE SCIENCES,0.384 Billion USD,12503,0.384 Billion USD,12503,Singapore,,https://www.wavelifesciences.com,Healthcare; HealthCare Products; Biotechnology,,,,Nasdaq,Singapore ADRs,
TEMPLETON EMERGING MARKETS FUND,0.304 Billion USD,13607,0.304 Billion USD,13607,Singapore,,,Financial Services; Asset Management,,,,NYSE,,
BHG RETAIL REIT,0.213 Billion USD,15239,0.213 Billion USD,15239,Singapore,,http://www.bhgreit.com/,Real Estate; Retail,,,,Singapore,,
MOYA HOLDINGS ASIA,0.226 Billion USD,14988,0.226 Billion USD,14988,Singapore,,http://www.moyaasia.com/,Utilities; Water Utilities,,,,Singapore,,
LOW KENG HUAT (SINGAPORE),0.224 Billion USD,15034,0.224 Billion USD,15034,Singapore,,https://www.lkhs.com.sg/,Real Estate,,,,Singapore,,
YING LI INTERNATIONAL REAL ESTATE,0.130 Billion USD,17204,0.130 Billion USD,17204,Singapore,,http://www.yingligj.com/,Real Estate,,,,,,
SC HEALTH CORPORATION,0.234 Billion USD,14829,0.234 Billion USD,14829,Singapore,,https://www.schealthcorp.com/,Financial Services,,,,NYSE,Singapore ADRs,
HOTEL ROYAL,0.207 Billion USD,15356,0.207 Billion USD,15356,Singapore,,,Consumer Cyclical,,,,Singapore,,
ASPIAL CORPORATION,,,,,Singapore,,,Real Estate,,,,Singapore,,
CSE GLOBAL,0.182 Billion USD,15898,0.182 Billion USD,15898,Singapore,,http://www.cse.com.sg/,Technology; Software and IT,,,,Singapore,,
G. K. GOH HOLDINGS,0.186 Billion USD,15800,0.186 Billion USD,15800,Singapore,,https://www.gkgoh.com/,"Financial Services; Stock Markets, Trading, Capital Markets",,,,Singapore,,
IFAST CORPORATION,0.617 Billion USD,10157,0.617 Billion USD,10157,Singapore,,https://www.ifastcorp.com/,Technology; Software and IT,,,,Singapore,,
MICRO-MECHANICS (HOLDINGS),0.284 Billion USD,13945,0.284 Billion USD,13945,Singapore,,https://www.micro-mechanics.com/,Technology; Semi Conductors,,,,Singapore,,
REX INTERNATIONAL HOLDING,0.143 Billion USD,16800,0.143 Billion USD,16800,Singapore,,http://rexih.com/,Energy; Oil and Gas,,,,Frankfurt,,
KSH HOLDINGS,0.143 Billion USD,16812,0.143 Billion USD,16812,Singapore,,http://www.kimsengheng.com/,Real Estate,,,,Singapore,,
CORTINA HOLDINGS,0.258 Billion USD,14350,0.258 Billion USD,14350,Singapore,,http://www.cortina.com.sg/,Consumer Cyclical,,,,Singapore,,
SUNNINGDALE TECH LTD,0.223 Billion USD,15041,0.223 Billion USD,15041,Singapore,,https://sdaletech.com/,Consumer Cyclical; Automobile; Automobile Parts,,,,Singapore,,
GLOBAL INVESTMENTS,0.178 Billion USD,15989,0.178 Billion USD,15989,Singapore,,https://globalinvestmentslimited.com/,Financial Services; Asset Management; Asset Management,,,,Singapore,,
CREATIVE TECHNOLOGY LTD,0.128 Billion USD,17267,0.128 Billion USD,17267,Singapore,,http://www.asia.creative.com/,Technology,,,,Frankfurt,,
EPIC GAS,,,,,Singapore,,https://www.epic-gas.com/,Energy,,,,EURONEXT,,
SING INVESTMENTS & FINANCE,0.157 Billion USD,16443,0.157 Billion USD,16443,Singapore,,https://www.sif.com.sg/,Financial Services,,,,Singapore,,
HWA HONG CORPORATION,0.138 Billion USD,16940,0.138 Billion USD,16940,Singapore,,https://www.hwahongcorp.com/,Real Estate,,,,Singapore,,
CHUAN HUP HOLDINGS,0.144 Billion USD,16789,0.144 Billion USD,16789,Singapore,,http://www.chuanhup.com.sg/,Real Estate,,,,Singapore,,
GEO ENERGY RESOURCES,0.195 Billion USD,15606,0.195 Billion USD,15606,Singapore,,http://www.geocoal.com/,Energy; Coal Mining,,,,Singapore,,
ISETAN (SINGAPORE),0.094 Billion USD,18427,0.094 Billion USD,18427,Singapore,,http://www.isetan.com.sg/,Consumer Cyclical,,,,Singapore,,
PROPNEX,0.218 Billion USD,15130,0.218 Billion USD,15130,Singapore,,https://www.propnex.com/,Real Estate,,,,Singapore,,
OPTIMA AUTOMOBILE GROUP HOLDINGS,0.149 Billion USD,16652,0.149 Billion USD,16652,Singapore,,http://www.ow.sg/,Consumer Cyclical; Automobile; Automobile Parts,,,,HKeX,,
CHALLENGER TECHNOLOGIES,0.125 Billion USD,17351,0.125 Billion USD,17351,Singapore,,http://www.challenger.com.sg/,Technology,,,,Singapore,,
APAC REALTY,0.120 Billion USD,17512,0.120 Billion USD,17512,Singapore,,http://www.apacrealty.com.sg/,Real Estate,,,,Singapore,,
COOL LINK (HOLDINGS),0.038 Billion USD,21557,0.038 Billion USD,21557,Singapore,,,Consumer Defensive; Food Chains / Distributor,,,,HKeX,,
HOTUNG INVESTMENT HOLDINGS,0.123 Billion USD,17396,0.123 Billion USD,17396,Singapore,,http://www.hihl.com.sg/,Financial Services,,,,Singapore,,
AMOS GROUP,0.039 Billion USD,21431,0.039 Billion USD,21431,Singapore,,,Energy; Shipping,,,,,,
PIPELINE ENGINEERING HOLDING,0.119 Billion USD,17537,0.119 Billion USD,17537,Singapore,,,Industries; Engineering Products; Engineering Services,,,,HKeX,,
SINGAPORE REINSURANCE CORPORATION,0.133 Billion USD,17116,0.133 Billion USD,17116,Singapore,,https://www.singre.com.sg/,Financial Services; Insurance,,,,Singapore,,
GRINDROD SHIPPING HOLDINGS,0.078 Billion USD,19127,0.078 Billion USD,19127,Singapore,,http://www.grinshipping.com/,Industries; Shipping,,,,Nasdaq,Singapore ADRs,
MYP,0.099 Billion USD,18216,0.099 Billion USD,18216,Singapore,,http://www.myp.com.sg/,Real Estate,,,,Singapore,,
SING HOLDINGS,0.111 Billion USD,17790,0.111 Billion USD,17790,Singapore,,http://www.singholdings.com/,Real Estate,,,,Singapore,,
UNITED GLOBAL,0.098 Billion USD,18255,0.098 Billion USD,18255,Singapore,,http://www.unitedgloballimited.com/,Energy; Oil and Gas,,,,Singapore,,
HEETON HOLDINGS,0.071 Billion USD,19467,0.071 Billion USD,19467,Singapore,,,Real Estate,,,,Singapore,,
PEC,0.082 Billion USD,18923,0.082 Billion USD,18923,Singapore,,http://www.peceng.com/,Energy; Oil and Gas,,,,Singapore,,
XINGHUA PORT HOLDINGS,,,,,Singapore,,,Industries; Infrastructure,,,,HKeX,,
ISP GLOBAL,0.193 Billion USD,15643,0.193 Billion USD,15643,Singapore,,http://www.ispg.hk/,Technology,,,,HKeX,,
ABERDEEN JAPAN EQUITY FUND,0.127 Billion USD,17292,0.127 Billion USD,17292,Singapore,,,Financial Services; Asset Management,,,,NYSE,,
SINGAPURA FINANCE,0.102 Billion USD,18109,0.102 Billion USD,18109,Singapore,,https://www.singapurafinance.com.sg/,Financial Services,,,,Singapore,,
PROCURRI CORPORATION,0.061 Billion USD,20015,0.061 Billion USD,20015,Singapore,,,Technology; Software and IT,,,,Singapore,,
ZACD GROUP,0.074 Billion USD,19316,0.074 Billion USD,19316,Singapore,,,Financial Services; Asset Management; Asset Management,,,,HKeX,,
HAI LECK HOLDINGS,0.076 Billion USD,19201,0.076 Billion USD,19201,Singapore,,,Energy,,,,Singapore,,
8I ENTERPRISES ACQUISITION,,,,,Singapore,,,Financial Services,,,,Nasdaq,,
NERA TELECOMMUNICATIONS LTD,0.050 Billion USD,20640,0.050 Billion USD,20640,Singapore,,,Technology,,,,Singapore,,
ISDN HOLDINGS,0.133 Billion USD,17123,0.133 Billion USD,17123,Singapore,,http://www.isdnholdings.com/,Industries; Construction,,,,HKeX,,
POWERMATIC DATA SYSTEMS,0.065 Billion USD,19806,0.065 Billion USD,19806,Singapore,,,Technology,,,,Singapore,,
SLB DEVELOPMENT,0.070 Billion USD,19521,0.070 Billion USD,19521,Singapore,,,Real Estate,,,,Singapore,,
CEI,0.064 Billion USD,19831,0.064 Billion USD,19831,Singapore,,,Technology; Electronics; Capital Goods,,,,Singapore,,
IFS CAPITAL,0.053 Billion USD,20461,0.053 Billion USD,20461,Singapore,,,Financial Services,,,,Singapore,,
PNE INDUSTRIES LTD,0.062 Billion USD,19955,0.062 Billion USD,19955,Singapore,,,Technology; Electronics; Capital Goods,,,,Singapore,,
BAKER TECHNOLOGY,0.036 Billion USD,21744,0.036 Billion USD,21744,Singapore,,,Energy; Oil and Gas; Oil and Gas,,,,Singapore,,
TECHNOVATOR INTERNATIONAL,0.074 Billion USD,19344,0.074 Billion USD,19344,Singapore,,,Technology; Electronics; Capital Goods,,,,HKeX,,
SERIAL SYSTEM LTD,0.056 Billion USD,20300,0.056 Billion USD,20300,Singapore,,,Technology,,,,Singapore,,
AVI-TECH ELECTRONICS,0.053 Billion USD,20441,0.053 Billion USD,20441,Singapore,,,Technology; Electronics; Semi Conductors,,,,Frankfurt,,
MULTI-CHEM,0.093 Billion USD,18460,0.093 Billion USD,18460,Singapore,,http://www.multichem.com.sg/,Technology,,,,Singapore,,
SHINVEST HOLDING,0.084 Billion USD,18819,0.084 Billion USD,18819,Singapore,,https://www.shinvest.com.sg/,Industries,,,,Singapore,,
ASLAN PHARMACEUTICALS,,,,,Singapore,,http://aslanpharma.com/,Healthcare; Pharmaceutical; HealthCare Products,,,,,Singapore ADRs,ASLAN Pharmaceuticals is a clinical-stage immunology focused biopharmaceutical company developing innovative treatments to transform the lives of patients. Headquarters is in Singapore.
ELLIPSIZ LTD,0.042 Billion USD,21242,0.042 Billion USD,21242,Singapore,,,Technology; Semi Conductors,,,,Singapore,,
SUNRIGHT,0.038 Billion USD,21530,0.038 Billion USD,21530,Singapore,,,Technology; Semi Conductors,,,,Singapore,,
ISOTEAM,0.034 Billion USD,21855,0.034 Billion USD,21855,Singapore,,,Real Estate,,,,Singapore,,
GOODLAND GROUP,,26564,,26564,Singapore,,,Real Estate,,,,Singapore,,
BROADWAY INDUSTRIAL GROUP,0.060 Billion USD,20049,0.060 Billion USD,20049,Singapore,,,Technology,,,,Singapore,,
GRAND VENTURE TECHNOLOGY,0.058 Billion USD,20191,0.058 Billion USD,20191,Singapore,,,Technology; Semi Conductors,,,,Singapore,,
MERCURIUS CAPITAL INVESTMENT,0.024 Billion USD,22865,0.024 Billion USD,22865,Singapore,,,Real Estate,,,,Singapore,,
ADDVALUE TECHNOLOGIES LTD,0.034 Billion USD,21876,0.034 Billion USD,21876,Singapore,,,Technology,,,,Singapore,,
EXCELPOINT TECHNOLOGY,,,,,Singapore,,,Technology,,,,Singapore,,
GSS ENERGY,0.019 Billion USD,23342,0.019 Billion USD,23342,Singapore,,,Technology; Electronics; Capital Goods,,,,Singapore,,
TOP GLOBAL,0.035 Billion USD,21830,0.035 Billion USD,21830,Singapore,,,Real Estate,,,,Singapore,,
MTQ CORPORATION,0.035 Billion USD,21840,0.035 Billion USD,21840,Singapore,,,Energy; Oil and Gas,,,,Singapore,,
SINGAPORE EDEVELOPMENT,0.083 Billion USD,18858,0.083 Billion USD,18858,Singapore,,,Real Estate,,,,Singapore,,
TIH,0.037 Billion USD,21622,0.037 Billion USD,21622,Singapore,,,Financial Services; Asset Management; Asset Management,,,,Singapore,,
INTERRA RESOURCES,0.021 Billion USD,23096,0.021 Billion USD,23096,Singapore,,,Energy; Oil and Gas,,,,Singapore,,
NEW SILKROUTES GROUP,0.010 Billion USD,24517,0.010 Billion USD,24517,Singapore,,,Energy; Oil and Gas,,,,Singapore,,
CHEUNG WOH TECHNOLOGIES LTD,0.033 Billion USD,21978,0.033 Billion USD,21978,Singapore,,,Technology,,,,Singapore,,
GLOBAL INVACOM GROUP,0.017 Billion USD,23538,0.017 Billion USD,23538,Singapore,,,Technology,,,,Singapore,,
KIM HENG OFFSHORE & MARINE HOLDINGS,0.017 Billion USD,23566,0.017 Billion USD,23566,Singapore,,,Energy; Oil and Gas,,,,Singapore,,
MYANMAR INVESTMENTS INTERNATIONAL,0.027 Billion USD,22498,0.027 Billion USD,22498,Singapore,,,Financial Services; Asset Management,,,,,,
CH OFFSHORE LTD,,26664,,26664,Singapore,,,Energy; Oil and Gas,,,,Singapore,,
GYP PROPERTIES,0.024 Billion USD,22784,0.024 Billion USD,22784,Singapore,,,Real Estate,,,,Singapore,,
ANACLE SYSTEMS,0.018 Billion USD,23459,0.018 Billion USD,23459,Singapore,,,Technology,,,,HKeX,,
ASTI HOLDINGS,0.014 Billion USD,23983,0.014 Billion USD,23983,Singapore,,,Technology; Semi Conductors,,,,Singapore,,
AP OIL INTERNATIONAL,0.019 Billion USD,23406,0.019 Billion USD,23406,Singapore,,,Energy; Oil and Gas,,,,Singapore,,
FEDERAL INTERNATIONAL (2000) LTD,0.014 Billion USD,23984,0.014 Billion USD,23984,Singapore,,,Energy; Oil and Gas,,,,Singapore,,
JADASON ENTERPRISES LTD,0.014 Billion USD,23991,0.014 Billion USD,23991,Singapore,,,Technology; Electronics; Capital Goods,,,,Singapore,,
BAN LEONG TECHNOLOGIES,0.021 Billion USD,23128,0.021 Billion USD,23128,Singapore,,,Technology,,,,Singapore,,
JUBILEE INDUSTRIES HOLDINGS,0.008 Billion USD,24710,0.008 Billion USD,24710,Singapore,,,Technology,,,,Singapore,,
RH PETROGAS,0.014 Billion USD,23920,0.014 Billion USD,23920,Singapore,,,Energy; Oil and Gas; Oil and Gas,,,,Singapore,,
3CNERGY,0.032 Billion USD,22053,0.032 Billion USD,22053,Singapore,,,Real Estate,,,,Singapore,,
IEV HOLDINGS,0.014 Billion USD,23901,0.014 Billion USD,23901,Singapore,,,Energy; Oil and Gas,,,,Singapore,,
TREK 2000 INTERNATIONAL LTD,0.026 Billion USD,22576,0.026 Billion USD,22576,Singapore,,,Technology,,,,Frankfurt,,
ACCRELIST,0.010 Billion USD,24423,0.010 Billion USD,24423,Singapore,,,Technology,,,,Singapore,,
AMPLEFIELD,0.021 Billion USD,23175,0.021 Billion USD,23175,Singapore,,,Real Estate,,,,Singapore,,
MANUFACTURING INTEGRATION TECHNOLOGY LTD,0.014 Billion USD,23999,0.014 Billion USD,23999,Singapore,,,Technology; Semi Conductors,,,,Singapore,,
OKH GLOBAL,0.013 Billion USD,24118,0.013 Billion USD,24118,Singapore,,,Real Estate,,,,Singapore,,
ANAN INTERNATIONAL,0.086 Billion USD,18741,0.086 Billion USD,18741,Singapore,,http://www.ananinternational.com/,Energy; Oil and Gas,,,,Singapore,,
JASPER INVESTMENTS,,,,,Singapore,,,Energy; Oil and Gas,,,,Singapore,,
CWX GLOBAL,,26813,,26813,Singapore,,,Energy; Oil and Gas,,,,Singapore,,
EMERGING TOWNS & CITIES SINGAPORE,,,,,Singapore,,,Real Estate,,,,Singapore,,
KTL GLOBAL,0.005 Billion USD,,0.005 Billion USD,,Singapore,,,Energy,,,,Singapore,,
ASIATIC GROUP (HOLDINGS),0.008 Billion USD,24685,0.008 Billion USD,24685,Singapore,,,Utilities,,,,Singapore,,
CASA HOLDINGS,0.008 Billion USD,24695,0.008 Billion USD,24695,Singapore,,,Technology,,,,Singapore,,
IMPERIUM CROWN,0.008 Billion USD,24704,0.008 Billion USD,24704,Singapore,,,Real Estate,,,,Singapore,,
BLACKGOLD NATURAL RESOURCES,0.012 Billion USD,24203,0.012 Billion USD,24203,Singapore,,,Energy; Coal Mining,,,,Singapore,,
HYFLUX LTD,0.036 Billion USD,21735,0.036 Billion USD,21735,Singapore,,,Utilities; Water Utilities,,,,,Singapore ADRs,
NEXION TECHNOLOGIES,0.059 Billion USD,20130,0.059 Billion USD,20130,Singapore,,,Technology; Software and IT Infrastructure,,,,HKeX,,
SINCAP GROUP,0.008 Billion USD,24714,0.008 Billion USD,24714,Singapore,,,Energy; Coal Mining,,,,Singapore,,
REEBONZ HOLDING,,,,,Singapore,,https://www.reebonz.com/,Consumer Cyclical; Retail; Internet or Mobile App Based Business,,,,,,
NTEGRATOR INTERNATIONAL,0.008 Billion USD,24802,0.008 Billion USD,24802,Singapore,,,Technology; Software and IT,,,,Singapore,,
ADVENTUS HOLDINGS,0.027 Billion USD,22461,0.027 Billion USD,22461,Singapore,,,Technology,,,,Singapore,,
OLIVE TREE ESTATES,0.007 Billion USD,24917,0.007 Billion USD,24917,Singapore,,,Real Estate,,,,Singapore,,
OEL (HOLDINGS),0.011 Billion USD,24367,0.011 Billion USD,24367,Singapore,,,Real Estate,,,,Singapore,,
ASIAN MICRO HOLDINGS,0.011 Billion USD,24319,0.011 Billion USD,24319,Singapore,,,Energy; Oil and Gas; Oil and Gas,,,,Singapore,,
TEHO INTERNATIONAL,0.008 Billion USD,24787,0.008 Billion USD,24787,Singapore,,,Energy; Oil and Gas,,,,Singapore,,
REGAL INTERNATIONAL GROUP,0.013 Billion USD,24072,0.013 Billion USD,24072,Singapore,,,Real Estate,,,,Singapore,,
