name,market_value_21,world_rank_21,market_value_20,world_rank_20,country,ceo,website,sector,employee_count,annual_revenue,annual_net_income,stock_exchange,stock_category,description
PT J RESOURCES ASIA PASIFIK TBK,0.497 Billion USD,11181,0.497 Billion USD,11181,Indonesia,,http://www.jresources.com/,Basic Materials; Gold Mining,,,,Jakarta,,
PT CITRA MARGA NUSAPHALA PERSADA TBK,,,,,Indonesia,,,Industries; Infrastructure,,,,Jakarta,,
PT SALIM IVOMAS PRATAMA TBK,,,,,Indonesia,,,Consumer Defensive,,,,Jakarta,,
PT BLUE BIRD TBK,,,,,Indonesia,,,Industries; Railway,,,,Jakarta,,
PT. INDIKA ENERGY TBK,,,,,Indonesia,,,Energy; Coal Mining,,,,Jakarta,,
PT ASTRA OTOPARTS TBK,,,,,Indonesia,,,Consumer Cyclical; Automobile; Automobile Parts,,,,Jakarta,,
PT TIMAH TBK,0.786 Billion USD,8996,0.786 Billion USD,8996,Indonesia,,https://timah.com/,Basic Materials,,,,Jakarta,,
PT ASURANSI TUGU PRATAMA INDONESIA TBK,,,,,Indonesia,,,Financial Services; Insurance,,,,Jakarta,,
PT KAWASAN INDUSTRI JABABEKA TBK,,,,,Indonesia,,,Industries,,,,Jakarta,,
PT TEMPO SCAN PACIFIC TBK,,,,,Indonesia,,,Healthcare; Pharmaceutical,,,,Jakarta,,
PT SARIGUNA PRIMATIRTA TBK,,,,,Indonesia,,,Consumer Defensive; Non-Alcoholic Beverages; Beverages,,,,Jakarta,,
PT JAYA SUKSES MAKMUR SENTOSA TBK,,,,,Indonesia,,,Real Estate,,,,Jakarta,,
PT KRAKATAU STEEL (PERSERO) TBK,0.589 Billion USD,10378,0.589 Billion USD,10378,Indonesia,,https://www.krakatausteel.com/,Basic Materials; Iron and Steel; Metals,,,,Jakarta,,
PT CITA MINERAL INVESTINDO TBK,0.839 Billion USD,8703,0.839 Billion USD,8703,Indonesia,,https://www.citamineral.com/,Basic Materials,,,,Jakarta,,
PT ERAJAYA SWASEMBADA TBK,,,,,Indonesia,,,Consumer Cyclical; Retail,,,,Jakarta,,
PT BATAVIA PROSPERINDO INTERNASIONAL TBK,,,,,Indonesia,,,Financial Services,,,,Jakarta,,
PT ENSEVAL PUTERA MEGATRADING TBK,,,,,Indonesia,,,Healthcare,,,,Jakarta,,
PT MNC KAPITAL INDONESIA TBK,,,,,Indonesia,,,"Financial Services; Stock Markets, Trading, Capital Markets",,,,Jakarta,,
PT DELTA DJAKARTA TBK,0.240 Billion USD,14698,0.240 Billion USD,14698,Indonesia,,https://www.deltajkt.co.id/,Consumer Defensive; Alcoholic Beverages; Beverages,,,,Jakarta,,
PT MENTENG HERITAGE REALTY TBK,0.022 Billion USD,23017,0.022 Billion USD,23017,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT SRI REJEKI ISMAN TBK,,,,,Indonesia,,,Consumer Cyclical; Textile,,,,Jakarta,,
PT BANK WOORI SAUDARA INDONESIA 1906 TBK,,,,,Indonesia,,,Financial Services; Banking Services,,,,Jakarta,,
PT DHARMA SATYA NUSANTARA TBK,,,,,Indonesia,,,Consumer Defensive,,,,Jakarta,,
PT TUNAS BARU LAMPUNG TBK,,,,,Indonesia,,,Consumer Defensive,,,,Jakarta,,
PT. GLOBAL MEDIACOM TBK,,,,,Indonesia,,,Communication Services; Entertainment,,,,Jakarta,,
PT BINTANG OTO GLOBAL TBK,,,,,Indonesia,,https://www.bintangotoglobal.com/,Consumer Cyclical; Automobile; Retail,,,,Jakarta,,
PT IMPACK PRATAMA INDUSTRI TBK,0.455 Billion USD,11615,0.455 Billion USD,11615,Indonesia,,https://www.impack-pratama.com/,Basic Materials; Construction Materials,,,,Jakarta,,
PT BUMI RESOURCES TBK,,,,,Indonesia,,,Energy; Coal Mining,,,,Frankfurt,,
PT TUNAS RIDEAN TBK,,,,,Indonesia,,http://www.tunasgroup.com/,Consumer Cyclical; Automobile; Retail,,,,Jakarta,,Automobile Dealership company with headquarters in Indonesia.
PT FAST FOOD INDONESIA TBK,,,,,Indonesia,,,Consumer Cyclical; Restaurants,,,,Jakarta,,
PT HUMPUSS INTERMODA TRANSPORTASI,,,,,Indonesia,,,Industries; Shipping,,,,Jakarta,,
PT EAGLE HIGH PLANTATIONS TBK,,,,,Indonesia,,,Consumer Defensive,,,,Jakarta,,
PT KINO INDONESIA TBK,,,,,Indonesia,,,Industries,,,,Jakarta,,
PT GARUDA MAINTENANCE FACILITY AERO ASIA TBK,,,,,Indonesia,,,Industries; Aerospace and Defense,,,,Jakarta,,
PT BARAMULTI SUKSESSARANA TBK,,,,,Indonesia,,,Energy; Coal Mining,,,,Jakarta,,
PT ALAM SUTERA REALTY TBK,,,,,Indonesia,,,Real Estate,,,,Jakarta,,
PT GUNUNG RAJA PAKSI TBK,0.377 Billion USD,12593,0.377 Billion USD,12593,Indonesia,,https://www.gunungrajapaksi.com/,Basic Materials,,,,Jakarta,,
PT BANK INA PERDANA TBK,,,,,Indonesia,,,Financial Services; Banking Services,,,,Jakarta,,
PT TIGARAKSA SATRIA TBK,,,,,Indonesia,,,Consumer Defensive; Food Chains / Distributor,,,,Jakarta,,
PT PANINVEST TBK,,,,,Indonesia,,,Financial Services; Insurance,,,,Jakarta,,
P.T. METRODATA ELECTRONICS TBK,,,,,Indonesia,,,Technology; Electronics,,,,Jakarta,,
PT SUPER ENERGY TBK,,,,,Indonesia,,,Energy; Oil and Gas,,,,Jakarta,,
PT SAMPOERNA AGRO TBK,,,,,Indonesia,,,Consumer Defensive,,,,Jakarta,,
PT HANSON INTERNATIONAL TBK,,,,,Indonesia,,,Real Estate,,,,Jakarta,,
PT SEMEN BATURAJA (PERSERO) TBK,0.752 Billion USD,9205,0.752 Billion USD,9205,Indonesia,,https://semenbaturaja.co.id/,Basic Materials; Construction Materials,,,,Jakarta,,
PT SENTUL CITY TBK,,,,,Indonesia,,,Real Estate,,,,Jakarta,,
PT ASURANSI BINA DANA ARTA TBK,,,,,Indonesia,,,Financial Services,,,,Jakarta,,
PT MNC INVESTAMA TBK,,,,,Indonesia,,,Communication Services; Entertainment,,,,Jakarta,,
PT MULTISTRADA ARAH SARANA TBK,,,,,Indonesia,,,Consumer Cyclical; Automobile; Automobile Parts,,,,Jakarta,,
PT METROPOLITAN LAND TBK,,,,,Indonesia,,,Real Estate,,,,Jakarta,,
PT ADHI KARYA (PERSERO) TBK,,26809,,26809,Indonesia,,,Industries; Construction,,,,Jakarta,,
PT BANK RAKYAT INDONESIA AGRONIAGA TBK,,,,,Indonesia,,,Financial Services; Banking Services,,,,Jakarta,,
PT ARKHA JAYANTI PERSADA TBK,0.008 Billion USD,24766,0.008 Billion USD,24766,Indonesia,,,Industries,,,,Jakarta,,
PT PEMBANGUNAN PERUMAHAN PROPERTI TBK,,,,,Indonesia,,,Real Estate,,,,Jakarta,,
PT INTEGRA INDOCABINET TBK,,,,,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT SURYA ESA PERKASA TBK,0.211 Billion USD,15268,0.211 Billion USD,15268,Indonesia,,http://www.sep.co.id/,Energy; Oil and Gas,,,,,,
PT BANK NATIONALNOBU TBK,,,,,Indonesia,,,Financial Services; Banking Services,,,,Jakarta,,
PT HOTEL SAHID JAYA INTERNATIONAL TBK,,,,,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT BUKAKA TEKNIK UTAMA TBK,,,,,Indonesia,,,Industries; Construction,,,,Jakarta,,
PT WIJAYA KARYA BETON TBK,0.241 Billion USD,14687,0.241 Billion USD,14687,Indonesia,,http://www.wika-beton.co.id/,Basic Materials; Construction Materials,,,,Jakarta,,
PT SOLUSI TUNAS PRATAMA TBK,,,,,Indonesia,,,Technology,,,,Jakarta,,
PT BANK ARTOS INDONESIA TBK,,26848,,26848,Indonesia,,,Financial Services; Banking Services,,,,Jakarta,,
PT PALMA SERASIH TBK,,,,,Indonesia,,,Consumer Defensive,,,,Jakarta,,
PT WILTON MAKMUR INDONESIA TBK,0.418 Billion USD,12051,0.418 Billion USD,12051,Indonesia,,https://wilton.id/,Energy; Gold Mining,,,,Jakarta,,
PT. MAP BOGA ADIPERKASA TBK,,,,,Indonesia,,,Consumer Cyclical; Restaurants,,,,Jakarta,,
PT MANDALA MULTIFINANCE TBK,0.184 Billion USD,15864,0.184 Billion USD,15864,Indonesia,,http://www.mandalafinance.com/,Financial Services,,,,Frankfurt,,
PT HERO SUPERMARKET TBK,0.252 Billion USD,14486,0.252 Billion USD,14486,Indonesia,,https://www.hero.co.id/,Consumer Cyclical,,,,Jakarta,,
PT BALI TOWERINDO SENTRA TBK,,,,,Indonesia,,,Communication Services,,,,Jakarta,,
PT. HARUM ENERGY TBK,0.529 Billion USD,10886,0.529 Billion USD,10886,Indonesia,,http://www.harumenergy.com/en/,Energy; Coal Mining,,,,Frankfurt,,
PT SITARA PROPERTINDO TBK,0.036 Billion USD,21740,0.036 Billion USD,21740,Indonesia,,,Real Estate,,,,Jakarta,,
PT PRODIA WIDYAHUSADA TBK,,26879,,26879,Indonesia,,,Healthcare,,,,Jakarta,,
PT SARIMELATI KENCANA,,,,,Indonesia,,,Consumer Cyclical; Restaurants,,,,Jakarta,,
PT MIDI UTAMA INDONESIA TBK,,,,,Indonesia,,,Consumer Defensive; Retail,,,,Jakarta,,
PT PAN BROTHERS TBK,,26616,,26616,Indonesia,,,Consumer Cyclical; Apparels and Accessories,,,,Jakarta,,
PT AGUNG PODOMORO LAND TBK,,,,,Indonesia,,,Real Estate,,,,Jakarta,,
PT AUSTINDO NUSANTARA JAYA TBK,,,,,Indonesia,,,Consumer Defensive,,,,Jakarta,,
PT ARWANA CITRAMULIA TBK,,26623,,26623,Indonesia,,,Industries,,,,Jakarta,,
PT. BANK PEMBANGUNAN DAERAH BANTEN TBK,,,,,Indonesia,,,Financial Services; Banking Services,,,,Jakarta,,
PT INTILAND DEVELOPMENT TBK,,,,,Indonesia,,,Real Estate,,,,Jakarta,,
PT BANK BRISYARIAH TBK,,26626,,26626,Indonesia,,,Financial Services; Banking Services,,,,Jakarta,,
PT MAHKOTA GROUP TBK,,26892,,26892,Indonesia,,,Consumer Defensive; FMCG; Package Foods,,,,Jakarta,,
PT INDOMOBIL SUKSES INTERNASIONAL TBK,,,,,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT BUMI RESOURCES MINERALS TBK,0.419 Billion USD,12038,0.419 Billion USD,12038,Indonesia,,https://bumiresourcesminerals.com/,Basic Materials,,,,Jakarta,,
PT WIJAYA KARYA BANGUNAN GEDUNG,,,,,Indonesia,,,Industries; Construction,,,,Jakarta,,
PT NUSANTARA INFRASTRUCTURE TBK,,,,,Indonesia,,,Industries; Infrastructure,,,,Jakarta,,
PT BISI INTERNATIONAL TBK,0.220 Billion USD,15088,0.220 Billion USD,15088,Indonesia,,https://www.bisi.co.id/,Basic Materials,,,,Jakarta,,
PT CITY RETAIL DEVELOPMENTS TBK,,,,,Indonesia,,,Real Estate,,,,Jakarta,,
PT POLLUX INVESTASI INTERNASIONAL TBK,,,,,Indonesia,,,Real Estate,,,,Jakarta,,
PT SURYA TOTO INDONESIA TBK,,26637,,26637,Indonesia,,,Industries,,,,Jakarta,,
PT BANK BUKOPIN TBK,0.471 Billion USD,11448,0.471 Billion USD,11448,Indonesia,,https://www.bukopin.co.id/,Financial Services; Banking Services,,,,,,
PT MINNA PADI INVESTAMA SEKURITAS TBK,0.040 Billion USD,21377,0.040 Billion USD,21377,Indonesia,,,"Financial Services; Stock Markets, Trading, Capital Markets",,,,Jakarta,,
PT REPOWER ASIA INDONESIA TBK,0.024 Billion USD,22771,0.024 Billion USD,22771,Indonesia,,,Real Estate,,,,Jakarta,,
PT SURYA SEMESTA INTERNUSA TBK,,,,,Indonesia,,,Industries; Construction,,,,Jakarta,,
PT SANURHASTA MITRA TBK,0.023 Billion USD,22916,0.023 Billion USD,22916,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT BANK QNB INDONESIA TBK,,,,,Indonesia,,,Financial Services; Banking Services,,,,Jakarta,,
PT CENTRAL PROTEINA PRIMA TBK,,,,,Indonesia,,,Consumer Defensive,,,,Jakarta,,
PT DWI GUNA LAKSANA TBK,,,,,Indonesia,,,Energy; Coal Mining,,,,Jakarta,,
PT TOBA BARA SEJAHTRA TBK,,,,,Indonesia,,,Energy; Coal Mining,,,,Jakarta,,
PT INDOFARMA (PERSERO) TBK,,,,,Indonesia,,,Healthcare; Pharmaceutical,,,,Jakarta,,
PT HEXINDO ADIPERKASA TBK,,,,,Indonesia,,,Industries,,,,Jakarta,,
PT SAMINDO RESOURCES TBK,,,,,Indonesia,,,Energy; Coal Mining,,,,Jakarta,,
PT MITRA PINASTHIKA MUSTIKA TBK,,,,,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT SEJAHTERARAYA ANUGRAHJAYA TBK,,,,,Indonesia,,,Healthcare,,,,Jakarta,,
PT INDUSTRI DAN PERDAGANGAN BINTRACO DHARMA TBK,0.053 Billion USD,20465,0.053 Billion USD,20465,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT TRIMITRA PROPERTINDO TBK,0.035 Billion USD,21793,0.035 Billion USD,21793,Indonesia,,,Real Estate,,,,Jakarta,,
PT LIPPO CIKARANG TBK,,,,,Indonesia,,,Real Estate,,,,Jakarta,,
PT TRIDOMAIN PERFORMANCE MATERIALS TBK,0.107 Billion USD,17919,0.107 Billion USD,17919,Indonesia,,http://www.tridomainmaterial.com/,Basic Materials; Chemicals,,,,Jakarta,,
PT CENTRATAMA TELEKOMUNIKASI INDONESIA TBK,,,,,Indonesia,,,Communication Services,,,,Jakarta,,
PT. INDAH PRAKASA SENTOSA TBK,,,,,Indonesia,,,Industries,,,,Jakarta,,
PT PP PRESISI TBK,,26680,,26680,Indonesia,,,Industries; Construction,,,,Jakarta,,
PT KIRANA MEGATARA TBK,,,,,Indonesia,,,Consumer Cyclical; Automobile; Automobile Parts,,,,Jakarta,,
PT MODERNLAND REALTY TBK,,,,,Indonesia,,,Real Estate,,,,Jakarta,,
PT DARYA-VARIA LABORATORIA TBK,,,,,Indonesia,,,Healthcare; Pharmaceutical,,,,Jakarta,,
PT TRADA ALAM MINERA TBK,,,,,Indonesia,,,Industries,,,,Jakarta,,
PT M CASH INTEGRASI TBK,,26692,,26692,Indonesia,,,Industries,,,,Jakarta,,
PT DISTRIBUSI VOUCHER NUSANTARA TBK,,,,,Indonesia,,,Technology; Software and IT,,,,Jakarta,,
PT ADI SARANA ARMADA TBK,,,,,Indonesia,,,Industries,,,,Jakarta,,
LIPPO,0.153 Billion USD,16545,0.153 Billion USD,16545,Indonesia,,http://www.lippokarawaci.co.id/,Consumer Defensive; Food Chains / Distributor,,,,HKeX,,
PT DELTA DUNIA MAKMUR TBK,,,,,Indonesia,,,Energy; Coal Mining,,,,Jakarta,,
PT MITRABARA ADIPERDANA TBK,,,,,Indonesia,,,Energy; Coal Mining,,,,Jakarta,,
PT DANA BRATA LUHUR,0.048 Billion USD,20797,0.048 Billion USD,20797,Indonesia,,,Industries; Infrastructure,,,,Jakarta,,
PT INDONESIAN TOBACCO TBK,0.043 Billion USD,21192,0.043 Billion USD,21192,Indonesia,,,Consumer Defensive; Tobacco Products; Tobacco and Cigarette,,,,Jakarta,,
PT BATAVIA PROSPERINDO FINANCE TBK,,,,,Indonesia,,,Financial Services,,,,Jakarta,,
PT MALINDO FEEDMILL TBK,,,,,Indonesia,,,Consumer Defensive,,,,Jakarta,,
PT BUMI TEKNOKULTURA UNGGUL TBK,,,,,Indonesia,,,Consumer Defensive,,,,Jakarta,,
PT SURYA PERTIWI TBK,,26717,,26717,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT ASTRINDO NUSANTARA INFRASTRUKTUR TBK,,,,,Indonesia,,,Energy; Infrastructure,,,,Jakarta,,
PT MADUSARI MURNI INDAH TBK,0.141 Billion USD,16863,0.141 Billion USD,16863,Indonesia,,http://www.molindo.co.id/,Basic Materials,,,,Jakarta,,
PT. MANDOM INDONESIA TBK,,,,,Indonesia,,,Consumer Defensive,,,,Jakarta,,
PT TIPHONE MOBILE INDONESIA TBK,,,,,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT ELNUSA TBK,,,,,Indonesia,,,Energy; Oil and Gas,,,,Jakarta,,
PT RIMO INTERNATIONAL LESTARI TBK,,,,,Indonesia,,,Real Estate,,,,Jakarta,,
PT CAMPINA ICE CREAM INDUSTRY,,,,,Indonesia,,,Consumer Defensive; FMCG; Package Foods,,,,Jakarta,,
PT BAKRIELAND DEVELOPMENT TBK,,,,,Indonesia,,,Real Estate,,,,Jakarta,,
PT BUYUNG POETRA SEMBADA TBK,,,,,Indonesia,,,Consumer Defensive; FMCG; Package Foods,,,,Jakarta,,
PT MASKAPAI REASURANSI INDONESIA TBK,,,,,Indonesia,,,Financial Services; Insurance,,,,Jakarta,,
PT ATLAS RESOURCES TBK,0.083 Billion USD,18866,0.083 Billion USD,18866,Indonesia,,http://www.atlas-coal.co.id/,Energy; Coal Mining,,,,,,
PT KMI WIRE AND CABLE TBK,,,,,Indonesia,,,Industries,,,,Jakarta,,
PT. MNC STUDIOS INTERNATIONAL,,,,,Indonesia,,,Communication Services; Entertainment,,,,Jakarta,,
PT BANK CHINA CONSTRUCTION BANK INDONESIA TBK,,,,,Indonesia,,,Financial Services; Banking Services,,,,Jakarta,,
PT BANK CAPITAL INDONESIA TBK,,,,,Indonesia,,,Financial Services; Banking Services,,,,Jakarta,,
PT BEKASI FAJAR INDUSTRIAL ESTATE TBK,,,,,Indonesia,,,Real Estate,,,,,,
PT INTERMEDIA CAPITAL TBK,,,,,Indonesia,,,Communication Services; Broadcasting,,,,Jakarta,,
PT SILLO MARITIME PERDANA TBK,,,,,Indonesia,,,Energy,,,,Jakarta,,
PT KENCANA ENERGI LESTARI TBK,,,,,Indonesia,,,Utilities,,,,Jakarta,,
PT. GAJAH TUNGGAL TBK,,,,,Indonesia,,,Consumer Cyclical; Automobile; Automobile Parts,,,,Jakarta,,
PT CATUR SENTOSA ADIPRANA TBK,,,,,Indonesia,,,Industries,,,,Jakarta,,
PT ANEKA GAS INDUSTRI TBK,0.195 Billion USD,15601,0.195 Billion USD,15601,Indonesia,,https://www.anekagas.com/,Basic Materials; Chemicals; Chemicals,,,,Jakarta,,
PT GARUDA METALINDO TBK,,,,,Indonesia,,,Industries,,,,Jakarta,,
PT NFC INDONESIA TBK,,,,,Indonesia,,,Communication Services; Internet or Mobile App Based Business,,,,Jakarta,,
PT TIFICO FIBER INDONESIA TBK,,,,,Indonesia,,,Consumer Cyclical; Textile,,,,Jakarta,,
PT PELAT TIMAH NUSANTARA TBK,,,,,Indonesia,,,Industries; Metal Fabrication Products,,,,Jakarta,,
PT BALI BINTANG SEJAHTERA TBK,0.070 Billion USD,19489,0.070 Billion USD,19489,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT PANCA BUDI IDAMAN TBK,,,,,Indonesia,,,Consumer Cyclical; Packaging,,,,Jakarta,,
PT SUPREME CABLE MANUFACTURING & COMMERCE TBK,,26792,,26792,Indonesia,,,Industries,,,,Jakarta,,
PT INDONESIA FIBREBOARD INDUSTRY TBK,0.099 Billion USD,18241,0.099 Billion USD,18241,Indonesia,,https://www.pt-ifi.com/,Basic Materials,,,,Jakarta,,
PT META EPSI,0.023 Billion USD,22908,0.023 Billion USD,22908,Indonesia,,,Industries; Construction,,,,Jakarta,,
PT FKS MULTI AGRO TBK,,,,,Indonesia,,,Consumer Defensive,,,,Jakarta,,
PT BUANA LINTAS LAUTAN TBK,,26556,,26556,Indonesia,,,Industries; Shipping,,,,Jakarta,,
PT GOLDEN FLOWER TBK,0.040 Billion USD,21411,0.040 Billion USD,21411,Indonesia,,,Consumer Cyclical; Apparels and Accessories,,,,Jakarta,,
PT NUSANTARA ALMAZIA,0.030 Billion USD,22247,0.030 Billion USD,22247,Indonesia,,,Real Estate,,,,Jakarta,,
PT DIGITAL MEDIATAMA MAXIMA TBK,,,,,Indonesia,,,Communication Services; Advertising,,,,Jakarta,,
PT INDOMOBIL MULTI JASA TBK,,,,,Indonesia,,,Consumer Cyclical,,,,Jakarta,,Provides financing for automobiles and heavy machinery. Headquarters is in Indonesia.
PT MARK DYNAMICS INDONESIA TBK,,,,,Indonesia,,,Healthcare; Medical Equipment,,,,Jakarta,,
PT INDONESIA PRIMA PROPERTY TBK,,,,,Indonesia,,,Real Estate,,,,Jakarta,,
PT BANK YUDHA BHAKTI TBK,,,,,Indonesia,,,Financial Services; Banking Services,,,,Jakarta,,
PT MD PICTURES TBK,,,,,Indonesia,,,Communication Services; Entertainment,,,,Jakarta,,
PT INTI AGRI RESOURCES TBK,,,,,Indonesia,,,Consumer Defensive,,,,Jakarta,,
PT JASUINDO TIGA PERKASA TBK,,,,,Indonesia,,,Industries,,,,Jakarta,,
PT. INDO-RAMA SYNTHETICS TBK,,,,,Indonesia,,,Consumer Cyclical; Textile,,,,Jakarta,,
PT GOWA MAKASSAR TOURISM DEVELOPMENT TBK,,,,,Indonesia,,,Real Estate,,,,Jakarta,,
PT PETROSEA TBK,0.136 Billion USD,17012,0.136 Billion USD,17012,Indonesia,,https://www.petrosea.com/,Basic Materials,,,,Jakarta,,
PT ENVY TECHNOLOGIES INDONESIA TBK,,,,,Indonesia,,,Technology; Software and IT,,,,Jakarta,,
PT GRAND KARTECH TBK,,,,,Indonesia,,,Industries,,,,Jakarta,,
PT JAYA BERSAMA INDO TBK,0.035 Billion USD,21833,0.035 Billion USD,21833,Indonesia,,,Consumer Cyclical; Restaurants,,,,Jakarta,,
PT PEMBANGUNAN JAYA ANCOL TBK,0.068 Billion USD,19611,0.068 Billion USD,19611,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT JAKARTA INTERNATIONAL HOTELS & DEVELOPMENT TBK,,,,,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT BANK OKE INDONESIA TBK,,,,,Indonesia,,,Financial Services; Banking Services,,,,Jakarta,,
PT ASAHIMAS FLAT GLASS TBK,,,,,Indonesia,,,Industries,,,,Jakarta,,
PT INTRACO PENTA TBK,0.045 Billion USD,21001,0.045 Billion USD,21001,Indonesia,,,Industries,,,,Jakarta,,
PT BANK MASPION INDONESIA TBK,,,,,Indonesia,,,Financial Services; Banking Services,,,,Jakarta,,
PT ANABATIC TECHNOLOGIES TBK,,,,,Indonesia,,,Technology; Software and IT,,,,Jakarta,,
P.T. ASURANSI MULTI ARTHA GUNA TBK,,,,,Indonesia,,,Financial Services; Insurance,,,,Jakarta,,
PT UNGGUL INDAH CAHAYA TBK,0.128 Billion USD,17254,0.128 Billion USD,17254,Indonesia,,http://www.uic.co.id/,Basic Materials,,,,Jakarta,,
PT TOTAL BANGUN PERSADA TBK,,,,,Indonesia,,,Industries; Construction,,,,Jakarta,,
PT INDOSPRING TBK,,,,,Indonesia,,,Consumer Cyclical; Automobile; Automobile Parts,,,,Jakarta,,
PT PROVIDENT AGRO TBK,,,,,Indonesia,,,Consumer Defensive,,,,Jakarta,,
PT SARANA MEDITAMA METROPOLITAN TBK,,26606,,26606,Indonesia,,,Healthcare,,,,Jakarta,,
PT MULIA BOGA RAYA TBK,,26878,,26878,Indonesia,,,Consumer Defensive; FMCG; Package Foods,,,,Jakarta,,
PT RODA VIVATEX TBK,,,,,Indonesia,,,Real Estate,,,,Jakarta,,
PT IFISHDECO TBK,0.060 Billion USD,20050,0.060 Billion USD,20050,Indonesia,,,Basic Materials,,,,Jakarta,,
PT MEGA MANUNGGAL PROPERTY TBK,,,,,Indonesia,,,Real Estate,,,,Jakarta,,
PT ELECTRONIC CITY INDONESIA TBK,0.054 Billion USD,20434,0.054 Billion USD,20434,Indonesia,,,Consumer Cyclical; Retail,,,,Jakarta,,
PT STEEL PIPE INDUSTRY OF INDONESIA TBK,0.080 Billion USD,19009,0.080 Billion USD,19009,Indonesia,,http://www.spindo.com/,Basic Materials; Iron and Steel; Metals,,,,Jakarta,,
PT MERCK TBK,,,,,Indonesia,,,Healthcare; Pharmaceutical,,,,Jakarta,,
PT VOKSEL ELECTRIC TBK,0.070 Billion USD,19527,0.070 Billion USD,19527,Indonesia,,,Industries,,,,Jakarta,,
PT BERLIAN LAJU TANKER TBK,,,,,Indonesia,,,Industries; Shipping,,,,Jakarta,,
PT ROYAL PRIMA TBK,0.056 Billion USD,20304,0.056 Billion USD,20304,Indonesia,,,Healthcare,,,,Jakarta,,
PT DANASUPRA ERAPACIFIC TBK,,26902,,26902,Indonesia,,,Financial Services,,,,Jakarta,,
PT FORTUNE MATE INDONESIA TBK,,,,,Indonesia,,,Real Estate,,,,Jakarta,,
PT ASTRA GRAPHIA TBK,,,,,Indonesia,,,Industries,,,,Jakarta,,
PT SAT NUSAPERSADA TBK,,,,,Indonesia,,,Technology; Electronics; Capital Goods,,,,Jakarta,,
PT BANK MNC INTERNASIONAL TBK,,,,,Indonesia,,,Financial Services; Banking Services,,,,Jakarta,,
PT INDONESIA KENDARAAN TERMINAL TBK,0.069 Billion USD,19564,0.069 Billion USD,19564,Indonesia,,,Industries; Logistics,,,,Jakarta,,
PT SOECHI LINES TBK,,,,,Indonesia,,,Industries; Shipping,,,,Jakarta,,
PT GREENWOOD SEJAHTERA TBK,,,,,Indonesia,,,Real Estate,,,,Jakarta,,
PT BANK PANIN DUBAI SYARIAH TBK,,,,,Indonesia,,,Financial Services; Banking Services,,,,Jakarta,,
PT MULTIPOLAR TBK,,,,,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT CARDIG AERO SERVICES TBK,0.040 Billion USD,21414,0.040 Billion USD,21414,Indonesia,,,Industries,,,,Jakarta,,
PT VISI MEDIA ASIA TBK,0.059 Billion USD,20120,0.059 Billion USD,20120,Indonesia,,,Communication Services; Broadcasting,,,,Jakarta,,
PT. JASNITA TELEKOMINDO TBK,0.015 Billion USD,23846,0.015 Billion USD,23846,Indonesia,,,Communication Services,,,,Jakarta,,
PT SURYA FAJAR CAPITAL TBK,,,,,Indonesia,,,Financial Services; Asset Management,,,,Jakarta,,
PT HOTEL MANDARINE REGENCY TBK,,,,,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT SIERAD PRODUCE TBK,,26666,,26666,Indonesia,,,Consumer Defensive,,,,Jakarta,,
PT RESOURCE ALAM INDONESIA TBK,,,,,Indonesia,,,Energy; Coal Mining,,,,,,
PT. CLIPAN FINANCE INDONESIA TBK,0.066 Billion USD,19721,0.066 Billion USD,19721,Indonesia,,,Financial Services,,,,Jakarta,,
PT TOBA PULP LESTARI TBK,0.106 Billion USD,17958,0.106 Billion USD,17958,Indonesia,,https://www.tobapulp.com/en/,Basic Materials; Paper and Pulp,,,,Jakarta,,
PT DARMA HENWA TBK,,,,,Indonesia,,,Energy; Coal Mining,,,,Jakarta,,
PT TRIAS SENTOSA TBK,,,,,Indonesia,,,Consumer Cyclical; Packaging,,,,Jakarta,,
PT MATAHARI PUTRA PRIMA TBK,0.056 Billion USD,20303,0.056 Billion USD,20303,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT BAKRIE & BROTHERS TBK,,,,,Indonesia,,,Industries,,,,Jakarta,,
PT PARAMITA BANGUN SARANA TBK,0.063 Billion USD,19905,0.063 Billion USD,19905,Indonesia,,,Industries; Construction,,,,Jakarta,,
PT VICTORIA INVESTAMA TBK,0.052 Billion USD,20518,0.052 Billion USD,20518,Indonesia,,,Financial Services; Asset Management,,,,Jakarta,,
PT HENSEL DAVEST INDONESIA TBK,0.033 Billion USD,21940,0.033 Billion USD,21940,Indonesia,,,Technology; Software and IT,,,,Jakarta,,
PT BERLINA TBK,,,,,Indonesia,,,Consumer Cyclical; Packaging,,,,Jakarta,,
